Date,S&P 500 Pure Value (TR)
2016-07-12,9378.39
2016-07-13,9378.35
2016-07-14,9433.47
2016-07-15,9441.6
2016-07-18,9476.06
2016-07-19,9405.76
2016-07-20,9427.28
2016-07-21,9421.37
2016-07-22,9470.51
2016-07-25,9442.56
2016-07-26,9504.92
2016-07-27,9440.51
2016-07-28,9435.94
2016-07-29,9455.05
2016-08-01,9366.6
2016-08-02,9263.3
2016-08-03,9368.86
2016-08-04,9324.62
2016-08-05,9434.03
2016-08-08,9456.8
2016-08-09,9416.4
2016-08-10,9361.86
2016-08-11,9448.66
2016-08-12,9409.17
2016-08-15,9472.4
2016-08-16,9420.15
2016-08-17,9435.43
2016-08-18,9500.29
2016-08-19,9456.91
2016-08-22,9433.06
2016-08-23,9501.6
2016-08-24,9421.6
2016-08-25,9430.7
2016-08-26,9393.72
2016-08-29,9465.47
2016-08-30,9450.17
2016-08-31,9423.13
2016-09-01,9374.25
2016-09-02,9446.39
2016-09-06,9463.37
2016-09-07,9509.97
2016-09-08,9516.11
2016-09-09,9242.01
2016-09-12,9395.39
2016-09-13,9208.85
2016-09-14,9154.9
2016-09-15,9257.93
2016-09-16,9221.62
2016-09-19,9252.78
2016-09-20,9217.1
2016-09-21,9379.93
2016-09-22,9441.73
2016-09-23,9379.23
2016-09-26,9293.92
2016-09-27,9323.94
2016-09-28,9430
2016-09-29,9343.55
2016-09-30,9442.54
2016-10-03,9397.84
2016-10-04,9329.39
2016-10-05,9442.67
2016-10-06,9448.04
2016-10-07,9408.46
2016-10-10,9464.78
2016-10-11,9318.91
2016-10-12,9331.33
2016-10-13,9266.62
2016-10-14,9243.5
2016-10-17,9213.79
2016-10-18,9308.43
2016-10-19,9387.46
2016-10-20,9358.06
2016-10-21,9328.94
2016-10-24,9347.09
2016-10-25,9312.98
2016-10-26,9360.32
2016-10-27,9325.36
2016-10-28,9306.05
2016-10-31,9349.54
2016-11-01,9282.05
2016-11-02,9194.73
2016-11-03,9184.05
2016-11-04,9163.92
2016-11-07,9357.4
2016-11-08,9387.57
2016-11-09,9642.88
2016-11-10,9781.25
2016-11-11,9771.27
2016-11-14,9951.8
2016-11-15,10038.76
2016-11-16,9949.38
2016-11-17,10015.99
2016-11-18,9998.75
2016-11-21,10085.86
2016-11-22,10119.77
2016-11-23,10144.19
2016-11-25,10180.04
2016-11-28,10119.16
2016-11-29,10083.84
2016-11-30,10149.98
2016-12-01,10220.35
2016-12-02,10212.81
2016-12-05,10315.01
2016-12-06,10379.2
2016-12-07,10562.34
2016-12-08,10658.52
2016-12-09,10688.05
2016-12-12,10619.67
2016-12-13,10640.15
2016-12-14,10506.49
2016-12-15,10549.81
2016-12-16,10482.61
2016-12-19,10489.76
2016-12-20,10535.36
2016-12-21,10501.52
2016-12-22,10431.32
2016-12-23,10456.84
2016-12-27,10491.79
2016-12-28,10362.81
2016-12-29,10343.15
2016-12-30,10318.28
2017-01-03,10480.88
2017-01-04,10608.97
2017-01-05,10523.16
2017-01-06,10516.06
2017-01-09,10436.01
2017-01-10,10473.73
2017-01-11,10489.83
2017-01-12,10456.86
2017-01-13,10472.66
2017-01-17,10423.37
2017-01-18,10451.8
2017-01-19,10380.36
2017-01-20,10405.6
2017-01-23,10356.91
2017-01-24,10479.55
2017-01-25,10598
2017-01-26,10550.51
2017-01-27,10477.26
2017-01-30,10425.95
2017-01-31,10448.25
2017-02-01,10459.33
2017-02-02,10439.07
2017-02-03,10541.36
2017-02-06,10506.76
2017-02-07,10488.03
2017-02-08,10492.54
2017-02-09,10584.48
2017-02-10,10666.31
2017-02-13,10727.68
2017-02-14,10819.44
2017-02-15,10877.62
2017-02-16,10842.95
2017-02-17,10850.56
2017-02-21,10952.35
2017-02-22,10915.27
2017-02-23,10933.92
2017-02-24,10927.06
2017-02-27,10958.53
2017-02-28,10889.53
2017-03-01,11024.88
2017-03-02,10917.24
2017-03-03,10901.92
2017-03-06,10809
2017-03-07,10733.72
2017-03-08,10730.1
2017-03-09,10708.54
2017-03-10,10752.16
2017-03-13,10756.02
2017-03-14,10710
2017-03-15,10801.24
2017-03-16,10788.91
2017-03-17,10746.12
2017-03-20,10678.82
2017-03-21,10474.55
2017-03-22,10477.06
2017-03-23,10479.11
2017-03-24,10468.12
2017-03-27,10454.74
2017-03-28,10570.71
2017-03-29,10598.14
2017-03-30,10655.14
2017-03-31,10621.35
2017-04-03,10558.04
2017-04-04,10551.55
2017-04-05,10500.4
2017-04-06,10574.1
2017-04-07,10551.43
2017-04-10,10595.93
2017-04-11,10598.21
2017-04-12,10514.37
2017-04-13,10427.94
2017-04-17,10535.44
2017-04-18,10448.65
2017-04-19,10445.61
2017-04-20,10539.65
2017-04-21,10488.41
2017-04-24,10632.42
2017-04-25,10659.16
2017-04-26,10678.75
2017-04-27,10686.75
2017-04-28,10623.46
2017-05-01,10612.67
2017-05-02,10581.48
2017-05-03,10588.04
2017-05-04,10575.32
2017-05-05,10633.86
2017-05-08,10629.69
2017-05-09,10611.42
2017-05-10,10636.18
2017-05-11,10581.61
2017-05-12,10511.47
2017-05-15,10587.09
2017-05-16,10541.25
2017-05-17,10330.77
2017-05-18,10350.46
2017-05-19,10431.2
2017-05-22,10472.43
2017-05-23,10509.08
2017-05-24,10530.99
2017-05-25,10542.11
2017-05-26,10541.88
2017-05-30,10523.88
2017-05-31,10513.5
2017-06-01,10679.49
2017-06-02,10662.08
2017-06-05,10623.62
2017-06-06,10571.34
2017-06-07,10593.59
2017-06-08,10644.54
2017-06-09,10784.71
2017-06-12,10809.18
2017-06-13,10879.09
2017-06-14,10855.58
2017-06-15,10815.89
2017-06-16,10796.79
2017-06-19,10859.68
2017-06-20,10759.38
2017-06-21,10690.84
2017-06-22,10684.23
2017-06-23,10689.69
2017-06-26,10741.12
2017-06-27,10707.53
2017-06-28,10821.53
2017-06-29,10783.88
2017-06-30,10806.18
2017-07-03,10909.58
2017-07-05,10879.32
2017-07-06,10778.37
2017-07-07,10853.98
2017-07-10,10844.91
2017-07-11,10824.99
2017-07-12,10884.08
2017-07-13,10947.29
2017-07-14,10971.86
2017-07-17,10998.83
2017-07-18,10954.24
2017-07-19,11021.66
2017-07-20,11023.73
2017-07-21,11032.58
2017-07-24,11031.17
2017-07-25,11115.96
2017-07-26,11051.76
2017-07-27,11026.71
2017-07-28,11035.08
2017-07-31,11051.67
2017-08-01,11100.16
2017-08-02,11071.56
2017-08-03,11026.77
2017-08-04,11048.79
2017-08-07,11053.69
2017-08-08,11037.57
2017-08-09,10991.72
2017-08-10,10820.27
2017-08-11,10794.57
2017-08-14,10900.01
2017-08-15,10884.94
2017-08-16,10883.46
2017-08-17,10704.57
2017-08-18,10684.13
2017-08-21,10675.95
2017-08-22,10777.45
2017-08-23,10763.05
2017-08-24,10748.55
2017-08-25,10798.52
2017-08-28,10771.27
2017-08-29,10748.78
2017-08-30,10775.54
2017-08-31,10819.28
2017-09-01,10891.47
2017-09-05,10719.2
2017-09-06,10750.84
2017-09-07,10665.29
2017-09-08,10726.73
2017-09-11,10889.44
2017-09-12,10963.77
2017-09-13,10976.92
2017-09-14,10924.18
2017-09-15,10967.76
2017-09-18,10984.83
2017-09-19,10998.58
2017-09-20,11022.95
2017-09-21,11029.9
2017-09-22,11044.53
2017-09-25,11098.98
2017-09-26,11126.54
2017-09-27,11184.7
2017-09-28,11192.9
2017-09-29,11227.83
2017-10-02,11311.31
2017-10-03,11355.26
2017-10-04,11374.51
2017-10-05,11412.08
2017-10-06,11386.7
2017-10-09,11335.4
2017-10-10,11385.67
2017-10-11,11380.51
2017-10-12,11356.97
2017-10-13,11362.42
2017-10-16,11374.93
2017-10-17,11352.29
2017-10-18,11384.83
2017-10-19,11441.35
2017-10-20,11535.75
2017-10-23,11480.45
2017-10-24,11518.74
2017-10-25,11471.71
2017-10-26,11465.42
2017-10-27,11439.47
2017-10-30,11394.06
2017-10-31,11398.85
2017-11-01,11439.44
2017-11-02,11466.8
2017-11-03,11454.4
2017-11-06,11478.44
2017-11-07,11423.5
2017-11-08,11422.69
2017-11-09,11396.41
2017-11-10,11399.39
2017-11-13,11425.84
2017-11-14,11409.6
2017-11-15,11393.59
2017-11-16,11472.26
2017-11-17,11510.21
2017-11-20,11520.9
2017-11-21,11552.64
2017-11-22,11536.47
2017-11-24,11536.81
2017-11-27,11529.07
2017-11-28,11721.38
2017-11-29,11864.91
2017-11-30,11937.75
2017-12-01,11914.65
2017-12-04,11988.83
2017-12-05,11898.97
2017-12-06,11867.06
2017-12-07,11917.51
2017-12-08,12013.05
2017-12-11,12024.42
2017-12-12,12039.55
2017-12-13,11987.08
2017-12-14,11888.66
2017-12-15,12000.78
2017-12-18,12120.93
2017-12-19,12069.28
2017-12-20,12101.33
2017-12-21,12183.2
2017-12-22,12191.4
2017-12-26,12235.13
2017-12-27,12190.09
2017-12-28,12218.78
2017-12-29,12147.36
2018-01-02,12289.07
2018-01-03,12322.66
2018-01-04,12382.76
2018-01-05,12415.82
2018-01-08,12442.24
2018-01-09,12456.11
2018-01-10,12523.31
2018-01-11,12731.35
2018-01-12,12873.98
2018-01-16,12750.12
2018-01-17,12820.28
2018-01-18,12782.67
2018-01-19,12873.1
2018-01-22,13000.17
2018-01-23,13017.54
2018-01-24,12996.72
2018-01-25,12911.42
2018-01-26,13047.84
2018-01-29,12967.92
2018-01-30,12756.97
2018-01-31,12713.87
2018-02-01,12714.4
2018-02-02,12427.92
2018-02-05,11908.37
2018-02-06,12111.62
2018-02-07,12116.59
2018-02-08,11708.37
2018-02-09,11811.47
2018-02-12,11927.9
2018-02-13,11950.01
2018-02-14,12191.66
2018-02-15,12304.69
2018-02-16,12315.48
2018-02-20,12202.8
2018-02-21,12141.3
2018-02-22,12163.1
2018-02-23,12348.73
2018-02-26,12432.41
2018-02-27,12284
2018-02-28,12134.57
2018-03-01,12034.77
2018-03-02,12132.99
2018-03-05,12330.1
2018-03-06,12400.09
2018-03-07,12343.33
2018-03-08,12338.59
2018-03-09,12531.94
2018-03-12,12510.73
2018-03-13,12469.57
2018-03-14,12291.76
2018-03-15,12241.67
2018-03-16,12306.82
2018-03-19,12154.3
2018-03-20,12121.91
2018-03-21,12160.74
2018-03-22,11856.7
2018-03-23,11611.11
2018-03-26,11886.71
2018-03-27,11741.63
2018-03-28,11780.66
2018-03-29,11906
2018-04-02,11651.26
2018-04-03,11813.79
2018-04-04,11980.55
2018-04-05,12094.09
2018-04-06,11840.27
2018-04-09,11857.38
2018-04-10,12033.49
2018-04-11,11992.94
2018-04-12,12068.91
2018-04-13,12001.92
2018-04-16,12137.74
2018-04-17,12177.95
2018-04-18,12229.44
2018-04-19,12192.91
2018-04-20,12160.03
2018-04-23,12234.51
2018-04-24,12189.35
2018-04-25,12255.59
2018-04-26,12308.97
2018-04-27,12365.48
2018-04-30,12239.99
2018-05-01,12209.34
2018-05-02,12110.18
2018-05-03,11961.87
2018-05-04,12046.52
2018-05-07,11998.7
2018-05-08,11979.59
2018-05-09,12070.91
2018-05-10,12190
2018-05-11,12199.71
2018-05-14,12226.46
2018-05-15,12241.31
2018-05-16,12365.07
2018-05-17,12434.63
2018-05-18,12341.48
2018-05-21,12426.2
2018-05-22,12373.62
2018-05-23,12303.05
2018-05-24,12279.7
2018-05-25,12250.49
2018-05-29,12075.92
2018-05-30,12257.82
2018-05-31,12149.98
2018-06-01,12274.19
2018-06-04,12312.5
2018-06-05,12387.36
2018-06-06,12485.02
2018-06-07,12540.92
2018-06-08,12588.66
2018-06-11,12630.02
2018-06-12,12613.95
2018-06-13,12557.19
2018-06-14,12533.56
2018-06-15,12530.31
2018-06-18,12535.61
2018-06-19,12523.26
2018-06-20,12533.32
2018-06-21,12470.14
2018-06-22,12469.32
2018-06-25,12344.24
2018-06-26,12352.04
2018-06-27,12254.54
2018-06-28,12235.7
2018-06-29,12188.33
2018-07-02,12172.48
2018-07-03,12184.63
2018-07-05,12233.71
2018-07-06,12308.5
2018-07-09,12460.22
2018-07-10,12482.43
2018-07-11,12323.98
2018-07-12,12343.3
2018-07-13,12363
2018-07-16,12363.21
2018-07-17,12372.07
2018-07-18,12437.41
2018-07-19,12400.47
2018-07-20,12340.62
2018-07-23,12398.1
2018-07-24,12379.86
2018-07-25,12407.27
2018-07-26,12509.15
2018-07-27,12543.51
2018-07-30,12608.31
2018-07-31,12614.79
2018-08-01,12501.14
2018-08-02,12540.19
2018-08-03,12623.28
2018-08-06,12632.33
2018-08-07,12686.99
2018-08-08,12688.18
2018-08-09,12706.85
2018-08-10,12619.85
2018-08-13,12549.56
2018-08-14,12703.72
2018-08-15,12514.52
2018-08-16,12648.05
2018-08-17,12742.88
2018-08-20,12870.54
2018-08-21,12925.77
2018-08-22,12858.64
2018-08-23,12864.21
2018-08-24,12885.82
2018-08-27,12983.64
2018-08-28,12970.96
2018-08-29,12985.09
2018-08-30,12898.51
2018-08-31,12873
2018-09-04,12871.62
2018-09-05,12885.36
2018-09-06,12817.68
2018-09-07,12786.37
2018-09-10,12792.94
2018-09-11,12812.92
2018-09-12,12840.03
2018-09-13,12841.54
2018-09-14,12882.33
2018-09-17,12868.06
2018-09-18,12935.54
2018-09-19,12962.12
2018-09-20,13032.32
2018-09-21,13060.2
2018-09-24,12954.05
2018-09-25,12869.34
2018-09-26,12842.08
2018-09-27,12804.72
2018-09-28,12818.64
2018-10-01,12832.06
2018-10-02,12803.21
2018-10-03,12870.52
2018-10-04,12845.83
2018-10-05,12780.44
2018-10-08,12848.56
2018-10-09,12772.03
2018-10-10,12494.64
2018-10-11,12140.95
2018-10-12,12217.4
2018-10-15,12207.13
2018-10-16,12399.62
2018-10-17,12380.24
2018-10-18,12275.16
2018-10-19,12251.91
2018-10-22,12140.67
2018-10-23,12068.58
2018-10-24,11680.99
2018-10-25,11873.88
2018-10-26,11686.53
2018-10-29,11768.64
2018-10-30,12058.77
2018-10-31,12095.38
2018-11-01,12245.78
2018-11-02,12249.82
2018-11-05,12401.65
2018-11-06,12531.69
2018-11-07,12680.45
2018-11-08,12659.44
2018-11-09,12491.59
2018-11-12,12318.71
2018-11-13,12292.81
2018-11-14,12121.5
2018-11-15,12140.97
2018-11-16,12147.11
2018-11-19,12039.54
2018-11-20,11735.94
2018-11-21,11828.41
2018-11-23,11748.3
2018-11-26,11988.03
2018-11-27,12020.94
2018-11-28,12203.91
2018-11-29,12148.88
2018-11-30,12179.5
2018-12-03,12276.44
2018-12-04,11837.74
2018-12-06,11728.21
2018-12-07,11463.57
2018-12-10,11351.91
2018-12-11,11298.77
2018-12-12,11390.3
2018-12-13,11270.97
2018-12-14,11125.21
2018-12-17,10895.12
2018-12-18,10862.47
2018-12-19,10721.34
2018-12-20,10535.07
2018-12-21,10359.94
2018-12-24,10114.12
2018-12-26,10590.64
2018-12-27,10659.69
2018-12-28,10627.49
2018-12-31,10689.95
2019-01-02,10814.62
2019-01-03,10659.41
2019-01-04,11044.4
2019-01-07,11157.37
2019-01-08,11233.11
2019-01-09,11344.42
2019-01-10,11374.86
2019-01-11,11435.52
2019-01-14,11395.96
2019-01-15,11402.68
2019-01-16,11475.13
2019-01-17,11562.43
2019-01-18,11763.84
2019-01-22,11592.08
2019-01-23,11551.53
2019-01-24,11617.81
2019-01-25,11781.76
2019-01-28,11749.27
2019-01-29,11742.24
2019-01-30,11825.25
2019-01-31,11897.86
2019-02-01,11888.95
2019-02-04,11927.45
2019-02-05,11952.81
2019-02-06,11945.48
2019-02-07,11791.08
2019-02-08,11770.97
2019-02-11,11788.7
2019-02-12,12008.2
2019-02-13,12057.49
2019-02-14,11972.95
2019-02-15,12166.78
2019-02-19,12252.15
2019-02-20,12324.5
2019-02-21,12231.64
2019-02-22,12250.55
2019-02-25,12276.58
2019-02-26,12234.38
2019-02-27,12205.69
2019-02-28,12138.97
2019-03-01,12194.43
2019-03-04,12137.03
2019-03-05,12084.17
2019-03-06,11941.06
2019-03-07,11816.9
2019-03-08,11783.18
2019-03-11,11956.8
2019-03-12,11982.94
2019-03-13,12057.83
2019-03-14,12049.52
2019-03-15,12079.85
2019-03-18,12193.92
2019-03-19,12142.02
2019-03-20,11955.45
2019-03-21,12073.15
2019-03-22,11761.47
2019-03-25,11751
2019-03-26,11872.12
2019-03-27,11845.03
2019-03-28,11898.78
2019-03-29,11950.3
2019-04-01,12180.19
2019-04-02,12099.28
2019-04-03,12157.55
2019-04-04,12259.72
2019-04-05,12352.24
2019-04-08,12362.43
2019-04-09,12211.45
2019-04-10,12314.3
2019-04-11,12369.82
2019-04-12,12460.46
2019-04-15,12400.22
2019-04-16,12474.61
2019-04-17,12447.74
2019-04-18,12448.11
2019-04-22,12414.62
2019-04-23,12519.37
2019-04-24,12462.73
2019-04-25,12390.28
2019-04-26,12489.33
2019-04-29,12558.84
2019-04-30,12570.3
2019-05-01,12439.7
2019-05-02,12390.31
2019-05-03,12502.99
2019-05-06,12435.65
2019-05-07,12277.89
2019-05-08,12209.42
2019-05-09,12184.89
2019-05-10,12245.2
2019-05-13,11863.89
2019-05-14,12029.03
2019-05-15,12061.1
2019-05-16,12141.39
2019-05-17,12051.17
2019-05-20,12010.23
2019-05-21,12137.45
2019-05-22,12024.53
2019-05-23,11825.25
2019-05-24,11884.81
2019-05-28,11736.66
2019-05-29,11650.21
2019-05-30,11593.45
2019-05-31,11396.77
2019-06-03,11550.1
2019-06-04,11861.52
2019-06-05,11859.31
2019-06-06,11923.59
2019-06-07,11956.12
2019-06-10,12014.52
2019-06-11,12029.76
2019-06-12,11950.52
2019-06-13,12083.72
2019-06-14,12039.44
2019-06-17,11995.79
2019-06-18,12137.65
2019-06-19,12137.55
2019-06-20,12253.22
2019-06-21,12226.56
2019-06-24,12164.15
2019-06-25,12117.53
2019-06-26,12141.59
2019-06-27,12251.91
2019-06-28,12406.93
2019-07-01,12481.58
2019-07-02,12413.39
2019-07-03,12532.33
2019-07-05,12548.66
2019-07-08,12498.26
2019-07-09,12494.7
2019-07-10,12489.64
2019-07-11,12515.79
2019-07-12,12633.18
2019-07-15,12576.65
2019-07-16,12556.49
2019-07-17,12391.46
2019-07-18,12452.84
2019-07-19,12440.17
2019-07-22,12421.25
2019-07-23,12530.96
2019-07-24,12667.33
2019-07-25,12575.53
2019-07-26,12621.95
2019-07-29,12545.48
2019-07-30,12585.87
2019-07-31,12470.03
2019-08-01,12214.73
2019-08-02,12068.62
2019-08-05,11746.26
2019-08-06,11843.71
2019-08-07,11835.4
2019-08-08,12034.71
2019-08-09,11891.12
2019-08-12,11696.33
2019-08-13,11850.61
2019-08-14,11427.22
2019-08-15,11363.37
2019-08-16,11582.38
2019-08-19,11736.97
2019-08-20,11605.92
2019-08-21,11716.01
2019-08-22,11764.18
2019-08-23,11438.36
2019-08-26,11556.01
2019-08-27,11416.66
2019-08-28,11540.86
2019-08-29,11705.24
2019-08-30,11761.31
2019-09-03,11690.7
2019-09-04,11843.98
2019-09-05,12068.14
2019-09-06,12115.57
2019-09-09,12347.99
2019-09-10,12504.98
2019-09-11,12602.43
2019-09-12,12601.69
2019-09-13,12657.64
2019-09-16,12625.5
2019-09-17,12585.76
2019-09-18,12575.13
2019-09-19,12523.16
2019-09-20,12486.05
2019-09-23,12520.16
2019-09-24,12411.79
2019-09-25,12505.64
2019-09-26,12453.63
2019-09-27,12453.25
2019-09-30,12467.75
2019-10-01,12219.86
2019-10-02,11952.71
2019-10-03,11999.39
2019-10-04,12145.8
2019-10-07,12075.74
2019-10-08,11856.54
2019-10-09,11959.25
2019-10-10,12084.26
2019-10-11,12293.67
2019-10-14,12291.7
2019-10-15,12416.71
2019-10-16,12393.33
2019-10-17,12424.2
2019-10-18,12455.49
2019-10-21,12581.44
2019-10-22,12648.2
2019-10-23,12695.95
2019-10-24,12622.16
2019-10-25,12716.61
2019-10-28,12746.85
2019-10-29,12783.06
2019-10-30,12676.15
2019-10-31,12588.39
2019-11-01,12815
2019-11-04,12962.18
2019-11-05,13025.02
2019-11-06,13026.44
2019-11-07,13088.29
2019-11-08,13123.57
2019-11-11,13089.77
2019-11-12,13121.75
2019-11-13,13033.95
2019-11-14,13049.19
2019-11-15,13124
2019-11-18,13118.84
2019-11-19,13030.49
2019-11-20,12991.78
2019-11-21,12979.89
2019-11-22,13040.71
2019-11-25,13135.49
2019-11-26,13080.49
2019-11-27,13132.42
2019-11-29,13068.76
2019-12-02,12977.21
2019-12-03,12793.75
2019-12-04,12884.46
2019-12-05,12918.9
2019-12-06,13046.36
2019-12-09,13023.6
2019-12-10,13010.59
2019-12-11,13032.05
2019-12-12,13247.81
2019-12-13,13155.21
2019-12-16,13247.1
2019-12-17,13277.43
2019-12-18,13271.28
2019-12-19,13281.82
2019-12-20,13359.42
2019-12-23,13375.07
2019-12-24,13365.83
2019-12-26,13409.68
2019-12-27,13351.17
2019-12-30,13317.31
2019-12-31,13410.88
2020-01-02,13440.63
2020-01-03,13281.56
2020-01-06,13321.74
2020-01-07,13308.83
2020-01-08,13320.03
2020-01-09,13352.25
2020-01-10,13286.53
2020-01-13,13338.97
2020-01-14,13389.16
2020-01-15,13337.28
2020-01-16,13462.12
2020-01-17,13470.79
2020-01-21,13290.16
2020-01-22,13249.69
2020-01-23,13247.42
2020-01-24,13029.37
2020-01-27,12730.79
2020-01-28,12867.01
2020-01-29,12812.25
2020-01-30,12877.23
2020-01-31,12595.47
2020-02-03,12647.04
2020-02-04,12837.72
2020-02-05,13210.02
2020-02-06,13129
2020-02-07,12997.58
2020-02-10,12990.89
2020-02-11,13128.71
2020-02-12,13251.97
2020-02-13,13153.01
2020-02-14,13080.44
2020-02-18,12971.28
2020-02-19,13042.3
2020-02-20,13087.05
2020-02-21,12960.81
2020-02-24,12411.89
2020-02-25,11878.5
2020-02-26,11632.46
2020-02-27,11100.55
2020-02-28,10953.86
2020-03-02,11330.46
2020-03-03,10929.86
2020-03-04,11250.87
2020-03-05,10687.43
2020-03-06,10311.54
2020-03-09,9082.19
2020-03-10,9596.43
2020-03-11,8963.38
2020-03-12,7813.34
2020-03-13,8640.48
2020-03-16,7507.82
2020-03-17,7809.59
2020-03-18,7118.93
2020-03-19,7272.02
2020-03-20,7019.5
2020-03-23,6624.99
2020-03-24,7479.72
2020-03-25,7723.99
2020-03-26,8165.95
2020-03-27,7853.73
2020-03-30,7967.13
2020-03-31,7806.14
2020-04-01,7295.21
2020-04-02,7331.17
2020-04-03,7247.17
2020-04-06,7849.32
2020-04-07,8022.86
2020-04-08,8437.8
2020-04-09,8773.84
2020-04-13,8528.15
2020-04-14,8626.44
2020-04-15,8212.13
2020-04-16,8051.02
2020-04-17,8499.24
2020-04-20,8300.72
2020-04-21,8054.95
2020-04-22,8150.11
2020-04-23,8243.42
2020-04-24,8362.74
2020-04-27,8660.4
2020-04-28,8880.59
2020-04-29,9283.15
2020-04-30,8945.42
2020-05-01,8550.93
2020-05-04,8563.36
2020-05-05,8507.46
2020-05-06,8289.41
2020-05-07,8480.83
2020-05-08,8835.05
2020-05-11,8641.39
2020-05-12,8407.23
2020-05-13,8063.19
2020-05-14,8211.23
2020-05-15,8224.47
2020-05-18,8800.2
2020-05-19,8617.95
2020-05-20,8807.87
2020-05-21,8810.45
2020-05-22,8778.97
2020-05-26,9202.71
2020-05-27,9558.77
2020-05-28,9331
2020-05-29,9215.31
2020-06-01,9365.52
2020-06-02,9538.13
2020-06-03,9895.47
2020-06-04,10119.39
2020-06-05,10574.05
2020-06-08,11003.68
2020-06-09,10622.9
2020-06-10,10137.78
2020-06-11,9266.21
2020-06-12,9577.59
2020-06-15,9664.83
2020-06-16,9894.37
2020-06-17,9695.73
2020-06-18,9704.98
2020-06-19,9593.54
2020-06-22,9563.83
2020-06-23,9588.74
2020-06-24,9177.21
2020-06-25,9316.03
2020-06-26,9042.75
2020-06-29,9268.06
2020-06-30,9410.17
2020-07-01,9256.51
2020-07-02,9314.55
2020-07-06,9463.52
2020-07-07,9215.15
2020-07-08,9235.44
2020-07-09,8899.66
2020-07-10,9208.25
2020-07-13,9220.4
2020-07-14,9379.14
2020-07-15,9670.94
2020-07-16,9691.03
2020-07-17,9628.37
2020-07-20,9476.94
2020-07-21,9705.73
2020-07-22,9741.48
2020-07-23,9808.27
2020-07-24,9738.12
2020-07-27,9721.18
2020-07-28,9649.46
2020-07-29,9880.42
2020-07-30,9667.77
2020-07-31,9629.21
2020-08-03,9680.04
2020-08-04,9728.9
2020-08-05,9901.79
2020-08-06,9806.67
2020-08-07,10011.58
2020-08-10,10250.24
2020-08-11,10280.95
2020-08-12,10283.95
2020-08-13,10179.51
2020-08-14,10279.82
2020-08-17,10214.4
2020-08-18,10111.01
2020-08-19,10081.27
2020-08-20,9945.23
2020-08-21,9870.05
2020-08-24,10165.67
2020-08-25,10160.4
2020-08-26,10082.18
2020-08-27,10182.02
2020-08-28,10267.11
2020-08-31,10101.68
2020-09-01,10127.2
2020-09-02,10292.72
2020-09-03,10145.16
2020-09-04,10218.94
2020-09-08,9968.67
2020-09-09,10022.35
2020-09-10,9836.63
2020-09-11,9904.36
2020-09-14,10085.86
2020-09-15,9985.48
2020-09-16,10144.34
2020-09-17,10151.54
2020-09-18,10073.23
2020-09-21,9705.92
2020-09-22,9672.44
2020-09-23,9433.89
2020-09-24,9438.63
2020-09-25,9527.44
2020-09-28,9757.14
2020-09-29,9612.92
2020-09-30,9725.07
2020-10-01,9704.7
2020-10-02,9832.86
2020-10-05,10072.28
2020-10-06,9934.1
2020-10-07,10166.92
2020-10-08,10365.95
2020-10-09,10307.72
2020-10-12,10388.74
2020-10-13,10229.31
2020-10-14,10224.2
2020-10-15,10337.63
2020-10-16,10305.89
2020-10-19,10179.5
2020-10-20,10277.9
2020-10-21,10235.12
2020-10-22,10465.63
2020-10-23,10532.5
2020-10-26,10237.26
2020-10-27,10015.82
2020-10-28,9702.51
2020-10-29,9851
2020-10-30,9891.26
2020-11-02,10218.49
2020-11-03,10401.8
2020-11-04,10229.62
2020-11-05,10515.41
2020-11-06,10396.78
2020-11-09,11151.71
2020-11-10,11373.53
2020-11-11,11260.32
2020-11-12,11001.99
2020-11-13,11335.58
2020-11-16,11709.55
2020-11-17,11703.92
2020-11-18,11588.27
2020-11-19,11645.04
2020-11-20,11561.84
2020-11-23,11908.32
2020-11-24,12346
2020-11-25,12128.75
2020-11-27,12073.47
2020-11-30,11760.58
2020-12-01,11907.28
2020-12-02,12014.9
2020-12-03,12136.31
2020-12-04,12402.53
2020-12-07,12299.39
2020-12-08,12348.07
2020-12-09,12357.11
2020-12-10,12343.83
2020-12-11,12187.4
2020-12-14,11969.57
2020-12-15,12174.92
2020-12-16,12106.71
2020-12-17,12158.39
2020-12-18,12035.5
2020-12-21,11968.18
2020-12-22,11848.39
2020-12-23,12076.59
2020-12-24,12064.03
2020-12-28,12104.12
2020-12-29,12031.99
2020-12-30,12133.58
2020-12-31,12242.14
2021-01-04,12077.93
2021-01-05,12209.22
2021-01-06,12752.12
2021-01-07,12891.52
2021-01-08,12824.12
2021-01-11,12908.42
2021-01-12,13125.41
2021-01-13,13068.36
2021-01-14,13276.43
2021-01-15,13094.7
2021-01-19,13164.12
2021-01-20,13181.33
2021-01-21,13064.95
2021-01-22,13018.59
2021-01-25,12990.85
2021-01-26,13020.7
2021-01-27,12836.41
2021-01-28,12830.28
2021-01-29,12543.56
2021-02-01,12637.1
2021-02-02,12757.72
2021-02-03,12951.01
2021-02-04,13146.76
2021-02-05,13187.29
2021-02-08,13408.83
2021-02-09,13445.6
2021-02-10,13505.09
2021-02-11,13422.84
2021-02-12,13517.51
2021-02-16,13639.81
2021-02-17,13689.56
2021-02-18,13555.05
2021-02-19,13767.39
2021-02-22,13994.38
2021-02-23,14081.3
2021-02-24,14388.38
2021-02-25,14034.02
2021-02-26,13873.99
2021-03-01,14235.02
