Date,Dow Jones U.S. Thematic Long Size Total Return Index
2020-07-17,1797.47
2020-07-20,1775.81
2020-07-21,1810.1
2020-07-22,1820.74
2020-07-23,1830.94
2020-07-24,1806.09
2020-07-27,1814.31
2020-07-28,1799.38
2020-07-29,1841.73
2020-07-30,1824.61
2020-07-31,1808.76
2020-08-03,1825.02
2020-08-04,1832.42
2020-08-05,1853.27
2020-08-06,1849.95
2020-08-07,1884.02
2020-08-10,1912.08
2020-08-11,1919.52
2020-08-12,1925.28
2020-08-13,1908.37
2020-08-14,1911.01
2020-08-17,1902.43
2020-08-18,1875.71
2020-08-19,1871.52
2020-08-20,1858.86
2020-08-21,1847.2
2020-08-24,1888.66
2020-08-25,1886.29
2020-08-26,1873.15
2020-08-27,1895.43
2020-08-28,1913.83
2020-08-31,1883.81
2020-09-01,1896.05
2020-09-02,1918.78
2020-09-03,1878.2
2020-09-04,1880.51
2020-09-08,1837.26
2020-09-09,1850.22
2020-09-10,1824.44
2020-09-11,1821.23
2020-09-14,1861.63
2020-09-15,1857.08
2020-09-16,1874.18
2020-09-17,1866.54
2020-09-18,1837.57
2020-09-21,1774.61
2020-09-22,1784.19
2020-09-23,1738.38
2020-09-24,1736.48
2020-09-25,1757.68
2020-09-28,1799.3
2020-09-29,1778.71
2020-09-30,1786.98
2020-10-01,1806.27
2020-10-02,1828.94
2020-10-05,1872.73
2020-10-06,1862.48
2020-10-07,1902.08
2020-10-08,1932.09
2020-10-09,1931.21
2020-10-12,1947.23
2020-10-13,1921.42
2020-10-14,1913.42
2020-10-15,1931.37
2020-10-16,1925.54
2020-10-19,1903.84
2020-10-20,1916.84
2020-10-21,1912.45
2020-10-22,1956.52
2020-10-23,1970.68
2020-10-26,1922.05
2020-10-27,1892.19
2020-10-28,1831.33
2020-10-29,1863.37
2020-10-30,1854.57
2020-11-02,1891.26
2020-11-03,1942.26
2020-11-04,1922.29
2020-11-05,1971.29
2020-11-06,1949.17
2020-11-09,2092.24
2020-11-10,2116.49
2020-11-11,2095.32
2020-11-12,2056.54
2020-11-13,2117.84
2020-11-16,2182.85
2020-11-17,2188.92
2020-11-18,2160.64
2020-11-19,2174.04
2020-11-20,2168.99
2020-11-23,2222.54
2020-11-24,2282.11
2020-11-25,2258.16
2020-11-27,2254.13
2020-11-30,2201.19
2020-12-01,2229.99
2020-12-02,2238.35
2020-12-03,2252.82
2020-12-04,2304.26
2020-12-07,2287.81
2020-12-08,2302.38
2020-12-09,2297.64
2020-12-10,2315
2020-12-11,2301.6
2020-12-14,2292.18
2020-12-15,2340.94
2020-12-16,2331.25
2020-12-17,2352.41
2020-12-18,2347.73
2020-12-21,2342.85
2020-12-22,2349.53
2020-12-23,2378.18
2020-12-24,2377.28
2020-12-28,2378.95
2020-12-29,2350.71
2020-12-30,2371.07
2020-12-31,2373.86
2021-01-04,2339.09
2021-01-05,2378.29
2021-01-06,2455.73
2021-01-07,2478.84
2021-01-08,2471.85
2021-01-11,2477.28
2021-01-12,2508.41
2021-01-13,2487.54
2021-01-14,2525.62
2021-01-15,2504.95
2021-01-19,2516.03
2021-01-20,2530.56
2021-01-21,2510.52
2021-01-22,2515.43
2021-01-25,2512.44
2021-01-26,2495.66
2021-01-27,2449.04
2021-01-28,2452.06
2021-01-29,2406.8
2021-02-01,2456.88
2021-02-02,2484.46
2021-02-03,2493.96
2021-02-04,2532.83
2021-02-05,2549.91
2021-02-08,2592.5
2021-02-09,2597.44
2021-02-10,2603.14
2021-02-11,2613.04
2021-02-12,2623.91
2021-02-16,2614.74
2021-02-17,2603.5
2021-02-18,2577.34
2021-02-19,2615.48
2021-02-22,2623.26
2021-02-23,2625.71
2021-02-24,2668.24
2021-02-25,2595.32
2021-02-26,2584.92
2021-03-01,2648.48
2021-03-02,2614.69
2021-03-03,2608.96
2021-03-04,2566.76
2021-03-05,2630.37
2021-03-08,2657.57
2021-03-09,2650.83
2021-03-10,2691.2
2021-03-11,2723.47
2021-03-12,2749.26
2021-03-15,2775.73
2021-03-16,2740.97
2021-03-17,2755.35
2021-03-18,2702.08
2021-03-19,2708.68
2021-03-22,2694.73
2021-03-23,2625.23
2021-03-24,2606.49
2021-03-25,2660.44
2021-03-26,2706.97
2021-03-29,2666.15
2021-03-30,2687.14
2021-03-31,2686.39
2021-04-01,2721.52
2021-04-05,2737.76
2021-04-06,2739.2
2021-04-07,2719.86
2021-04-08,2728.01
2021-04-09,2735.03
2021-04-12,2743.6
2021-04-13,2730.06
2021-04-14,2752.78
2021-04-15,2771.08
2021-04-16,2787.05
2021-04-19,2773.54
2021-04-20,2738.75
2021-04-21,2773.55
2021-04-22,2759.71
2021-04-23,2798.25
2021-04-26,2815.15
2021-04-27,2818.89
2021-04-28,2820.58
2021-04-29,2826.26
2021-04-30,2795.56
2021-05-03,2814.08
2021-05-04,2805.04
2021-05-05,2800.38
2021-05-06,2813.11
2021-05-07,2847.58
2021-05-10,2821.64
2021-05-11,2799.13
2021-05-12,2721.33
2021-05-13,2769.21
2021-05-14,2816.93
2021-05-17,2818.72
2021-05-18,2794.94
2021-05-19,2773.35
2021-05-20,2782.27
2021-05-21,2788.92
2021-05-24,2797.42
2021-05-25,2772.27
2021-05-26,2803.8
2021-05-27,2824
2021-05-28,2822.46
2021-06-01,2844.48
2021-06-02,2838.06
2021-06-03,2821.53
2021-06-04,2832.14
2021-06-07,2839.77
2021-06-08,2874.43
2021-06-09,2855.21
2021-06-10,2858.68
2021-06-11,2877.65
2021-06-14,2861.29
2021-06-15,2856.86
2021-06-16,2845.84
2021-06-17,2808.5
2021-06-18,2757.99
2021-06-21,2812.42
2021-06-22,2808.69
2021-06-23,2808.66
2021-06-24,2834.98
2021-06-25,2860.06
2021-06-28,2830.99
2021-06-29,2816.82
2021-06-30,2819.74
2021-07-01,2837.61
2021-07-02,2830.79
2021-07-06,2796.68
2021-07-07,2791.23
2021-07-08,2762.42
2021-07-09,2816.97
2021-07-12,2815.72
2021-07-13,2773.06
2021-07-14,2753.25
2021-07-15,2744.35
2021-07-16,2711.67
2021-07-19,2669.17
2021-07-20,2737.02
2021-07-21,2766.34
2021-07-22,2736.57
2021-07-23,2757.85
2021-07-26,2764.24
2021-07-27,2750.81
2021-07-28,2773.45
2021-07-29,2789.69
2021-07-30,2782.11
2021-08-02,2771.93
2021-08-03,2779.18
2021-08-04,2745.71
2021-08-05,2769.88
2021-08-06,2781.95
2021-08-09,2765.34
2021-08-10,2774.21
2021-08-11,2796
2021-08-12,2794.71
2021-08-13,2787.7
2021-08-16,2772.36
2021-08-17,2753.25
2021-08-18,2731.7
2021-08-19,2704.73
2021-08-20,2738.96
2021-08-23,2761.58
2021-08-24,2786.36
2021-08-25,2802.39
2021-08-26,2780.89
2021-08-27,2832.76
2021-08-30,2824.74
2021-08-31,2825.18
2021-09-01,2835.98
2021-09-02,2854.6
2021-09-03,2841.52
2021-09-07,2812.78
2021-09-08,2808.86
2021-09-09,2799.92
2021-09-10,2773.97
2021-09-13,2793.82
2021-09-14,2764.94
2021-09-15,2787.52
2021-09-16,2781.33
2021-09-17,2772.89
2021-09-20,2732.63
2021-09-21,2731.46
2021-09-22,2758.99
2021-09-23,2799.01
2021-09-24,2799.73
2021-09-27,2827.57
2021-09-28,2785.91
2021-09-29,2788.91
2021-09-30,2754.48
2021-10-01,2799.63
2021-10-04,2781.51
2021-10-05,2788.71
2021-10-06,2786.37
2021-10-07,2818.85
2021-10-08,2806.69
2021-10-11,2786.12
2021-10-12,2798.94
2021-10-13,2809.23
2021-10-14,2852.48
2021-10-15,2848.04
2021-10-18,2839.23
2021-10-19,2852.01
2021-10-20,2869.41
2021-10-21,2873.38
2021-10-22,2874.41
2021-10-25,2881.26
2021-10-26,2861.8
2021-10-27,2811.14
2021-10-28,2844.21
2021-10-29,2839.23
2021-11-01,2898.04
2021-11-02,2889.73
2021-11-03,2931.19
2021-11-04,2913.29
2021-11-05,2943.81
2021-11-08,2935.61
2021-11-09,2932.82
2021-11-10,2916.24
2021-11-11,2921.64
2021-11-12,2925.8
2021-11-15,2929.29
2021-11-16,2928.67
2021-11-17,2902.1
2021-11-18,2879.28
2021-11-19,2857.42
2021-11-22,2856.09
2021-11-23,2855.79
2021-11-24,2856.05
2021-11-26,2771.7
2021-11-29,2769.31
2021-11-30,2709.94
2021-12-01,2666.08
2021-12-02,2737.52
2021-12-03,2707.65
