Date,Dow Jones U.S. Thematic Long Size Total Return Index
2015-11-30,1654.55
2015-12-01,1664.64
2015-12-02,1641.32
2015-12-03,1612.22
2015-12-04,1624.25
2015-12-07,1597.37
2015-12-08,1586.44
2015-12-09,1574.11
2015-12-10,1577.26
2015-12-11,1544.16
2015-12-14,1530.27
2015-12-15,1549.89
2015-12-16,1568.51
2015-12-17,1544.1
2015-12-18,1524.91
2015-12-21,1536.97
2015-12-22,1553.44
2015-12-23,1580.8
2015-12-24,1580.1
2015-12-28,1572.15
2015-12-29,1588.44
2015-12-30,1572.73
2015-12-31,1560
2016-01-04,1541.01
2016-01-05,1541.21
2016-01-06,1510.62
2016-01-07,1472
2016-01-08,1448.9
2016-01-11,1439.2
2016-01-12,1444.57
2016-01-13,1399.08
2016-01-14,1415.03
2016-01-15,1389.57
2016-01-19,1370.72
2016-01-20,1366.97
2016-01-21,1372.15
2016-01-22,1405.6
2016-01-25,1369.72
2016-01-26,1405.9
2016-01-27,1390.29
2016-01-28,1385.54
2016-01-29,1432.32
2016-02-01,1431.26
2016-02-02,1395.59
2016-02-03,1412.42
2016-02-04,1430.75
2016-02-05,1394.32
2016-02-08,1356.62
2016-02-09,1347.43
2016-02-10,1347.33
2016-02-11,1328.98
2016-02-12,1356.23
2016-02-16,1392.73
2016-02-17,1425.86
2016-02-18,1422.33
2016-02-19,1418.63
2016-02-22,1443.83
2016-02-23,1432.13
2016-02-24,1445.25
2016-02-25,1455.36
2016-02-26,1472.05
2016-02-29,1466.11
2016-03-01,1499.39
2016-03-02,1521.85
2016-03-03,1548.37
2016-03-04,1562.09
2016-03-07,1577.87
2016-03-08,1534.23
2016-03-09,1537.56
2016-03-10,1530.88
2016-03-11,1569.8
2016-03-14,1561.96
2016-03-15,1539.05
2016-03-16,1558.82
2016-03-17,1580.89
2016-03-18,1592.07
2016-03-21,1591.47
2016-03-22,1589.08
2016-03-23,1555.43
2016-03-24,1557.09
2016-03-28,1559.81
2016-03-29,1594.07
2016-03-30,1594.53
2016-03-31,1601.68
2016-04-01,1603.12
2016-04-04,1589.9
2016-04-05,1570.84
2016-04-06,1589.06
2016-04-07,1566.32
2016-04-08,1576.59
2016-04-11,1570.81
2016-04-12,1588.16
2016-04-13,1621.72
2016-04-14,1617.42
2016-04-15,1620.58
2016-04-18,1629.31
2016-04-19,1634.57
2016-04-20,1637.54
2016-04-21,1629.26
2016-04-22,1647.06
2016-04-25,1634.17
2016-04-26,1651.54
2016-04-27,1662.1
2016-04-28,1638.89
2016-04-29,1624.25
2016-05-02,1636.32
2016-05-03,1611.15
2016-05-04,1596.97
2016-05-05,1589.71
2016-05-06,1593.01
2016-05-09,1593.61
2016-05-10,1613.55
2016-05-11,1596.24
2016-05-12,1585.68
2016-05-13,1572.27
2016-05-16,1593.68
2016-05-17,1576.92
2016-05-18,1574.27
2016-05-19,1566.52
2016-05-20,1590.49
2016-05-23,1587.71
2016-05-24,1614.47
2016-05-25,1625.78
2016-05-26,1626.83
2016-05-27,1642.42
2016-05-31,1645.84
2016-06-01,1655.4
2016-06-02,1669.64
2016-06-03,1659.98
2016-06-06,1679.36
2016-06-07,1686.01
2016-06-08,1689.12
2016-06-09,1678.25
2016-06-10,1646.76
2016-06-13,1625.27
2016-06-14,1617.92
2016-06-15,1621.96
2016-06-16,1615.58
2016-06-17,1618.19
2016-06-20,1634.54
2016-06-21,1631.35
2016-06-22,1627.89
2016-06-23,1659.58
2016-06-24,1591.61
2016-06-27,1538.56
2016-06-28,1569.24
2016-06-29,1603.86
2016-06-30,1629.29
2016-07-01,1638.99
2016-07-05,1608.01
2016-07-06,1616.57
2016-07-07,1619.06
2016-07-08,1651.82
2016-07-11,1665.28
2016-07-12,1688.98
2016-07-13,1679.92
2016-07-14,1685.88
2016-07-15,1687.21
2016-07-18,1694.03
2016-07-19,1687.74
2016-07-20,1704.03
2016-07-21,1694.98
2016-07-22,1708.21
2016-07-25,1706.46
2016-07-26,1714.84
2016-07-27,1710.73
2016-07-28,1718.95
2016-07-29,1728.19
2016-08-01,1720.59
2016-08-02,1693.91
2016-08-03,1707.04
2016-08-04,1709.55
2016-08-05,1731.5
2016-08-08,1731.72
2016-08-09,1729.53
2016-08-10,1716.87
2016-08-11,1726.33
2016-08-12,1722.64
2016-08-15,1740.05
2016-08-16,1726.34
2016-08-17,1721.04
2016-08-18,1731.08
2016-08-19,1732.18
2016-08-22,1728.79
2016-08-23,1740.01
2016-08-24,1723.74
2016-08-25,1724.69
2016-08-26,1720.15
2016-08-29,1730.69
2016-08-30,1732.54
2016-08-31,1725.21
2016-09-01,1720.5
2016-09-02,1735.28
2016-09-06,1738.15
2016-09-07,1747.67
2016-09-08,1742.78
2016-09-09,1688.81
2016-09-12,1710.64
2016-09-13,1680.46
2016-09-14,1674.28
2016-09-15,1693.62
2016-09-16,1688.04
2016-09-19,1698.09
2016-09-20,1688
2016-09-21,1709
2016-09-22,1732.26
2016-09-23,1719.85
2016-09-26,1704.89
2016-09-27,1709.94
2016-09-28,1726.12
2016-09-29,1708.06
2016-09-30,1725.12
2016-10-03,1715.56
2016-10-04,1706.87
2016-10-05,1718.9
2016-10-06,1718.08
2016-10-07,1706.17
2016-10-10,1722.45
2016-10-11,1692.33
2016-10-12,1690.37
2016-10-13,1680.44
2016-10-14,1677.92
2016-10-17,1675.27
2016-10-18,1688.42
2016-10-19,1697.32
2016-10-20,1692.22
2016-10-21,1691.85
2016-10-24,1699.11
2016-10-25,1684.34
2016-10-26,1677.09
2016-10-27,1660.78
2016-10-28,1656.93
2016-10-31,1661.66
2016-11-01,1643.05
2016-11-02,1620.99
2016-11-03,1613.83
2016-11-04,1615.64
2016-11-07,1654.34
2016-11-08,1657.98
2016-11-09,1694.18
2016-11-10,1713.31
2016-11-11,1737.08
2016-11-14,1768.91
2016-11-15,1779.8
2016-11-16,1774.95
2016-11-17,1785.83
2016-11-18,1786.58
2016-11-21,1799.02
2016-11-22,1814.68
2016-11-23,1822.85
2016-11-25,1826.98
2016-11-28,1808.25
2016-11-29,1809.07
2016-11-30,1812.68
2016-12-01,1808.17
2016-12-02,1807.24
2016-12-05,1834.36
2016-12-06,1851.2
2016-12-07,1871.72
2016-12-08,1896.24
2016-12-09,1897.58
2016-12-12,1878.82
2016-12-13,1881.92
2016-12-14,1853.09
2016-12-15,1859.6
2016-12-16,1858.41
2016-12-19,1871.36
2016-12-20,1881.92
2016-12-21,1870.45
2016-12-22,1853.96
2016-12-23,1862.07
2016-12-27,1868.7
2016-12-28,1848.57
2016-12-29,1852.77
2016-12-30,1845.45
2017-01-03,1863.78
2017-01-04,1898.17
2017-01-05,1884.91
2017-01-06,1879.53
2017-01-09,1864.28
2017-01-10,1876.33
2017-01-11,1882.97
2017-01-12,1874.91
2017-01-13,1882.57
2017-01-17,1867.81
2017-01-18,1874.95
2017-01-19,1861.16
2017-01-20,1870.15
2017-01-23,1863.15
2017-01-24,1889.66
2017-01-25,1905.25
2017-01-26,1898.85
2017-01-27,1887.61
2017-01-30,1867.62
2017-01-31,1878.77
2017-02-01,1874.51
2017-02-02,1871.84
2017-02-03,1897.53
2017-02-06,1884.39
2017-02-07,1878.05
2017-02-08,1880.01
2017-02-09,1903.33
2017-02-10,1920.98
2017-02-13,1925.17
2017-02-14,1933.13
2017-02-15,1940.32
2017-02-16,1932.72
2017-02-17,1931.73
2017-02-21,1948.17
2017-02-22,1934.85
2017-02-23,1927
2017-02-24,1926.33
2017-02-27,1942.43
2017-02-28,1920.41
2017-03-01,1949.42
2017-03-02,1930.99
2017-03-03,1930.4
2017-03-06,1917.93
2017-03-07,1903.84
2017-03-08,1891.93
2017-03-09,1885.87
2017-03-10,1892.58
2017-03-13,1895.8
2017-03-14,1884.87
2017-03-15,1914.45
2017-03-16,1912.47
2017-03-17,1911.64
2017-03-20,1900.9
2017-03-21,1861.55
2017-03-22,1861.5
2017-03-23,1864.03
2017-03-24,1865.63
2017-03-27,1867.83
2017-03-28,1885.37
2017-03-29,1896.47
2017-03-30,1906.14
2017-03-31,1909.09
2017-04-03,1893.54
2017-04-04,1893.58
2017-04-05,1877.45
2017-04-06,1895.47
2017-04-07,1893.08
2017-04-10,1904.11
2017-04-11,1911.25
2017-04-12,1890.52
2017-04-13,1870.61
2017-04-17,1891.15
2017-04-18,1889.47
2017-04-19,1893.53
2017-04-20,1908.36
2017-04-21,1904.32
2017-04-24,1924.2
2017-04-25,1940.23
2017-04-26,1944.08
2017-04-27,1939.87
2017-04-28,1919.89
2017-05-01,1924.12
2017-05-02,1922.34
2017-05-03,1911.59
2017-05-04,1905.13
2017-05-05,1925.79
2017-05-08,1916.96
2017-05-09,1910.53
2017-05-10,1921.42
2017-05-11,1910.34
2017-05-12,1900.67
2017-05-15,1915.42
2017-05-16,1909.75
2017-05-17,1866.51
2017-05-18,1865.75
2017-05-19,1882.33
2017-05-22,1893.2
2017-05-23,1893.08
2017-05-24,1899.96
2017-05-25,1895.77
2017-05-26,1891.65
2017-05-30,1876.99
2017-05-31,1875.91
2017-06-01,1911.7
2017-06-02,1915.74
2017-06-05,1904.73
2017-06-06,1900.81
2017-06-07,1895.93
2017-06-08,1905.49
2017-06-09,1920.75
2017-06-12,1923.33
2017-06-13,1935.09
2017-06-14,1926.41
2017-06-15,1912.76
2017-06-16,1908.79
2017-06-19,1922.87
2017-06-20,1899.98
2017-06-21,1889.45
2017-06-22,1897.47
2017-06-23,1910.78
2017-06-26,1920.94
2017-06-27,1908.12
2017-06-28,1931.44
2017-06-29,1922.23
2017-06-30,1922.55
2017-07-03,1938.46
2017-07-05,1927.83
2017-07-06,1900.49
2017-07-07,1914.79
2017-07-10,1907.52
2017-07-11,1913.65
2017-07-12,1925.43
2017-07-13,1928.85
2017-07-14,1935.78
2017-07-17,1940.33
2017-07-18,1933.57
2017-07-19,1955.54
2017-07-20,1955.74
2017-07-21,1950.07
2017-07-24,1950.8
2017-07-25,1969.24
2017-07-26,1954.03
2017-07-27,1949.68
2017-07-28,1938.6
2017-07-31,1933.69
2017-08-01,1931.01
2017-08-02,1912.71
2017-08-03,1906.56
2017-08-04,1914.9
2017-08-07,1915.28
2017-08-08,1908.11
2017-08-09,1898.54
2017-08-10,1867.81
2017-08-11,1874.46
2017-08-14,1892.1
2017-08-15,1879.85
2017-08-16,1882.99
2017-08-17,1849.56
2017-08-18,1846.86
2017-08-21,1843.9
2017-08-22,1862.46
2017-08-23,1859.06
2017-08-24,1859.64
2017-08-25,1866.57
2017-08-28,1866.21
2017-08-29,1869.46
2017-08-30,1880.31
2017-08-31,1898.82
2017-09-01,1910.71
2017-09-05,1891.13
2017-09-06,1895.17
2017-09-07,1884.93
2017-09-08,1885.87
2017-09-11,1904.59
2017-09-12,1919.11
2017-09-13,1922.48
2017-09-14,1920.09
2017-09-15,1928.84
2017-09-18,1935.2
2017-09-19,1930.47
2017-09-20,1942.29
2017-09-21,1933.01
2017-09-22,1941.29
2017-09-25,1951.43
2017-09-26,1956.28
2017-09-27,1974.88
2017-09-28,1979.53
2017-09-29,1979.85
2017-10-02,1995.27
2017-10-03,1998.44
2017-10-04,1996.38
2017-10-05,2001.82
2017-10-06,1998.15
2017-10-09,1991.27
2017-10-10,1996.29
2017-10-11,1996.04
2017-10-12,1998.42
2017-10-13,1998.08
2017-10-16,1994.87
2017-10-17,1990.11
2017-10-18,1993.45
2017-10-19,1994.59
2017-10-20,2006.72
2017-10-23,1994.02
2017-10-24,1997.01
2017-10-25,1981.94
2017-10-26,1987.22
2017-10-27,1997.61
2017-10-30,1985.16
2017-10-31,1996.05
2017-11-01,1991.42
2017-11-02,1984.79
2017-11-03,1985.59
2017-11-06,1990.7
2017-11-07,1975.47
2017-11-08,1979.13
2017-11-09,1970.77
2017-11-10,1972.71
2017-11-13,1974.76
2017-11-14,1969.18
2017-11-15,1960.52
2017-11-16,1985.5
2017-11-17,1991.11
2017-11-20,1996.29
2017-11-21,2009.14
2017-11-22,2009.75
2017-11-24,2012.1
2017-11-27,2007.85
2017-11-28,2031.71
2017-11-29,2045.54
2017-11-30,2054.26
2017-12-01,2051.1
2017-12-04,2053.14
2017-12-05,2034.46
2017-12-06,2024.21
2017-12-07,2034.59
2017-12-08,2043.33
2017-12-11,2043.22
2017-12-12,2041.47
2017-12-13,2049.46
2017-12-14,2033.94
2017-12-15,2057.84
2017-12-18,2081.42
2017-12-19,2070.62
2017-12-20,2070.68
2017-12-21,2079.02
2017-12-22,2078.27
2017-12-26,2081.52
2017-12-27,2081.75
2017-12-28,2088.87
2017-12-29,2078.01
2018-01-02,2093.89
2018-01-03,2094.61
2018-01-04,2097.42
2018-01-05,2104.72
2018-01-08,2111.78
2018-01-09,2103.42
2018-01-10,2093.55
2018-01-11,2121.74
2018-01-12,2128.52
2018-01-16,2106.65
2018-01-17,2122.08
2018-01-18,2107.75
2018-01-19,2128.7
2018-01-22,2141.89
2018-01-23,2149.44
2018-01-24,2146.82
2018-01-25,2146.63
2018-01-26,2154.16
2018-01-29,2137.48
2018-01-30,2117.6
2018-01-31,2113.43
2018-02-01,2110.33
2018-02-02,2064.28
2018-02-05,1990.38
2018-02-06,2010.1
2018-02-07,2001.13
2018-02-08,1945.44
2018-02-09,1964.76
2018-02-12,1978.96
2018-02-13,1981.7
2018-02-14,2011.68
2018-02-15,2029.47
2018-02-16,2035.03
2018-02-20,2018.94
2018-02-21,2013.1
2018-02-22,2013.47
2018-02-23,2040.29
2018-02-26,2050.08
2018-02-27,2018.78
2018-02-28,1993.42
2018-03-01,1986.83
2018-03-02,2011.98
2018-03-05,2034.27
2018-03-06,2056.76
2018-03-07,2062.95
2018-03-08,2059.7
2018-03-09,2089.88
2018-03-12,2091.78
2018-03-13,2080.45
2018-03-14,2067.5
2018-03-15,2053.75
2018-03-16,2066.76
2018-03-19,2046.36
2018-03-20,2043.42
2018-03-21,2050.97
2018-03-22,2005.96
2018-03-23,1967.07
2018-03-26,2005.98
2018-03-27,1981.4
2018-03-28,1991.9
2018-03-29,2015.19
2018-04-02,1968.84
2018-04-03,1996.39
2018-04-04,2016.17
2018-04-05,2033.78
2018-04-06,1999.62
2018-04-09,1993.84
2018-04-10,2020.88
2018-04-11,2022.27
2018-04-12,2026.7
2018-04-13,2020.38
2018-04-16,2039.82
2018-04-17,2053.1
2018-04-18,2057.82
2018-04-19,2041.98
2018-04-20,2023.2
2018-04-23,2023.69
2018-04-24,2015.02
2018-04-25,2019.1
2018-04-26,2027.21
2018-04-27,2027.99
2018-04-30,2007.05
2018-05-01,2014.54
2018-05-02,2015.39
2018-05-03,2009.55
2018-05-04,2037.54
2018-05-07,2052.02
2018-05-08,2058.88
2018-05-09,2070.19
2018-05-10,2081.43
2018-05-11,2080.16
2018-05-14,2075.9
2018-05-15,2071.81
2018-05-16,2089.1
2018-05-17,2094.2
2018-05-18,2089.78
2018-05-21,2110.78
2018-05-22,2096.38
2018-05-23,2098.24
2018-05-24,2095.39
2018-05-25,2093.64
2018-05-29,2087.57
2018-05-30,2115.02
2018-05-31,2091.26
2018-06-01,2101.53
2018-06-04,2111.62
2018-06-05,2121.47
2018-06-06,2134.2
2018-06-07,2137.69
2018-06-08,2144.55
2018-06-11,2149.58
2018-06-12,2157.86
2018-06-13,2140.72
2018-06-14,2150.34
2018-06-15,2148.2
2018-06-18,2154.33
2018-06-19,2154.18
2018-06-20,2168.21
2018-06-21,2152.97
2018-06-22,2157.58
2018-06-25,2129.7
2018-06-26,2133.8
2018-06-27,2108.69
2018-06-28,2116.9
2018-06-29,2116.09
2018-07-02,2116.89
2018-07-03,2125.36
2018-07-05,2148.46
2018-07-06,2167.92
2018-07-09,2184.61
2018-07-10,2180.27
2018-07-11,2162.76
2018-07-12,2168.03
2018-07-13,2168.43
2018-07-16,2154.28
2018-07-17,2164.23
2018-07-18,2165.73
2018-07-19,2180.32
2018-07-20,2164.65
2018-07-23,2160.59
2018-07-24,2145.2
2018-07-25,2148.04
2018-07-26,2159.87
2018-07-27,2135.83
2018-07-30,2127.04
2018-07-31,2149.5
2018-08-01,2141.87
2018-08-02,2155.01
2018-08-03,2165.42
2018-08-06,2178.47
2018-08-07,2184.01
2018-08-08,2177.86
2018-08-09,2180.26
2018-08-10,2165.97
2018-08-13,2153.3
2018-08-14,2176.07
2018-08-15,2156.61
2018-08-16,2174.27
2018-08-17,2188.45
2018-08-20,2195.52
2018-08-21,2213.96
2018-08-22,2211.67
2018-08-23,2203.76
2018-08-24,2211.71
2018-08-27,2220.4
2018-08-28,2223.32
2018-08-29,2229.16
2018-08-30,2219.31
2018-08-31,2222.83
2018-09-04,2209.64
2018-09-05,2210.86
2018-09-06,2199.06
2018-09-07,2191.33
2018-09-10,2195.72
2018-09-11,2195.86
2018-09-12,2199.72
2018-09-13,2202.03
2018-09-14,2209.5
2018-09-17,2195.48
2018-09-18,2203.02
2018-09-19,2198.33
2018-09-20,2220.75
2018-09-21,2213.79
2018-09-24,2200.63
2018-09-25,2195.95
2018-09-26,2175.47
2018-09-27,2175.41
2018-09-28,2185.52
2018-10-01,2167.69
2018-10-02,2157.1
2018-10-03,2167.93
2018-10-04,2141.75
2018-10-05,2127.5
2018-10-08,2137.26
2018-10-09,2123.11
2018-10-10,2067.31
2018-10-11,2024.41
2018-10-12,2023.3
2018-10-15,2037.89
2018-10-16,2086.54
2018-10-17,2079.22
2018-10-18,2046.65
2018-10-19,2035.73
2018-10-22,2026.08
2018-10-23,2008.35
2018-10-24,1946.85
2018-10-25,1977.59
2018-10-26,1954.65
2018-10-29,1948.25
2018-10-30,1987.41
2018-10-31,1985.85
2018-11-01,2027.67
2018-11-02,2026.04
2018-11-05,2037.6
2018-11-06,2049.81
2018-11-07,2079.56
2018-11-08,2074.57
2018-11-09,2050.71
2018-11-12,2015.91
2018-11-13,2012.68
2018-11-14,1999.98
2018-11-15,2019.61
2018-11-16,2022.72
2018-11-19,1993.33
2018-11-20,1961.79
2018-11-21,1980.98
2018-11-23,1978.86
2018-11-26,2003.01
2018-11-27,1987.62
2018-11-28,2023.41
2018-11-29,2019.99
2018-11-30,2030.15
2018-12-03,2051.06
2018-12-04,1970.86
2018-12-06,1966.51
2018-12-07,1928.77
2018-12-10,1914.99
2018-12-11,1911.43
2018-12-12,1926.87
2018-12-13,1903.46
2018-12-14,1873.83
2018-12-17,1827.88
2018-12-18,1829.35
2018-12-19,1794
2018-12-20,1766.12
2018-12-21,1723.64
2018-12-24,1681.51
2018-12-26,1766.45
2018-12-27,1771.02
2018-12-28,1770.96
2018-12-31,1786.78
2019-01-02,1786.55
2019-01-03,1758.57
2019-01-04,1820.58
2019-01-07,1851.13
2019-01-08,1881.72
2019-01-09,1899.96
2019-01-10,1913.57
2019-01-11,1918.47
2019-01-14,1908.48
2019-01-15,1923.04
2019-01-16,1935.13
2019-01-17,1949.94
2019-01-18,1976.28
2019-01-22,1944.75
2019-01-23,1939.08
2019-01-24,1953.79
2019-01-25,1977.46
2019-01-28,1975.18
2019-01-29,1972.85
2019-01-30,1987
2019-01-31,1997.33
2019-02-01,2003.41
2019-02-04,2019.53
2019-02-05,2025.86
2019-02-06,2024.52
2019-02-07,2010.09
2019-02-08,2009.58
2019-02-11,2027.66
2019-02-12,2053.46
2019-02-13,2062.74
2019-02-14,2065.51
2019-02-15,2094.12
2019-02-19,2095.18
2019-02-20,2103.13
2019-02-21,2093.93
2019-02-22,2112.15
2019-02-25,2110.58
2019-02-26,2089.21
2019-02-27,2092.31
2019-02-28,2089.29
2019-03-01,2109.33
2019-03-04,2094.7
2019-03-05,2083.65
2019-03-06,2048.36
2019-03-07,2029.75
2019-03-08,2024.53
2019-03-11,2052.93
2019-03-12,2055.8
2019-03-13,2064.59
2019-03-14,2061.2
2019-03-15,2065.18
2019-03-18,2078.5
2019-03-19,2066.84
2019-03-20,2051.3
2019-03-21,2078.27
2019-03-22,2015.15
2019-03-25,2018.57
2019-03-26,2039.88
2019-03-27,2034.68
2019-03-28,2052.77
2019-03-29,2061.62
2019-04-01,2088.24
2019-04-02,2083.16
2019-04-03,2091.13
2019-04-04,2105.58
2019-04-05,2127.81
2019-04-08,2124.12
2019-04-09,2099.98
2019-04-10,2124.01
2019-04-11,2125.54
2019-04-12,2138.51
2019-04-15,2134.04
2019-04-16,2132.98
2019-04-17,2114.7
2019-04-18,2113.47
2019-04-22,2107.67
2019-04-23,2134.09
2019-04-24,2141.2
2019-04-25,2115.29
2019-04-26,2134.66
2019-04-29,2140.09
2019-04-30,2133.21
2019-05-01,2117.01
2019-05-02,2116.14
2019-05-03,2150.13
2019-05-06,2148.37
2019-05-07,2108.89
2019-05-08,2098.75
2019-05-09,2084.48
2019-05-10,2087.57
2019-05-13,2024.92
2019-05-14,2047.43
2019-05-15,2052.14
2019-05-16,2063.06
2019-05-17,2036.73
2019-05-20,2019.59
2019-05-21,2045.94
2019-05-22,2028.89
2019-05-23,1988.38
2019-05-24,1999.77
2019-05-28,1980.1
2019-05-29,1966.58
2019-05-30,1961.93
2019-05-31,1937.41
2019-06-03,1950.84
2019-06-04,2006.81
2019-06-05,2006.04
2019-06-06,2010.29
2019-06-07,2019.69
2019-06-10,2029.57
2019-06-11,2032.92
2019-06-12,2028.98
2019-06-13,2046.04
2019-06-14,2027.7
2019-06-17,2030.6
2019-06-18,2054.48
2019-06-19,2057.64
2019-06-20,2071.64
2019-06-21,2057.55
2019-06-24,2035.48
2019-06-25,2023.78
2019-06-26,2022.8
2019-06-27,2049.48
2019-06-28,2074.26
2019-07-01,2077.75
2019-07-02,2066.99
2019-07-03,2083.49
2019-07-05,2088.23
2019-07-08,2066.79
2019-07-09,2064.92
2019-07-10,2070.66
2019-07-11,2066.83
2019-07-12,2085
2019-07-15,2073.73
2019-07-16,2074.07
2019-07-17,2057.14
2019-07-18,2065.3
2019-07-19,2060.35
2019-07-22,2055.79
2019-07-23,2076.85
2019-07-24,2109.45
2019-07-25,2084.19
2019-07-26,2101.96
2019-07-29,2093.78
2019-07-30,2112.05
2019-07-31,2084.94
2019-08-01,2038.57
2019-08-02,2014.74
2019-08-05,1957.59
2019-08-06,1976.04
2019-08-07,1972.89
2019-08-08,2010.89
2019-08-09,1984.85
2019-08-12,1954.09
2019-08-13,1972.87
2019-08-14,1914.06
2019-08-15,1910.54
2019-08-16,1950.48
2019-08-19,1973.8
2019-08-20,1958.66
2019-08-21,1969.16
2019-08-22,1970.74
2019-08-23,1912.77
2019-08-26,1930.57
2019-08-27,1905.7
2019-08-28,1928.7
2019-08-29,1962.14
2019-08-30,1967.42
2019-09-03,1936.2
2019-09-04,1957.18
2019-09-05,1996.86
2019-09-06,1993.81
2019-09-09,2031.8
2019-09-10,2061.5
2019-09-11,2099.13
2019-09-12,2090.59
2019-09-13,2094.36
2019-09-16,2108.59
2019-09-17,2086.8
2019-09-18,2077.1
2019-09-19,2072.22
2019-09-20,2064.3
2019-09-23,2067.51
2019-09-24,2034.63
2019-09-25,2062.14
2019-09-26,2047.52
2019-09-27,2031.66
2019-09-30,2041.55
2019-10-01,1997.14
2019-10-02,1968.62
2019-10-03,1979.5
2019-10-04,1996.1
2019-10-07,1987.74
2019-10-08,1946.75
2019-10-09,1959.66
2019-10-10,1969.04
2019-10-11,2013.36
2019-10-14,2003.69
2019-10-15,2021.57
2019-10-16,2023.1
2019-10-17,2039.98
2019-10-18,2036.51
2019-10-21,2057.39
2019-10-22,2060.8
2019-10-23,2066.64
2019-10-24,2060.64
2019-10-25,2073.57
2019-10-28,2085.23
2019-10-29,2091.45
2019-10-30,2085.07
2019-10-31,2079.78
2019-11-01,2119.16
2019-11-04,2141.95
2019-11-05,2146.21
2019-11-06,2131.01
2019-11-07,2139.97
2019-11-08,2145.68
2019-11-11,2139.36
2019-11-12,2134.27
2019-11-13,2126.14
2019-11-14,2129.09
2019-11-15,2143.42
2019-11-18,2134.2
2019-11-19,2135.11
2019-11-20,2123
2019-11-21,2115.02
2019-11-22,2124.39
2019-11-25,2154.49
2019-11-26,2156.19
2019-11-27,2169.33
2019-11-29,2151.34
2019-12-02,2130.85
2019-12-03,2117.14
2019-12-04,2133.58
2019-12-05,2136.1
2019-12-06,2159.61
2019-12-09,2150.61
2019-12-10,2146.91
2019-12-11,2149.54
2019-12-12,2175.79
2019-12-13,2165.06
2019-12-16,2182.09
2019-12-17,2190.75
2019-12-18,2198.54
2019-12-19,2210.92
2019-12-20,2221.23
2019-12-23,2222.11
2019-12-24,2223.17
2019-12-26,2226.41
2019-12-27,2218.58
2019-12-30,2212.47
2019-12-31,2217.27
2020-01-02,2217.74
2020-01-03,2207.11
2020-01-06,2207.51
2020-01-07,2198.53
2020-01-08,2199.99
2020-01-09,2199.46
2020-01-10,2198.77
2020-01-13,2218.56
2020-01-14,2227.55
2020-01-15,2230.16
2020-01-16,2254.62
2020-01-17,2245.76
2020-01-21,2227.01
2020-01-22,2227.75
2020-01-23,2221.17
2020-01-24,2193.42
2020-01-27,2163.35
2020-01-28,2181.15
2020-01-29,2169.23
2020-01-30,2167.34
2020-01-31,2119.08
2020-02-03,2143.98
2020-02-04,2175.89
2020-02-05,2208.29
2020-02-06,2197.74
2020-02-07,2172.5
2020-02-10,2186.85
2020-02-11,2202.44
2020-02-12,2219.96
2020-02-13,2220.48
2020-02-14,2217.97
2020-02-18,2212.29
2020-02-19,2221.03
2020-02-20,2224.4
2020-02-21,2202.5
2020-02-24,2135.12
2020-02-25,2060.33
2020-02-26,2025.55
2020-02-27,1946.61
2020-02-28,1920.87
2020-03-02,1974.28
2020-03-03,1919.16
2020-03-04,1974.13
2020-03-05,1898.65
2020-03-06,1865.11
2020-03-09,1674.43
2020-03-10,1737.99
2020-03-11,1614.06
2020-03-12,1433.31
2020-03-13,1552.06
2020-03-16,1336.12
2020-03-17,1386.22
2020-03-18,1234.34
2020-03-19,1319.22
2020-03-20,1267.44
2020-03-23,1227.89
2020-03-24,1354.49
2020-03-25,1400.39
2020-03-26,1479.59
2020-03-27,1423.24
2020-03-30,1444.9
2020-03-31,1435.9
2020-04-01,1344.2
2020-04-02,1360.44
2020-04-03,1320.05
2020-04-06,1429.85
2020-04-07,1444.99
2020-04-08,1520.02
2020-04-09,1578.34
2020-04-13,1529.7
2020-04-14,1561.22
2020-04-15,1492.09
2020-04-16,1481.97
2020-04-17,1554.73
2020-04-20,1521.36
2020-04-21,1483.45
2020-04-22,1499.25
2020-04-23,1517.53
2020-04-24,1541.76
2020-04-27,1609.22
2020-04-28,1635.39
2020-04-29,1712.1
2020-04-30,1663.29
2020-05-01,1596.51
2020-05-04,1596.47
2020-05-05,1601.68
2020-05-06,1576.24
2020-05-07,1614.02
2020-05-08,1677.72
2020-05-11,1654.72
2020-05-12,1588.98
2020-05-13,1524.34
2020-05-14,1542.26
2020-05-15,1555.26
2020-05-18,1665.09
2020-05-19,1632.72
2020-05-20,1677.26
2020-05-21,1676.78
2020-05-22,1680.18
2020-05-26,1740.96
2020-05-27,1796.34
2020-05-28,1757.73
2020-05-29,1746.58
2020-06-01,1778.31
2020-06-02,1797.55
2020-06-03,1864.03
2020-06-04,1882.43
2020-06-05,1957.79
2020-06-08,2016.67
2020-06-09,1958.08
2020-06-10,1880.09
2020-06-11,1726.71
2020-06-12,1776.74
2020-06-15,1803.14
2020-06-16,1847.1
2020-06-17,1807.38
2020-06-18,1803.24
2020-06-19,1785.6
2020-06-22,1790.25
2020-06-23,1797.29
2020-06-24,1722.21
2020-06-25,1744.88
2020-06-26,1698.77
2020-06-29,1751.88
2020-06-30,1768.93
2020-07-01,1753.12
2020-07-02,1763.47
2020-07-06,1782.53
2020-07-07,1737.76
2020-07-08,1745.11
2020-07-09,1701.28
2020-07-10,1738.25
2020-07-13,1726.4
2020-07-14,1745.47
2020-07-15,1810.38
2020-07-16,1799.82
