Date,Dow Jones U.S. High Momentum Total Return Index
2021-02-04,3564.26
2021-02-05,3606.61
2021-02-08,3650.99
2021-02-09,3662.34
2021-02-10,3648.78
2021-02-11,3668.26
2021-02-12,3690.15
2021-02-16,3663.77
2021-02-17,3649.36
2021-02-18,3612.11
2021-02-19,3649.44
2021-02-22,3546.76
2021-02-23,3527.81
2021-02-24,3552.31
2021-02-25,3447.04
2021-02-26,3469.85
2021-03-01,3571.82
2021-03-02,3505.78
2021-03-03,3410.09
2021-03-04,3318.67
2021-03-05,3371.12
2021-03-08,3326.28
2021-03-09,3412.1
2021-03-10,3436.59
2021-03-11,3527.78
2021-03-12,3534.29
2021-03-15,3575.06
2021-03-16,3533.03
2021-03-17,3544.87
2021-03-18,3460.85
2021-03-19,3491.41
2021-03-22,3506.9
2021-03-23,3443
2021-03-24,3380.81
2021-03-25,3412.53
2021-03-26,3481.63
2021-03-29,3429.66
2021-03-30,3455.31
2021-03-31,3489.74
2021-04-01,3544.63
2021-04-05,3560.91
2021-04-06,3582.64
2021-04-07,3556.09
2021-04-08,3592.72
2021-04-09,3605.81
2021-04-12,3618.36
2021-04-13,3648.17
2021-04-14,3641.51
2021-04-15,3685.8
2021-04-16,3693.76
2021-04-19,3654.89
2021-04-20,3607.25
2021-04-21,3651.51
2021-04-22,3638.8
2021-04-23,3702.14
2021-04-26,3736.77
2021-04-27,3741.29
2021-04-28,3729.03
2021-04-29,3720.38
2021-04-30,3682.07
2021-05-03,3675.51
2021-05-04,3636.07
2021-05-05,3632.29
2021-05-06,3610.31
2021-05-07,3664.69
2021-05-10,3608.65
2021-05-11,3593.71
2021-05-12,3477.87
2021-05-13,3503.86
2021-05-14,3583.66
2021-05-17,3569.03
2021-05-18,3548.48
2021-05-19,3522.41
2021-05-20,3563.44
2021-05-21,3570.73
2021-05-24,3599.67
2021-05-25,3589.69
2021-05-26,3627.76
2021-05-27,3648.98
2021-05-28,3661.33
2021-06-01,3691.68
2021-06-02,3677.06
2021-06-03,3645.24
2021-06-04,3661.13
2021-06-07,3674.46
2021-06-08,3695.52
2021-06-09,3667.68
2021-06-10,3665.09
2021-06-11,3693.05
2021-06-14,3660.8
2021-06-15,3650.22
2021-06-16,3638.21
2021-06-17,3584.21
2021-06-18,3525.43
2021-06-21,3603.5
2021-06-22,3618.9
2021-06-23,3638.3
2021-06-24,3673.64
2021-06-25,3698.13
2021-06-28,3683.26
2021-06-29,3683.89
2021-06-30,3690.93
2021-07-01,3708.23
2021-07-02,3705.36
2021-07-06,3664.26
2021-07-07,3655.05
2021-07-08,3613.87
2021-07-09,3699.15
2021-07-12,3716.93
2021-07-13,3658.82
2021-07-14,3626.95
2021-07-15,3607.47
2021-07-16,3556.49
2021-07-19,3500.4
2021-07-20,3607.43
2021-07-21,3669.74
2021-07-22,3649.89
2021-07-23,3684.08
2021-07-26,3696.53
2021-07-27,3664.59
2021-07-28,3692.96
2021-07-29,3721.94
2021-07-30,3701.78
2021-08-02,3691.03
2021-08-03,3734.86
2021-08-04,3720.82
2021-08-05,3769.68
2021-08-06,3772.14
2021-08-09,3776.76
2021-08-10,3803.46
2021-08-11,3820.54
2021-08-12,3821.69
2021-08-13,3801.04
2021-08-16,3775.08
2021-08-17,3719.02
2021-08-18,3684.72
2021-08-19,3646.35
2021-08-20,3687.08
2021-08-23,3744.9
2021-08-24,3782.63
2021-08-25,3817.8
2021-08-26,3788.41
2021-08-27,3856
2021-08-30,3840.65
2021-08-31,3825.46
2021-09-01,3828.4
2021-09-02,3853.47
2021-09-03,3844.46
2021-09-07,3812.24
2021-09-08,3786.53
2021-09-09,3791.52
2021-09-10,3760.21
2021-09-13,3771.95
2021-09-14,3736.52
2021-09-15,3788.46
2021-09-16,3785.76
2021-09-17,3758.88
2021-09-20,3686.89
2021-09-21,3684.52
2021-09-22,3743.84
2021-09-23,3813.64
2021-09-24,3810.59
2021-09-27,3827.34
2021-09-28,3752.45
2021-09-29,3750.25
2021-09-30,3685.25
2021-10-01,3740.08
2021-10-04,3703.24
2021-10-05,3728.67
2021-10-06,3721.02
2021-10-07,3772.32
2021-10-08,3748.56
2021-10-11,3722.64
2021-10-12,3739.06
2021-10-13,3753.53
2021-10-14,3821.19
2021-10-15,3838.45
2021-10-18,3865.93
2021-10-19,3866.32
2021-10-20,3893.81
2021-10-21,3899.81
2021-10-22,3904.97
2021-10-25,3924.4
2021-10-26,3903.34
2021-10-27,3834.36
2021-10-28,3902.99
2021-10-29,3900.93
2021-11-01,3956.48
2021-11-02,3964.51
2021-11-03,4003.06
2021-11-04,3979.28
2021-11-05,4009.39
2021-11-08,4025.74
2021-11-09,4020.84
2021-11-10,3973.46
2021-11-11,4007.99
2021-11-12,4024.02
2021-11-15,4026.69
2021-11-16,4036.67
2021-11-17,3999.67
2021-11-18,4006.66
2021-11-19,3980.75
2021-11-22,3975.7
2021-11-23,3977.28
2021-11-24,3987.86
2021-11-26,3880.73
2021-11-29,3905.51
2021-11-30,3793.45
2021-12-01,3705.92
2021-12-02,3789.46
2021-12-03,3714.65
