Date,S&P 500 Pure Growth (TR)
2016-07-13,9707.55
2016-07-14,9758.61
2016-07-15,9738.85
2016-07-18,9768.01
2016-07-19,9740.76
2016-07-20,9819.6
2016-07-21,9772.98
2016-07-22,9843.64
2016-07-25,9849.85
2016-07-26,9853.27
2016-07-27,9818.14
2016-07-28,9882.97
2016-07-29,9870.98
2016-08-01,9866.97
2016-08-02,9777.63
2016-08-03,9804.62
2016-08-04,9800.16
2016-08-05,9887.91
2016-08-08,9852.21
2016-08-09,9867.48
2016-08-10,9858.72
2016-08-11,9892.34
2016-08-12,9896.16
2016-08-15,9932.13
2016-08-16,9838.8
2016-08-17,9837.55
2016-08-18,9863.83
2016-08-19,9888.71
2016-08-22,9905.37
2016-08-23,9953.04
2016-08-24,9882.25
2016-08-25,9861.92
2016-08-26,9835.7
2016-08-29,9862.3
2016-08-30,9841.47
2016-08-31,9818.51
2016-09-01,9836.19
2016-09-02,9875.39
2016-09-06,9887.3
2016-09-07,9895.26
2016-09-08,9835.67
2016-09-09,9563.94
2016-09-12,9708.31
2016-09-13,9569.78
2016-09-14,9585.18
2016-09-15,9702.03
2016-09-16,9653.51
2016-09-19,9668.08
2016-09-20,9649.79
2016-09-21,9766.8
2016-09-22,9841.32
2016-09-23,9788.3
2016-09-26,9728.44
2016-09-27,9819.43
2016-09-28,9844.2
2016-09-29,9752.22
2016-09-30,9806.85
2016-10-03,9764.04
2016-10-04,9725.02
2016-10-05,9745.03
2016-10-06,9765.87
2016-10-07,9699.2
2016-10-10,9756.66
2016-10-11,9597.57
2016-10-12,9618.29
2016-10-13,9597.68
2016-10-14,9610.05
2016-10-17,9569.23
2016-10-18,9663.83
2016-10-19,9691.16
2016-10-20,9673.12
2016-10-21,9694.75
2016-10-24,9774.02
2016-10-25,9680.71
2016-10-26,9633.35
2016-10-27,9537.4
2016-10-28,9547.92
2016-10-31,9560.7
2016-11-01,9468.8
2016-11-02,9401.44
2016-11-03,9366.91
2016-11-04,9375.97
2016-11-07,9585.39
2016-11-08,9631.63
2016-11-09,9612.77
2016-11-10,9571
2016-11-11,9586.68
2016-11-14,9539.65
2016-11-15,9643.34
2016-11-16,9674.96
2016-11-17,9765.45
2016-11-18,9726.85
2016-11-21,9799.92
2016-11-22,9833.11
2016-11-23,9841.77
2016-11-25,9869.24
2016-11-28,9805.36
2016-11-29,9833.12
2016-11-30,9712.89
2016-12-01,9555.61
2016-12-02,9595.17
2016-12-05,9689.18
2016-12-06,9716.36
2016-12-07,9841.98
2016-12-08,9877.15
2016-12-09,9896.14
2016-12-12,9840.39
2016-12-13,9905.68
2016-12-14,9834.49
2016-12-15,9872.68
2016-12-16,9855
2016-12-19,9868.42
2016-12-20,9914.02
2016-12-21,9881.83
2016-12-22,9820.28
2016-12-23,9848.26
2016-12-27,9896.61
2016-12-28,9790.74
2016-12-29,9805.85
2016-12-30,9742.35
2017-01-03,9798.1
2017-01-04,9899.65
2017-01-05,9876.71
2017-01-06,9905.71
2017-01-09,9879.86
2017-01-10,9898.36
2017-01-11,9923.18
2017-01-12,9909.1
2017-01-13,9942.41
2017-01-17,9903.94
2017-01-18,9953.01
2017-01-19,9925.45
2017-01-20,9965.95
2017-01-23,9947.64
2017-01-24,10052.69
2017-01-25,10110.93
2017-01-26,10086.5
2017-01-27,10096.71
2017-01-30,10036.18
2017-01-31,10027.04
2017-02-01,10023.29
2017-02-02,10053.11
2017-02-03,10118.96
2017-02-06,10117.02
2017-02-07,10107.32
2017-02-08,10131.29
2017-02-09,10181.66
2017-02-10,10221.04
2017-02-13,10238.71
2017-02-14,10249.63
2017-02-15,10302.66
2017-02-16,10295.9
2017-02-17,10315.49
2017-02-21,10408.1
2017-02-22,10393.43
2017-02-23,10318.61
2017-02-24,10365.42
2017-02-27,10392.16
2017-02-28,10335.06
2017-03-01,10460.17
2017-03-02,10390.02
2017-03-03,10402.59
2017-03-06,10362.79
2017-03-07,10336.36
2017-03-08,10333.1
2017-03-09,10323.51
2017-03-10,10385.65
2017-03-13,10429.23
2017-03-14,10378.7
2017-03-15,10492.37
2017-03-16,10471.45
2017-03-17,10495.15
2017-03-20,10479
2017-03-21,10321.19
2017-03-22,10371.29
2017-03-23,10363.74
2017-03-24,10371.44
2017-03-27,10359.26
2017-03-28,10436.9
2017-03-29,10458.97
2017-03-30,10494.3
2017-03-31,10489.33
2017-04-03,10454.9
2017-04-04,10427.61
2017-04-05,10385.62
2017-04-06,10435.21
2017-04-07,10450.8
2017-04-10,10455.92
2017-04-11,10443.75
2017-04-12,10361.8
2017-04-13,10303.3
2017-04-17,10403.02
2017-04-18,10390.75
2017-04-19,10438.04
2017-04-20,10531.15
2017-04-21,10513.82
2017-04-24,10628.77
2017-04-25,10707.07
2017-04-26,10718.17
2017-04-27,10742.97
2017-04-28,10696.57
2017-05-01,10731.05
2017-05-02,10776.57
2017-05-03,10708
2017-05-04,10734.86
2017-05-05,10787.65
2017-05-08,10747.74
2017-05-09,10776.56
2017-05-10,10847.24
2017-05-11,10834.1
2017-05-12,10803.63
2017-05-15,10888.24
2017-05-16,10877.07
2017-05-17,10653.15
2017-05-18,10738.2
2017-05-19,10824.19
2017-05-22,10909.67
2017-05-23,10902.08
2017-05-24,10935.39
2017-05-25,11023.85
2017-05-26,11029.21
2017-05-30,11025.35
2017-05-31,11036.96
2017-06-01,11125.94
2017-06-02,11202.73
2017-06-05,11197.35
2017-06-06,11159.3
2017-06-07,11202.45
2017-06-08,11229.27
2017-06-09,11102.15
2017-06-12,11065.48
2017-06-13,11137.55
2017-06-14,11090.79
2017-06-15,11066.16
2017-06-16,11067.94
2017-06-19,11204.2
2017-06-20,11112.12
2017-06-21,11153.2
2017-06-22,11148.72
2017-06-23,11193.14
2017-06-26,11174.44
2017-06-27,11039.4
2017-06-28,11163.47
2017-06-29,11024.36
2017-06-30,11039.82
2017-07-03,11007.7
2017-07-05,11076.6
2017-07-06,10976.21
2017-07-07,11093.62
2017-07-10,11117.14
2017-07-11,11111.78
2017-07-12,11244.84
2017-07-13,11239.83
2017-07-14,11319.29
2017-07-17,11323.97
2017-07-18,11356.82
2017-07-19,11445.96
2017-07-20,11455.6
2017-07-21,11465.63
2017-07-24,11457.03
2017-07-25,11473.08
2017-07-26,11496.21
2017-07-27,11427.67
2017-07-28,11454.02
2017-07-31,11404.96
2017-08-01,11410.6
2017-08-02,11366.7
2017-08-03,11358.13
2017-08-04,11378.64
2017-08-07,11443.88
2017-08-08,11409.25
2017-08-09,11394.26
2017-08-10,11173.79
2017-08-11,11205.26
2017-08-14,11358.62
2017-08-15,11335.14
2017-08-16,11382.99
2017-08-17,11196.87
2017-08-18,11197.25
2017-08-21,11196.51
2017-08-22,11336.48
2017-08-23,11296.24
2017-08-24,11279.43
2017-08-25,11260.15
2017-08-28,11284.33
2017-08-29,11300.5
2017-08-30,11427.78
2017-08-31,11515.02
2017-09-01,11530.32
2017-09-05,11455.7
2017-09-06,11465.71
2017-09-07,11508.11
2017-09-08,11495.05
2017-09-11,11613.51
2017-09-12,11631.54
2017-09-13,11617.46
2017-09-14,11610.07
2017-09-15,11640.98
2017-09-18,11697.96
2017-09-19,11686.34
2017-09-20,11674.95
2017-09-21,11620.47
2017-09-22,11642.1
2017-09-25,11531.97
2017-09-26,11530.85
2017-09-27,11651.22
2017-09-28,11681.89
2017-09-29,11764.1
2017-10-02,11801.45
2017-10-03,11826.67
2017-10-04,11858.17
2017-10-05,11911.41
2017-10-06,11925.54
2017-10-09,11907.2
2017-10-10,11916.76
2017-10-11,11944.87
2017-10-12,11951.23
2017-10-13,11978.02
2017-10-16,11989.92
2017-10-17,12006.17
2017-10-18,12031.6
2017-10-19,12041.55
2017-10-20,12114.59
2017-10-23,12061.34
2017-10-24,12097.07
2017-10-25,12024.62
2017-10-26,12047.44
2017-10-27,12158.81
2017-10-30,12133.07
2017-10-31,12174.37
2017-11-01,12139.56
2017-11-02,12134.94
2017-11-03,12198.98
2017-11-06,12245.86
2017-11-07,12218.14
2017-11-08,12255.91
2017-11-09,12156.62
2017-11-10,12198.12
2017-11-13,12239.16
2017-11-14,12236.09
2017-11-15,12147.01
2017-11-16,12311.16
2017-11-17,12284.22
2017-11-20,12320.15
2017-11-21,12415.93
2017-11-22,12375.46
2017-11-24,12410.57
2017-11-27,12376.49
2017-11-28,12477.91
2017-11-29,12356.24
2017-11-30,12461.77
2017-12-01,12368.29
2017-12-04,12251.34
2017-12-05,12217.83
2017-12-06,12240.99
2017-12-07,12347.47
2017-12-08,12400.77
2017-12-11,12388.09
2017-12-12,12354.01
2017-12-13,12338.68
2017-12-14,12287.86
2017-12-15,12413.35
2017-12-18,12499.61
2017-12-19,12454.84
2017-12-20,12447.62
2017-12-21,12403.09
2017-12-22,12396.6
2017-12-26,12369.36
2017-12-27,12404.57
2017-12-28,12441.26
2017-12-29,12349.2
2018-01-02,12479.54
2018-01-03,12654.08
2018-01-04,12676.91
2018-01-05,12810.82
2018-01-08,12889.74
2018-01-09,12920.09
2018-01-10,12848.3
2018-01-11,12940.28
2018-01-12,13037.92
2018-01-16,12992.44
2018-01-17,13187.84
2018-01-18,13199.16
2018-01-19,13273.11
2018-01-22,13364.37
2018-01-23,13454.82
2018-01-24,13424.63
2018-01-25,13425.77
2018-01-26,13601.42
2018-01-29,13474.57
2018-01-30,13339.53
2018-01-31,13378.59
2018-02-01,13367.19
2018-02-02,13095.74
2018-02-05,12575.34
2018-02-06,12816.2
2018-02-07,12719.47
2018-02-08,12193.51
2018-02-09,12400.96
2018-02-12,12605.21
2018-02-13,12643.55
2018-02-14,12871.54
2018-02-15,13059.59
2018-02-16,13073.32
2018-02-20,13092.14
2018-02-21,13031.97
2018-02-22,13024.94
2018-02-23,13244.08
2018-02-26,13369.8
2018-02-27,13236.16
2018-02-28,13140.04
2018-03-01,12956.26
2018-03-02,13098.41
2018-03-05,13245.98
2018-03-06,13345.76
2018-03-07,13394.27
2018-03-08,13447.75
2018-03-09,13727
2018-03-12,13730.07
2018-03-13,13642.08
2018-03-14,13609.94
2018-03-15,13587.28
2018-03-16,13601.1
2018-03-19,13417.59
2018-03-20,13503.51
2018-03-21,13469.81
2018-03-22,13105.73
2018-03-23,12793.18
2018-03-26,13186.04
2018-03-27,12854.29
2018-03-28,12720.24
2018-03-29,12947.59
2018-04-02,12616.87
2018-04-03,12754.64
2018-04-04,12922.86
2018-04-05,12976.5
2018-04-06,12642.93
2018-04-09,12714.31
2018-04-10,12952.72
2018-04-11,12893.39
2018-04-12,13032.53
2018-04-13,12967.63
2018-04-16,13081.22
2018-04-17,13330.61
2018-04-18,13361.74
2018-04-19,13170.48
2018-04-20,13074.5
2018-04-23,13027.66
2018-04-24,12808.72
2018-04-25,12808.27
2018-04-26,13002.19
2018-04-27,12973.48
2018-04-30,12879.77
2018-05-01,12997.52
2018-05-02,12919.3
2018-05-03,12944.2
2018-05-04,13129.98
2018-05-07,13206.26
2018-05-08,13232.17
2018-05-09,13363.91
2018-05-10,13523.74
2018-05-11,13554.58
2018-05-14,13535.49
2018-05-15,13393.02
2018-05-16,13462.49
2018-05-17,13438.41
2018-05-18,13436.29
2018-05-21,13525.73
2018-05-22,13463.59
2018-05-23,13563.97
2018-05-24,13576.09
2018-05-25,13576.48
2018-05-29,13479.53
2018-05-30,13607.93
2018-05-31,13501.3
2018-06-01,13700.92
2018-06-04,13781.76
2018-06-05,13837.63
2018-06-06,13956.61
2018-06-07,13852.41
2018-06-08,13936.35
2018-06-11,13949.62
2018-06-12,14063.57
2018-06-13,14023.96
2018-06-14,14115.69
2018-06-15,14101.88
2018-06-18,14093.23
2018-06-19,14003.34
2018-06-20,14059.08
2018-06-21,13946.45
2018-06-22,13859.39
2018-06-25,13558.61
2018-06-26,13626.91
2018-06-27,13393.97
2018-06-28,13505.68
2018-06-29,13557.01
2018-07-02,13627.26
2018-07-03,13518.81
2018-07-05,13667.38
2018-07-06,13807.94
2018-07-09,13926.59
2018-07-10,13960.86
2018-07-11,13877.16
2018-07-12,14053.85
2018-07-13,14046.34
2018-07-16,14000.34
2018-07-17,14115.55
2018-07-18,14163.04
2018-07-19,14080.82
2018-07-20,14047.87
2018-07-23,14056.69
2018-07-24,14008.34
2018-07-25,14196.13
2018-07-26,14135.93
2018-07-27,13928.48
2018-07-30,13663.71
2018-07-31,13744.38
2018-08-01,13740.36
2018-08-02,13879.02
2018-08-03,13884.8
2018-08-06,13956.12
2018-08-07,14006.46
2018-08-08,13993.61
2018-08-09,13992.91
2018-08-10,13882.69
2018-08-13,13818.84
2018-08-14,13911.94
2018-08-15,13754.73
2018-08-16,13826.73
2018-08-17,13822.02
2018-08-20,13860.81
2018-08-21,13938.6
2018-08-22,13971.15
2018-08-23,13954.62
2018-08-24,14100.16
2018-08-27,14224.77
2018-08-28,14256.51
2018-08-29,14354.08
2018-08-30,14282.54
2018-08-31,14299.13
2018-09-04,14295.07
2018-09-05,14101.42
2018-09-06,14033.38
2018-09-07,14000.78
2018-09-10,14062.85
2018-09-11,14118.98
2018-09-12,14120.42
2018-09-13,14222.7
2018-09-14,14261.03
2018-09-17,14062.09
2018-09-18,14177.62
2018-09-19,14123.76
2018-09-20,14232.63
2018-09-21,14196.13
2018-09-24,14215.36
2018-09-25,14222.6
2018-09-26,14173.88
2018-09-27,14210.54
2018-09-28,14239.87
2018-10-01,14239.19
2018-10-02,14144.96
2018-10-03,14144.55
2018-10-04,13889.06
2018-10-05,13740.88
2018-10-08,13597.6
2018-10-09,13571.48
2018-10-10,13006.02
2018-10-11,12797.97
2018-10-12,13105.29
2018-10-15,12965.02
2018-10-16,13385.33
2018-10-17,13368.7
2018-10-18,13090.12
2018-10-19,12946.49
2018-10-22,12958.37
2018-10-23,12907.92
2018-10-24,12392.9
2018-10-25,12638.02
2018-10-26,12375.73
2018-10-29,12287.24
2018-10-30,12536.69
2018-10-31,12777.22
2018-11-01,13026.29
2018-11-02,12963.91
2018-11-05,12937.04
2018-11-06,12976.57
2018-11-07,13321.81
2018-11-08,13289.76
2018-11-09,13097.42
2018-11-12,12707.73
2018-11-13,12712.74
2018-11-14,12608.89
2018-11-15,12800.68
2018-11-16,12790.4
2018-11-19,12363.89
2018-11-20,12245.14
2018-11-21,12343.03
2018-11-23,12325.84
2018-11-26,12564.47
2018-11-27,12569.2
2018-11-28,12968.62
2018-11-29,12932.47
2018-11-30,13031.96
2018-12-03,13247.5
2018-12-04,12736.97
2018-12-06,12752.63
2018-12-07,12365.22
2018-12-10,12457.58
2018-12-11,12470.4
2018-12-12,12594.31
2018-12-13,12543.96
2018-12-14,12296.87
2018-12-17,12009.43
2018-12-18,12078.34
2018-12-19,11853.01
2018-12-20,11647.37
2018-12-21,11376.76
2018-12-24,11054.41
2018-12-26,11630.11
2018-12-27,11730.53
2018-12-28,11704.32
2018-12-31,11828.6
2019-01-02,11779.44
2019-01-03,11537.26
2019-01-04,11946.81
2019-01-07,12088.1
2019-01-08,12219.41
2019-01-09,12301.34
2019-01-10,12400.88
2019-01-11,12412.06
2019-01-14,12320.12
2019-01-15,12500.16
2019-01-16,12481.99
2019-01-17,12595.76
2019-01-18,12765.46
2019-01-22,12597.71
2019-01-23,12583.25
2019-01-24,12597.66
2019-01-25,12731.98
2019-01-28,12634.39
2019-01-29,12625.75
2019-01-30,12825.1
2019-01-31,12920.23
2019-02-01,12971.74
2019-02-04,13074.54
2019-02-05,13097.73
2019-02-06,13065.46
2019-02-07,12939.22
2019-02-08,12994.69
2019-02-11,13056.36
2019-02-12,13209.72
2019-02-13,13265.55
2019-02-14,13290.7
2019-02-15,13434.31
2019-02-19,13439.12
2019-02-20,13464.21
2019-02-21,13413.43
2019-02-22,13518.54
2019-02-25,13489.15
2019-02-26,13481.34
2019-02-27,13493.37
2019-02-28,13494.06
2019-03-01,13596.86
2019-03-04,13487.46
2019-03-05,13445.77
2019-03-06,13332.39
2019-03-07,13243.24
2019-03-08,13158.77
2019-03-11,13342.26
2019-03-12,13404.49
2019-03-13,13536.91
2019-03-14,13508.39
2019-03-15,13590.61
2019-03-18,13647.69
2019-03-19,13638.01
2019-03-20,13629.77
2019-03-21,13823.75
2019-03-22,13540.6
2019-03-25,13585.76
2019-03-26,13690.55
2019-03-27,13630.01
2019-03-28,13708.39
2019-03-29,13790.88
2019-04-01,13942.77
2019-04-02,13925.86
2019-04-03,13954.21
2019-04-04,13923.42
2019-04-05,14021.25
2019-04-08,14031.44
2019-04-09,13959.33
2019-04-10,14046.58
2019-04-11,14042.35
2019-04-12,14141.18
2019-04-15,14114.79
2019-04-16,14067.63
2019-04-17,13947.24
2019-04-18,13987.94
2019-04-22,14045.5
2019-04-23,14183.84
2019-04-24,14202.54
2019-04-25,14132.52
2019-04-26,14184.03
2019-04-29,14159.89
2019-04-30,14196.62
2019-05-01,14027.97
2019-05-02,14036.61
2019-05-03,14159
2019-05-06,14123.81
2019-05-07,13895.11
2019-05-08,13908.58
2019-05-09,13893.52
2019-05-10,13950.6
2019-05-13,13615.18
2019-05-14,13762.7
2019-05-15,13817.17
2019-05-16,13959.81
2019-05-17,13860.29
2019-05-20,13772.03
2019-05-21,13930.19
2019-05-22,13887.61
2019-05-23,13658.86
2019-05-24,13659.32
2019-05-28,13576.16
2019-05-29,13460.26
2019-05-30,13547.36
2019-05-31,13399.04
2019-06-03,13367.06
2019-06-04,13652.8
2019-06-05,13797.2
2019-06-06,13879.62
2019-06-07,14017.99
2019-06-10,14044.42
2019-06-11,13999.16
2019-06-12,13984.39
2019-06-13,14017.17
2019-06-14,13962.59
2019-06-17,13964.4
2019-06-18,14083.09
2019-06-19,14181.93
2019-06-20,14322.14
2019-06-21,14279.1
2019-06-24,14241.3
2019-06-25,14110.89
2019-06-26,14087.19
2019-06-27,14156.92
2019-06-28,14264.89
2019-07-01,14375.24
2019-07-02,14362.52
2019-07-03,14495.67
2019-07-05,14486.56
2019-07-08,14417.54
2019-07-09,14433.68
2019-07-10,14511.05
2019-07-11,14554.84
2019-07-12,14623.61
2019-07-15,14604.25
2019-07-16,14538.62
2019-07-17,14482.95
2019-07-18,14515.73
2019-07-19,14411.13
2019-07-22,14432.6
2019-07-23,14492.69
2019-07-24,14588.37
2019-07-25,14489.46
2019-07-26,14589.89
2019-07-29,14532.55
2019-07-30,14523.89
2019-07-31,14373.1
2019-08-01,14283.39
2019-08-02,14175.9
2019-08-05,13748.59
2019-08-06,13961.36
2019-08-07,13997.2
2019-08-08,14327.09
2019-08-09,14227.78
2019-08-12,14042.52
2019-08-13,14233.32
2019-08-14,13811.55
2019-08-15,13858.69
2019-08-16,14044.74
2019-08-19,14208.51
2019-08-20,14098.14
2019-08-21,14212.55
2019-08-22,14221.34
2019-08-23,13865.65
2019-08-26,14011.05
2019-08-27,13974.66
2019-08-28,14057.16
2019-08-29,14251.79
2019-08-30,14158.7
2019-09-03,14066.38
2019-09-04,14185.56
2019-09-05,14356.91
2019-09-06,14349.21
2019-09-09,14271.99
2019-09-10,14202.39
2019-09-11,14267.24
2019-09-12,14280.1
2019-09-13,14290.17
2019-09-16,14378.56
2019-09-17,14403.79
2019-09-18,14376.05
2019-09-19,14368.2
2019-09-20,14322.21
2019-09-23,14318.51
2019-09-24,14172.45
2019-09-25,14233.82
2019-09-26,14226.36
2019-09-27,14114.65
2019-09-30,14196.1
2019-10-01,14019.87
2019-10-02,13778.76
2019-10-03,13905.19
2019-10-04,14061.66
2019-10-07,13983.8
2019-10-08,13722.47
2019-10-09,13859.89
2019-10-10,13927.59
2019-10-11,14104.61
2019-10-14,14068.86
2019-10-15,14186.06
2019-10-16,14115.72
2019-10-17,14186.25
2019-10-18,14128.43
2019-10-21,14220.42
2019-10-22,14143.62
2019-10-23,14200.94
2019-10-24,14240.06
2019-10-25,14253.29
2019-10-28,14298.3
2019-10-29,14350.65
2019-10-30,14389
2019-10-31,14289.45
2019-11-01,14412.56
2019-11-04,14453.71
2019-11-05,14430.55
2019-11-06,14409.98
2019-11-07,14458.4
2019-11-08,14488.23
2019-11-11,14476.94
2019-11-12,14523.74
2019-11-13,14540.1
2019-11-14,14584.37
2019-11-15,14724.96
2019-11-18,14720.25
2019-11-19,14775.8
2019-11-20,14760.36
2019-11-21,14710.09
2019-11-22,14715.75
2019-11-25,14828.45
2019-11-26,14874
2019-11-27,14952.39
2019-11-29,14895.52
2019-12-02,14753.36
2019-12-03,14691.53
2019-12-04,14777.45
2019-12-05,14768.57
2019-12-06,14923.88
2019-12-09,14837
2019-12-10,14823.31
2019-12-11,14877.73
2019-12-12,15000.97
2019-12-13,15000.18
2019-12-16,15101.63
2019-12-17,15092.15
2019-12-18,15123.08
2019-12-19,15197.14
2019-12-20,15299.29
2019-12-23,15275.64
2019-12-24,15301.56
2019-12-26,15348
2019-12-27,15330.86
2019-12-30,15233.14
2019-12-31,15257.27
2020-01-02,15418.11
2020-01-03,15314.27
2020-01-06,15329.29
2020-01-07,15362.81
2020-01-08,15436
2020-01-09,15536.29
2020-01-10,15485.59
2020-01-13,15628.26
2020-01-14,15609.97
2020-01-15,15647.1
2020-01-16,15817.87
2020-01-17,15882.02
2020-01-21,15859.96
2020-01-22,15887.49
2020-01-23,15946.4
2020-01-24,15761.27
2020-01-27,15470.93
2020-01-28,15719.06
2020-01-29,15664.27
2020-01-30,15727.55
2020-01-31,15382.85
2020-02-03,15560.27
2020-02-04,15859.67
2020-02-05,15931.22
2020-02-06,15968.77
2020-02-07,15810.79
2020-02-10,15958.55
2020-02-11,16032.62
2020-02-12,16176.77
2020-02-13,16226.61
2020-02-14,16293.6
2020-02-18,16229.97
2020-02-19,16373.53
2020-02-20,16249.36
2020-02-21,15971.43
2020-02-24,15440.09
2020-02-25,14956.3
2020-02-26,14916.61
2020-02-27,14354.28
2020-02-28,14323.29
2020-03-02,14889.99
2020-03-03,14501.55
2020-03-04,15132.97
2020-03-05,14577.35
2020-03-06,14228.72
2020-03-09,13068.19
2020-03-10,13776.18
2020-03-11,13028.86
2020-03-12,11782.88
2020-03-13,12756.85
2020-03-16,11050.41
2020-03-17,11580.1
2020-03-18,10774.35
2020-03-19,11065.21
2020-03-20,10599.25
2020-03-23,10388.98
2020-03-24,11566.71
2020-03-25,11829.56
2020-03-26,12545.53
2020-03-27,11980.28
2020-03-30,12331.28
2020-03-31,12094.23
2020-04-01,11500.46
2020-04-02,11693.63
2020-04-03,11468.63
2020-04-06,12487.36
2020-04-07,12518.03
2020-04-08,13016.36
2020-04-09,13152.17
2020-04-13,12994.23
2020-04-14,13451.17
2020-04-15,13140.14
2020-04-16,13225.63
2020-04-17,13655.19
2020-04-20,13393.79
2020-04-21,12914.69
2020-04-22,13341.09
2020-04-23,13336.59
2020-04-24,13557.82
2020-04-27,13808.29
2020-04-28,13783.63
2020-04-29,14312.26
2020-04-30,14097.61
2020-05-01,13664.13
2020-05-04,13770.86
2020-05-05,13970.95
2020-05-06,13947.86
2020-05-07,14210.09
2020-05-08,14452.81
2020-05-11,14477.23
2020-05-12,14137.8
2020-05-13,13864.4
2020-05-14,14068.12
2020-05-15,14142.3
2020-05-18,14653.42
2020-05-19,14590.73
2020-05-20,14852.73
2020-05-21,14740.61
2020-05-22,14822.44
2020-05-26,14929.26
2020-05-27,15115.34
2020-05-28,15089.1
2020-05-29,15267.86
2020-06-01,15360.48
2020-06-02,15461.35
2020-06-03,15685.28
2020-06-04,15517.19
2020-06-05,15965.62
2020-06-08,16037.12
2020-06-09,15943.08
2020-06-10,15915.75
2020-06-11,14955.2
2020-06-12,15187.89
2020-06-15,15403.8
2020-06-16,15711.29
2020-06-17,15726.47
2020-06-18,15729.25
2020-06-19,15706.91
2020-06-22,15855.42
2020-06-23,15832.82
2020-06-24,15367.54
2020-06-25,15524.02
2020-06-26,15205.29
2020-06-29,15399.28
2020-06-30,15676.82
2020-07-01,15731.62
2020-07-02,15834.19
2020-07-06,16104.85
2020-07-07,15938.97
2020-07-08,16110.35
2020-07-09,16062.72
2020-07-10,16112.62
2020-07-13,15774.4
2020-07-14,16042.14
2020-07-15,16271.4
2020-07-16,16188.26
2020-07-17,16311.78
2020-07-20,16538.18
2020-07-21,16493
2020-07-22,16655.26
2020-07-23,16432.67
2020-07-24,16305.49
2020-07-27,16559.29
2020-07-28,16321.65
2020-07-29,16617.79
2020-07-30,16618.77
2020-07-31,16701.87
2020-08-03,16818.76
2020-08-04,16880.01
2020-08-05,16987.27
2020-08-06,17021.74
2020-08-07,16950.83
2020-08-10,16907
2020-08-11,16767
2020-08-12,17029.1
2020-08-13,17087.91
2020-08-14,17062.18
2020-08-17,17232.66
2020-08-18,17229.89
2020-08-19,17151.44
2020-08-20,17205.41
2020-08-21,17211.35
2020-08-24,17323.16
2020-08-25,17420.93
2020-08-26,17630.1
2020-08-27,17558.12
2020-08-28,17682.02
2020-08-31,17635.58
2020-09-01,17850.75
2020-09-02,18160.08
2020-09-03,17403.6
2020-09-04,17131.01
2020-09-08,16683.71
2020-09-09,17027.78
2020-09-10,16763.04
2020-09-11,16753.2
2020-09-14,17038.06
2020-09-15,17191.78
2020-09-16,17111.18
2020-09-17,16968.52
2020-09-18,16792
2020-09-21,16656.03
2020-09-22,16885.69
2020-09-23,16491.82
2020-09-24,16532.81
2020-09-25,16828.94
2020-09-28,17140.9
2020-09-29,17115.17
2020-09-30,17168.43
2020-10-01,17358.25
2020-10-02,17164.01
2020-10-05,17495.56
2020-10-06,17269.04
2020-10-07,17593.98
2020-10-08,17772.86
2020-10-09,17952.11
2020-10-12,18179.87
2020-10-13,18178.97
2020-10-14,18084.61
2020-10-15,18062.96
2020-10-16,18038.79
2020-10-19,17787.93
2020-10-20,17842.49
2020-10-21,17733.93
2020-10-22,17757.79
2020-10-23,17919.4
2020-10-26,17536.03
2020-10-27,17449.71
2020-10-28,16897.65
2020-10-29,17130.07
2020-10-30,16864.12
2020-11-02,17102.9
2020-11-03,17456.97
2020-11-04,18003.16
2020-11-05,18386.61
2020-11-06,18440.15
2020-11-09,18376.67
2020-11-10,18124.66
2020-11-11,18405.08
2020-11-12,18184.73
2020-11-13,18433.01
2020-11-16,18637.53
2020-11-17,18587.25
2020-11-18,18457.93
2020-11-19,18602.67
2020-11-20,18493.81
2020-11-23,18640.36
2020-11-24,18801
2020-11-25,18804.78
2020-11-27,18947.85
2020-11-30,18921.38
2020-12-01,19134.12
2020-12-02,19045.51
2020-12-03,19136.63
2020-12-04,19387.34
2020-12-07,19429.32
2020-12-08,19453.06
2020-12-09,19142.7
2020-12-10,19190.41
2020-12-11,19143.14
2020-12-14,19195.44
2020-12-15,19406.12
2020-12-16,19474.43
2020-12-17,19653.13
2020-12-18,19743.94
2020-12-21,19618.61
2020-12-22,19756.22
2020-12-23,19600.49
2020-12-24,19668.89
2020-12-28,19621.92
2020-12-29,19557.83
2020-12-30,19671.62
2020-12-31,19782.49
2021-01-04,19531.73
2021-01-05,19736.69
2021-01-06,19681.75
2021-01-07,20263.79
2021-01-08,20505.43
2021-01-11,20338.01
2021-01-12,20394.46
2021-01-13,20312.87
2021-01-14,20265.85
2021-01-15,20108.91
2021-01-19,20444.04
2021-01-20,20678.54
2021-01-21,20677.14
2021-01-22,20653.72
2021-01-25,20669.97
2021-01-26,20451.74
2021-01-27,19699.39
2021-01-28,20032.37
2021-01-29,19671.46
2021-02-01,20160.66
2021-02-02,20506.08
2021-02-03,20275.28
2021-02-04,20606.62
2021-02-05,20719.8
2021-02-08,20939.31
2021-02-09,20938.16
2021-02-10,20919.26
2021-02-11,21100.92
2021-02-12,21365.63
2021-02-16,21274.96
2021-02-17,21072.65
2021-02-18,20894.88
2021-02-19,21008.92
2021-02-22,20325.18
2021-02-23,20230.71
2021-02-24,20528.62
2021-02-25,19755.09
2021-02-26,19985.44
2021-03-01,20564.29
2021-03-02,20153.2
