Date,S&P 500 Low Rate-Sensitivity 100 Index (USD) TR
2021-02-11,14329.67
2021-02-12,14321.99
2021-02-16,14188.43
2021-02-17,14239.96
2021-02-18,14271.66
2021-02-19,14153.81
2021-02-22,14058.07
2021-02-23,14112.42
2021-02-24,14104.52
2021-02-25,13934.09
2021-02-26,13740.93
2021-03-01,13895.35
2021-03-02,13878.6
2021-03-03,13712.93
2021-03-04,13649.06
2021-03-05,13917.02
2021-03-08,13999.28
2021-03-09,14089.37
2021-03-10,14204.31
2021-03-11,14220.86
2021-03-12,14365.87
2021-03-15,14502.65
2021-03-16,14511.64
2021-03-17,14442.61
2021-03-18,14350.9
2021-03-19,14333.32
2021-03-22,14453.46
2021-03-23,14525.11
2021-03-24,14473.32
2021-03-25,14564.85
2021-03-26,14764.13
2021-03-29,14846.88
2021-03-30,14719.6
2021-03-31,14711.03
2021-04-01,14816.18
2021-04-05,14944.66
2021-04-06,14978.25
2021-04-07,14949.96
2021-04-08,14938.18
2021-04-09,14951.02
2021-04-12,15005.01
2021-04-13,15080.86
2021-04-14,15047.7
2021-04-15,15258.35
2021-04-16,15335.48
2021-04-19,15296.27
2021-04-20,15452.46
2021-04-21,15507.96
2021-04-22,15471.66
2021-04-23,15488.69
2021-04-26,15457.17
2021-04-27,15372.2
2021-04-28,15297.85
2021-04-29,15390.53
2021-04-30,15377.87
2021-05-03,15428.85
2021-05-04,15334.81
2021-05-05,15198.01
2021-05-06,15294.06
2021-05-07,15357.99
2021-05-10,15394.15
2021-05-11,15279.77
2021-05-12,15031.35
2021-05-13,15208.96
2021-05-14,15314.19
2021-05-17,15263.44
2021-05-18,15248.87
2021-05-19,15235.07
2021-05-20,15419.97
2021-05-21,15426.3
2021-05-24,15471.21
2021-05-25,15437.77
2021-05-26,15429.29
2021-05-27,15365.35
2021-05-28,15429.17
2021-06-01,15381.77
2021-06-02,15472.22
2021-06-03,15489.09
2021-06-04,15561.36
2021-06-07,15584.11
2021-06-08,15554.71
2021-06-09,15604.75
2021-06-10,15769.51
2021-06-11,15745.67
2021-06-14,15804.18
2021-06-15,15743.57
2021-06-16,15603.6
2021-06-17,15702.21
2021-06-18,15476.88
2021-06-21,15661.14
2021-06-22,15659.16
2021-06-23,15572.53
2021-06-24,15623.55
2021-06-25,15728.42
2021-06-28,15785.08
2021-06-29,15723.35
2021-06-30,15701.17
2021-07-01,15781.94
2021-07-02,15866.73
2021-07-06,15932.72
2021-07-07,16024.66
2021-07-08,15965.35
2021-07-09,16047.23
2021-07-12,16066.73
2021-07-13,15992.81
2021-07-14,16045.87
2021-07-15,16096.16
2021-07-16,16167.2
2021-07-19,16014.04
2021-07-20,16156.88
2021-07-21,16067.46
2021-07-22,16115.38
2021-07-23,16290.94
2021-07-26,16252.07
2021-07-27,16335.22
2021-07-28,16291.25
2021-07-29,16292.3
2021-07-30,16299.85
2021-08-02,16309.04
2021-08-03,16367.04
2021-08-04,16315.34
2021-08-05,16391.72
2021-08-06,16371.16
2021-08-09,16384.13
2021-08-10,16311.36
2021-08-11,16362.64
2021-08-12,16386.35
2021-08-13,16483.12
2021-08-16,16580.09
2021-08-17,16631.39
2021-08-18,16432.72
2021-08-19,16546.77
2021-08-20,16645.56
2021-08-23,16585.95
2021-08-24,16515.53
2021-08-25,16509.84
2021-08-26,16470.92
2021-08-27,16547.18
2021-08-30,16651.16
2021-08-31,16689.73
2021-09-01,16844.02
2021-09-02,16928.63
2021-09-03,16899.05
2021-09-07,16695.98
2021-09-08,16842.36
2021-09-09,16645.63
2021-09-10,16512.04
2021-09-13,16462.94
2021-09-14,16444.95
2021-09-15,16458.46
2021-09-16,16433.39
2021-09-17,16315.94
2021-09-20,16190.37
2021-09-21,16157.97
2021-09-22,16196.68
2021-09-23,16226.12
2021-09-24,16166.06
2021-09-27,15941.78
2021-09-28,15733.68
2021-09-29,15887.22
2021-09-30,15733.05
2021-10-01,15774.37
2021-10-04,15690.66
2021-10-05,15726.95
2021-10-06,15861.85
2021-10-07,15906.28
2021-10-08,15785.18
2021-10-11,15710.27
2021-10-12,15767.09
2021-10-13,15868.36
2021-10-14,16084.01
2021-10-15,16075.04
2021-10-18,16046.7
2021-10-19,16184.72
2021-10-20,16288.98
2021-10-21,16354.1
2021-10-22,16436.55
2021-10-25,16440.02
2021-10-26,16474.56
2021-10-27,16367.36
2021-10-28,16513.73
2021-10-29,16545.36
2021-11-01,16572.92
2021-11-02,16617.2
2021-11-03,16622.3
2021-11-04,16621.06
2021-11-05,16580.04
2021-11-08,16564.79
2021-11-09,16588.22
2021-11-10,16558.35
2021-11-11,16570.32
2021-11-12,16651.58
2021-11-15,16723.67
2021-11-16,16751.09
2021-11-17,16737.11
2021-11-18,16679.87
2021-11-19,16724.77
2021-11-22,16634.66
2021-11-23,16625.44
2021-11-24,16692.05
2021-11-26,16466.42
2021-11-29,16659.12
2021-11-30,16244.39
2021-12-01,16077.36
2021-12-02,16334.27
2021-12-03,16293.7
