Date,S&P 500 Low Rate-Sensitivity 100 Index (USD) TR
2016-06-27,10263.55
2016-06-28,10372.14
2016-06-29,10491.85
2016-06-30,10686.33
2016-07-01,10694.76
2016-07-05,10747.61
2016-07-06,10760.45
2016-07-07,10667.36
2016-07-08,10792.18
2016-07-11,10803.34
2016-07-12,10769.64
2016-07-13,10813.75
2016-07-14,10794.04
2016-07-15,10797.17
2016-07-18,10804.95
2016-07-19,10817.22
2016-07-20,10792.87
2016-07-21,10772.28
2016-07-22,10872.51
2016-07-25,10858.88
2016-07-26,10793.03
2016-07-27,10706.92
2016-07-28,10761.01
2016-07-29,10807.96
2016-08-01,10813.27
2016-08-02,10715.69
2016-08-03,10680.16
2016-08-04,10680.77
2016-08-05,10672.28
2016-08-08,10659.93
2016-08-09,10660.11
2016-08-10,10673.45
2016-08-11,10677.75
2016-08-12,10694.54
2016-08-15,10647.36
2016-08-16,10537.23
2016-08-17,10604.06
2016-08-18,10649.91
2016-08-19,10581.42
2016-08-22,10599.98
2016-08-23,10581.6
2016-08-24,10533.97
2016-08-25,10511.75
2016-08-26,10397.71
2016-08-29,10474.96
2016-08-30,10401.42
2016-08-31,10404.32
2016-09-01,10392.54
2016-09-02,10462.58
2016-09-06,10557.94
2016-09-07,10566.35
2016-09-08,10529.39
2016-09-09,10187.44
2016-09-12,10337.61
2016-09-13,10155.67
2016-09-14,10166.67
2016-09-15,10235.95
2016-09-16,10235.69
2016-09-19,10282.33
2016-09-20,10284.43
2016-09-21,10425.31
2016-09-22,10526.87
2016-09-23,10521.27
2016-09-26,10484.84
2016-09-27,10442.69
2016-09-28,10463.87
2016-09-29,10339.28
2016-09-30,10345.89
2016-10-03,10240.46
2016-10-04,10080.14
2016-10-05,10020.94
2016-10-06,10019.12
2016-10-07,10000.45
2016-10-10,10062.47
2016-10-11,9956.56
2016-10-12,10023.01
2016-10-13,10078.03
2016-10-14,10033.06
2016-10-17,10030.82
2016-10-18,10078.26
2016-10-19,10085.71
2016-10-20,10068.31
2016-10-21,10051.47
2016-10-24,10076.8
2016-10-25,10062.87
2016-10-26,10014.11
2016-10-27,9905.87
2016-10-28,9949.61
2016-10-31,10048.84
2016-11-01,9913.02
2016-11-02,9814.42
2016-11-03,9768.6
2016-11-04,9772.43
2016-11-07,9947.07
2016-11-08,10021.62
2016-11-09,9884.68
2016-11-10,9762.08
2016-11-11,9751.04
2016-11-14,9830.82
2016-11-15,9912.7
2016-11-16,9881.74
2016-11-17,9864.41
2016-11-18,9839.28
2016-11-21,9910.28
2016-11-22,9994.71
2016-11-23,9937.36
2016-11-25,10016.01
2016-11-28,10071.79
2016-11-29,10091.76
2016-11-30,9911.78
2016-12-01,9807.68
2016-12-02,9881.95
2016-12-05,9906
2016-12-06,9921.38
2016-12-07,10068.35
2016-12-08,10083.36
2016-12-09,10134.63
2016-12-12,10187.76
2016-12-13,10241.69
2016-12-14,10085.17
2016-12-15,10127.78
2016-12-16,10205.6
2016-12-19,10242.48
2016-12-20,10250.07
2016-12-21,10202.29
2016-12-22,10188.02
2016-12-23,10203.67
2016-12-27,10217.49
2016-12-28,10131.27
2016-12-29,10211.38
2016-12-30,10196.72
2017-01-03,10235.94
2017-01-04,10317.3
2017-01-05,10316.08
2017-01-06,10311.1
2017-01-09,10225.15
2017-01-10,10209.25
2017-01-11,10235.06
2017-01-12,10247.9
2017-01-13,10239.4
2017-01-17,10316.85
2017-01-18,10315.46
2017-01-19,10235.46
2017-01-20,10285.26
2017-01-23,10278.85
2017-01-24,10296.98
2017-01-25,10289.13
2017-01-26,10288.06
2017-01-27,10235.28
2017-01-30,10203.01
2017-01-31,10269.49
2017-02-01,10177.95
2017-02-02,10270.11
2017-02-03,10311.69
2017-02-06,10294.26
2017-02-07,10305.02
2017-02-08,10367.52
2017-02-09,10397.39
2017-02-10,10435.8
2017-02-13,10469.25
2017-02-14,10439.49
2017-02-15,10453.73
2017-02-16,10498.77
2017-02-17,10538.43
2017-02-21,10639.1
2017-02-22,10631.67
2017-02-23,10676.22
2017-02-24,10742.93
2017-02-27,10723.57
2017-02-28,10730.33
2017-03-01,10721.44
2017-03-02,10724.21
2017-03-03,10703.58
2017-03-06,10645.83
2017-03-07,10610.23
2017-03-08,10514.44
2017-03-09,10468.09
2017-03-10,10502.99
2017-03-13,10510.1
2017-03-14,10482.96
2017-03-15,10647.5
2017-03-16,10589.94
2017-03-17,10610.08
2017-03-20,10588.41
2017-03-21,10584.23
2017-03-22,10600.19
2017-03-23,10609.33
2017-03-24,10628.83
2017-03-27,10601.85
2017-03-28,10629.3
2017-03-29,10642.13
2017-03-30,10619.87
2017-03-31,10633.57
2017-04-03,10632.32
2017-04-04,10623.43
2017-04-05,10641.27
2017-04-06,10666.11
2017-04-07,10665.42
2017-04-10,10702.69
2017-04-11,10721.87
2017-04-12,10739.83
2017-04-13,10694.13
2017-04-17,10780.78
2017-04-18,10800.31
2017-04-19,10774.14
2017-04-20,10782.75
2017-04-21,10763.72
2017-04-24,10782.05
2017-04-25,10811.47
2017-04-26,10756.31
2017-04-27,10748.25
2017-04-28,10723.56
2017-05-01,10701.28
2017-05-02,10721.47
2017-05-03,10638.93
2017-05-04,10679.38
2017-05-05,10751.98
2017-05-08,10718.62
2017-05-09,10678.11
2017-05-10,10717.75
2017-05-11,10695.93
2017-05-12,10678.2
2017-05-15,10719.67
2017-05-16,10649.23
2017-05-17,10637.89
2017-05-18,10662.87
2017-05-19,10716.67
2017-05-22,10778.16
2017-05-23,10785.47
2017-05-24,10840.86
2017-05-25,10902.52
2017-05-26,10892.65
2017-05-30,10869.38
2017-05-31,10896.76
2017-06-01,10994.49
2017-06-02,11038.5
2017-06-05,10995.21
2017-06-06,10971.53
2017-06-07,11005.43
2017-06-08,10937.8
2017-06-09,10950.06
2017-06-12,10987.99
2017-06-13,11023.88
2017-06-14,11054.51
2017-06-15,11087.02
2017-06-16,11037.74
2017-06-19,11056.34
2017-06-20,11017.33
2017-06-21,10987.38
2017-06-22,10984.55
2017-06-23,11005.18
2017-06-26,11062.1
2017-06-27,10951.05
2017-06-28,10953.84
2017-06-29,10842.72
2017-06-30,10837.75
2017-07-03,10866.76
2017-07-05,10806.49
2017-07-06,10688.88
2017-07-07,10723.18
2017-07-10,10655.98
2017-07-11,10637.38
2017-07-12,10728.83
2017-07-13,10737.43
2017-07-14,10822.78
2017-07-17,10855.41
2017-07-18,10839.4
2017-07-19,10890.22
2017-07-20,10907.45
2017-07-21,10946.97
2017-07-24,10890.69
2017-07-25,10908.4
2017-07-26,10969.7
2017-07-27,11003.39
2017-07-28,10972.11
2017-07-31,10976.74
2017-08-01,10993.66
2017-08-02,10991.74
2017-08-03,11009.49
2017-08-04,10993.88
2017-08-07,11021.12
2017-08-08,11015.22
2017-08-09,10998.79
2017-08-10,10925.51
2017-08-11,10894.14
2017-08-14,11007.54
2017-08-15,10964.19
2017-08-16,11009.74
2017-08-17,10913.71
2017-08-18,10877.95
2017-08-21,10940.57
2017-08-22,10970.37
2017-08-23,10999.29
2017-08-24,10936.54
2017-08-25,10980.1
2017-08-28,10956.6
2017-08-29,10945.85
2017-08-30,10975.79
2017-08-31,10995.95
2017-09-01,11010.61
2017-09-05,11009.78
2017-09-06,11022.64
2017-09-07,11083.32
2017-09-08,11074.98
2017-09-11,11150.21
2017-09-12,11071.85
2017-09-13,11043.64
2017-09-14,11098.78
2017-09-15,11124.05
2017-09-18,11053.56
2017-09-19,10977.04
2017-09-20,10910.19
2017-09-21,10866.15
2017-09-22,10829.98
2017-09-25,10897.59
2017-09-26,10901.82
2017-09-27,10815.48
2017-09-28,10856.17
2017-09-29,10856.66
2017-10-02,10853.07
2017-10-03,10845.85
2017-10-04,10916.7
2017-10-05,10946.77
2017-10-06,10919.21
2017-10-09,10892.5
2017-10-10,10960.1
2017-10-11,10990.56
2017-10-12,11034.78
2017-10-13,11018.3
2017-10-16,10980.1
2017-10-17,11007.19
2017-10-18,10978.86
2017-10-19,10988.98
2017-10-20,11005.78
2017-10-23,10987.69
2017-10-24,10953.07
2017-10-25,10887.87
2017-10-26,10858.69
2017-10-27,10886.47
2017-10-30,10863.98
2017-10-31,10888.6
2017-11-01,10863.65
2017-11-02,10892.7
2017-11-03,10886.47
2017-11-06,10900.19
2017-11-07,10998.19
2017-11-08,11060.28
2017-11-09,11051.16
2017-11-10,11067.2
2017-11-13,11130.93
2017-11-14,11172.64
2017-11-15,11081.51
2017-11-16,11167.78
2017-11-17,11133.14
2017-11-20,11116.14
2017-11-21,11138.92
2017-11-22,11139.44
2017-11-24,11157.54
2017-11-27,11165.6
2017-11-28,11208.95
2017-11-29,11248
2017-11-30,11303.79
2017-12-01,11290.7
2017-12-04,11266.52
2017-12-05,11186.6
2017-12-06,11198.92
2017-12-07,11215.29
2017-12-08,11261.78
2017-12-11,11276.02
2017-12-12,11244.44
2017-12-13,11263.96
2017-12-14,11229.54
2017-12-15,11313.96
2017-12-18,11325.2
2017-12-19,11196.77
2017-12-20,11129.45
2017-12-21,11071.47
2017-12-22,11116.93
2017-12-26,11120.43
2017-12-27,11151.79
2017-12-28,11186.1
2017-12-29,11158.74
2018-01-02,11153.43
2018-01-03,11161.93
2018-01-04,11081.82
2018-01-05,11111.85
2018-01-08,11170.16
2018-01-09,11091.9
2018-01-10,10999.97
2018-01-11,10988.78
2018-01-12,10967.83
2018-01-16,10952.15
2018-01-17,11043.2
2018-01-18,10981.31
2018-01-19,11032.41
2018-01-22,11098.63
2018-01-23,11200.49
2018-01-24,11157.01
2018-01-25,11224.39
2018-01-26,11262.32
2018-01-29,11170.53
2018-01-30,11124.88
2018-01-31,11242.49
2018-02-01,11104.86
2018-02-02,10949.13
2018-02-05,10647.15
2018-02-06,10652.31
2018-02-07,10594.14
2018-02-08,10345.95
2018-02-09,10540.16
2018-02-12,10612.4
2018-02-13,10679.02
2018-02-14,10677.03
2018-02-15,10871.29
2018-02-16,10915.3
2018-02-20,10785.22
2018-02-21,10632.02
2018-02-22,10675.75
2018-02-23,10876.86
2018-02-26,10911.68
2018-02-27,10719.74
2018-02-28,10665.73
2018-03-01,10618.96
2018-03-02,10647.46
2018-03-05,10806.75
2018-03-06,10782.94
2018-03-07,10774.69
2018-03-08,10832.82
2018-03-09,10900.09
2018-03-12,10941.39
2018-03-13,10947.39
2018-03-14,10945.85
2018-03-15,10921.1
2018-03-16,10988.29
2018-03-19,10885.08
2018-03-20,10850.01
2018-03-21,10767.47
2018-03-22,10703.38
2018-03-23,10558.02
2018-03-26,10706.49
2018-03-27,10728.58
2018-03-28,10815.89
2018-03-29,10875.74
2018-04-02,10718.28
2018-04-03,10796.57
2018-04-04,10908.48
2018-04-05,10948.69
2018-04-06,10832.62
2018-04-09,10827.48
2018-04-10,10833.33
2018-04-11,10822.93
2018-04-12,10743.95
2018-04-13,10791.43
2018-04-16,10889.83
2018-04-17,10993.25
2018-04-18,10963.82
2018-04-19,10834.91
2018-04-20,10717.75
2018-04-23,10739.83
2018-04-24,10739.76
2018-04-25,10749.57
2018-04-26,10889.07
2018-04-27,11017.08
2018-04-30,10936.38
2018-05-01,10968.73
2018-05-02,10875
2018-05-03,10869.1
2018-05-04,10987.88
2018-05-07,10988.24
2018-05-08,10869.9
2018-05-09,10885.71
2018-05-10,10993.14
2018-05-11,10988.12
2018-05-14,10932.48
2018-05-15,10807.66
2018-05-16,10801.27
2018-05-17,10745.92
2018-05-18,10724.57
2018-05-21,10792.37
2018-05-22,10808.54
2018-05-23,10899.01
2018-05-24,10911.17
2018-05-25,10940.14
2018-05-29,10938.24
2018-05-30,11055.99
2018-05-31,10994.25
2018-06-01,10977.82
2018-06-04,11017.61
2018-06-05,10990.35
2018-06-06,10952.73
2018-06-07,10965.77
2018-06-08,11028.36
2018-06-11,11031.5
2018-06-12,11114.1
2018-06-13,10980.56
2018-06-14,11081.08
2018-06-15,11125.22
2018-06-18,11104.1
2018-06-19,11143.93
2018-06-20,11200.24
2018-06-21,11230.53
2018-06-22,11308.57
2018-06-25,11367.39
2018-06-26,11376.31
2018-06-27,11346.17
2018-06-28,11423.79
2018-06-29,11419.01
2018-07-02,11415.88
2018-07-03,11466.03
2018-07-05,11590.3
2018-07-06,11657.39
2018-07-09,11517.87
2018-07-10,11569.31
2018-07-11,11577.25
2018-07-12,11603.37
2018-07-13,11595.62
2018-07-16,11540.43
2018-07-17,11533.4
2018-07-18,11474.71
2018-07-19,11566.89
2018-07-20,11500.01
2018-07-23,11469.51
2018-07-24,11451.91
2018-07-25,11541.32
2018-07-26,11612.39
2018-07-27,11500.96
2018-07-30,11458.42
2018-07-31,11608.9
2018-08-01,11562.54
2018-08-02,11624.91
2018-08-03,11762.4
2018-08-06,11760.92
2018-08-07,11726.4
2018-08-08,11680.01
2018-08-09,11709.13
2018-08-10,11649.14
2018-08-13,11637.61
2018-08-14,11698.02
2018-08-15,11745.16
2018-08-16,11843.26
2018-08-17,11924.32
2018-08-20,11936.2
2018-08-21,11865.34
2018-08-22,11796.49
2018-08-23,11793.02
2018-08-24,11838.07
2018-08-27,11818.93
2018-08-28,11847.62
2018-08-29,11894.71
2018-08-30,11850.27
2018-08-31,11849.47
2018-09-04,11826
2018-09-05,11901.46
2018-09-06,11933.67
2018-09-07,11838.58
2018-09-10,11892.75
2018-09-11,11883.21
2018-09-12,11905.32
2018-09-13,11969.82
2018-09-14,11897.41
2018-09-17,11911.81
2018-09-18,11881.06
2018-09-19,11751.27
2018-09-20,11830.51
2018-09-21,11862.16
2018-09-24,11723.04
2018-09-25,11672.06
2018-09-26,11593.95
2018-09-27,11633.93
2018-09-28,11763.07
2018-10-01,11704.72
2018-10-02,11729.49
2018-10-03,11611.45
2018-10-04,11586.29
2018-10-05,11645.5
2018-10-08,11726.61
2018-10-09,11736.13
2018-10-10,11566.4
2018-10-11,11318.05
2018-10-12,11374.31
2018-10-15,11412.45
2018-10-16,11617.35
2018-10-17,11616
2018-10-18,11572.89
2018-10-19,11657.07
2018-10-22,11544.87
2018-10-23,11527.65
2018-10-24,11561.54
2018-10-25,11564.84
2018-10-26,11338.24
2018-10-29,11451.31
2018-10-30,11618.34
2018-10-31,11527.28
2018-11-01,11626.67
2018-11-02,11532.98
2018-11-05,11656.56
2018-11-06,11714.18
2018-11-07,11845.86
2018-11-08,11839.82
2018-11-09,11809.47
2018-11-12,11721.72
2018-11-13,11720.14
2018-11-14,11649.38
2018-11-15,11621.68
2018-11-16,11734.12
2018-11-19,11686.87
2018-11-20,11611.84
2018-11-21,11575.04
2018-11-23,11575.71
2018-11-26,11645.63
2018-11-27,11713.78
2018-11-28,11807.54
2018-11-29,11795.89
2018-11-30,11917.65
2018-12-03,12008.12
2018-12-04,11851.56
2018-12-06,11958.93
2018-12-07,11843.33
2018-12-10,11838.71
2018-12-11,11876.48
2018-12-12,11786.1
2018-12-13,11831.45
2018-12-14,11761.18
2018-12-17,11390.02
2018-12-18,11390.35
2018-12-19,11291.45
2018-12-20,11218.11
2018-12-21,11080.11
2018-12-24,10677.48
2018-12-26,10997.69
2018-12-27,11074.51
2018-12-28,11067.72
2018-12-31,11106.96
2019-01-02,10934.98
2019-01-03,10907.14
2019-01-04,11096.39
2019-01-07,11134.72
2019-01-08,11285.8
2019-01-09,11267.88
2019-01-10,11414.28
2019-01-11,11422.32
2019-01-14,11288.04
2019-01-15,11428.33
2019-01-16,11450.37
2019-01-17,11519.06
2019-01-18,11604.12
2019-01-22,11534.48
2019-01-23,11589.19
2019-01-24,11614.45
2019-01-25,11627.97
2019-01-28,11638.7
2019-01-29,11658.68
2019-01-30,11753.38
2019-01-31,11902.09
2019-02-01,11858.77
2019-02-04,11883.63
2019-02-05,11915.48
2019-02-06,11862.39
2019-02-07,11907.01
2019-02-08,11968.48
2019-02-11,11983.62
2019-02-12,12011.85
2019-02-13,12025.84
2019-02-14,12018.38
2019-02-15,12090.08
2019-02-19,12116.84
2019-02-20,12101.36
2019-02-21,12128.7
2019-02-22,12155.46
2019-02-25,12089.37
2019-02-26,12074.94
2019-02-27,12070.08
2019-02-28,12117.93
2019-03-01,12175.94
2019-03-04,12153.02
2019-03-05,12140.96
2019-03-06,12074.53
2019-03-07,12076.99
2019-03-08,12086.94
2019-03-11,12218.78
2019-03-12,12278.51
2019-03-13,12335.11
2019-03-14,12323.63
2019-03-15,12349.61
2019-03-18,12317.28
2019-03-19,12258.32
2019-03-20,12259.77
2019-03-21,12455.3
2019-03-22,12412.04
2019-03-25,12422.09
2019-03-26,12513.1
2019-03-27,12453.57
2019-03-28,12473.37
2019-03-29,12505.65
2019-04-01,12486.3
2019-04-02,12518.03
2019-04-03,12493.66
2019-04-04,12487.04
2019-04-05,12581.9
2019-04-08,12540.27
2019-04-09,12521.17
2019-04-10,12570.16
2019-04-11,12571.09
2019-04-12,12626.07
2019-04-15,12600.12
2019-04-16,12408.27
2019-04-17,12298.33
2019-04-18,12353.88
2019-04-22,12304.37
2019-04-23,12389.48
2019-04-24,12450.95
2019-04-25,12449.45
2019-04-26,12528.72
2019-04-29,12455.91
2019-04-30,12599.02
2019-05-01,12507.2
2019-05-02,12526.07
2019-05-03,12628.3
2019-05-06,12605.37
2019-05-07,12465.31
2019-05-08,12424.3
2019-05-09,12439.51
2019-05-10,12574.22
2019-05-13,12533.37
2019-05-14,12555.02
2019-05-15,12604.14
2019-05-16,12676.58
2019-05-17,12670.67
2019-05-20,12590.36
2019-05-21,12649.24
2019-05-22,12699.02
2019-05-23,12735.29
2019-05-24,12739.95
2019-05-28,12565.29
2019-05-29,12400.61
2019-05-30,12442.87
2019-05-31,12461.36
2019-06-03,12550.75
2019-06-04,12607.61
2019-06-05,12853.71
2019-06-06,12911.32
2019-06-07,12939.34
2019-06-10,12897.04
2019-06-11,12855.78
2019-06-12,12912.6
2019-06-13,12955.11
2019-06-14,12989.83
2019-06-17,13019.35
2019-06-18,12999.31
2019-06-19,13100.41
2019-06-20,13182.08
2019-06-21,13136.43
2019-06-24,13119.55
2019-06-25,13041.22
2019-06-26,12828.07
2019-06-27,12893.35
2019-06-28,12974.27
2019-07-01,12984.56
2019-07-02,13126.43
2019-07-03,13268.8
2019-07-05,13213.79
2019-07-08,13216.36
2019-07-09,13244.37
2019-07-10,13300.93
2019-07-11,13239.07
2019-07-12,13195.79
2019-07-15,13208.8
2019-07-16,13162.46
2019-07-17,13169.02
2019-07-18,13241.02
2019-07-19,13064.44
2019-07-22,13057.34
2019-07-23,13105.52
2019-07-24,13123.33
2019-07-25,13074.45
2019-07-26,13126.65
2019-07-29,13182.02
2019-07-30,13189.95
2019-07-31,13088.53
2019-08-01,13115.86
2019-08-02,13114.52
2019-08-05,12859.6
2019-08-06,13012.52
2019-08-07,13096.61
2019-08-08,13269.86
2019-08-09,13237.38
2019-08-12,13201.68
2019-08-13,13259.55
2019-08-14,13059.68
2019-08-15,13216.76
2019-08-16,13319.18
2019-08-19,13431.22
2019-08-20,13353.9
2019-08-21,13435.71
2019-08-22,13462.15
2019-08-23,13254.64
2019-08-26,13400.1
2019-08-27,13369.69
2019-08-28,13401.4
2019-08-29,13482.4
2019-08-30,13493.37
2019-09-03,13608.45
2019-09-04,13663.53
2019-09-05,13586.25
2019-09-06,13598.14
2019-09-09,13503.68
2019-09-10,13455.2
2019-09-11,13531.44
2019-09-12,13573.75
2019-09-13,13473.91
2019-09-16,13511.32
2019-09-17,13638.09
2019-09-18,13627.74
2019-09-19,13651.14
2019-09-20,13668.33
2019-09-23,13661.94
2019-09-24,13697.57
2019-09-25,13698.6
2019-09-26,13768.41
2019-09-27,13712.36
2019-09-30,13745.3
2019-10-01,13643.82
2019-10-02,13486.92
2019-10-03,13575.15
2019-10-04,13723.72
2019-10-07,13656.65
2019-10-08,13518.62
2019-10-09,13587.52
2019-10-10,13612.69
2019-10-11,13604.56
2019-10-14,13578.26
2019-10-15,13586.67
2019-10-16,13590.44
2019-10-17,13645.32
2019-10-18,13679.22
2019-10-21,13730.03
2019-10-22,13670.44
2019-10-23,13695.87
2019-10-24,13716.33
2019-10-25,13617.27
2019-10-28,13537.66
2019-10-29,13566.45
2019-10-30,13666.94
2019-10-31,13659.48
2019-11-01,13646.85
2019-11-04,13504.53
2019-11-05,13355.23
2019-11-06,13417.42
2019-11-07,13300.85
2019-11-08,13268.38
2019-11-11,13247.59
2019-11-12,13268.42
2019-11-13,13408.8
2019-11-14,13470.1
2019-11-15,13524.51
2019-11-18,13566.48
2019-11-19,13595.56
2019-11-20,13629.11
2019-11-21,13526.06
2019-11-22,13501.66
2019-11-25,13524.7
2019-11-26,13628
2019-11-27,13665.83
2019-11-29,13627.07
2019-12-02,13513.96
2019-12-03,13552.02
2019-12-04,13632.48
2019-12-05,13637.44
2019-12-06,13651.13
2019-12-09,13614.03
2019-12-10,13579.63
2019-12-11,13556.91
2019-12-12,13478.29
2019-12-13,13530.94
2019-12-16,13625.88
2019-12-17,13579.13
2019-12-18,13638.56
2019-12-19,13688.24
2019-12-20,13791.12
2019-12-23,13721.19
2019-12-24,13742.9
2019-12-26,13761.54
2019-12-27,13801.44
2019-12-30,13774.45
2019-12-31,13845.46
2020-01-02,13710.43
2020-01-03,13744.13
2020-01-06,13778.05
2020-01-07,13708.46
2020-01-08,13739.86
2020-01-09,13787.58
2020-01-10,13831.08
2020-01-13,13949.42
2020-01-14,13964.56
2020-01-15,14082.02
2020-01-16,14194.93
2020-01-17,14242.49
2020-01-21,14347.57
2020-01-22,14333.19
2020-01-23,14415.14
2020-01-24,14373.95
2020-01-27,14317.5
2020-01-28,14368.57
2020-01-29,14335.06
2020-01-30,14412.74
2020-01-31,14261.12
2020-02-03,14319.62
2020-02-04,14357.45
2020-02-05,14400.48
2020-02-06,14426.35
2020-02-07,14385.27
2020-02-10,14479.87
2020-02-11,14521.78
2020-02-12,14537.25
2020-02-13,14645.25
2020-02-14,14769.8
2020-02-18,14787.67
2020-02-19,14702.12
2020-02-20,14760.54
2020-02-21,14749.82
2020-02-24,14546.32
2020-02-25,14214.33
2020-02-26,14117.14
2020-02-27,13488.18
2020-02-28,13130.57
2020-03-02,13791.96
2020-03-03,13665.2
2020-03-04,14299.94
2020-03-05,14024.41
2020-03-06,13856.62
2020-03-09,13080.65
2020-03-10,13467.92
2020-03-11,12826.84
2020-03-12,11693.35
2020-03-13,12422.48
2020-03-16,10991.91
2020-03-17,11978.8
2020-03-18,11260.37
2020-03-19,11000.48
2020-03-20,10304.12
2020-03-23,9855.34
2020-03-24,10691.9
2020-03-25,10934.8
2020-03-26,11689.36
2020-03-27,11647.16
2020-03-30,11969.34
2020-03-31,11634.01
2020-04-01,11097.64
2020-04-02,11308.83
2020-04-03,11162.84
2020-04-06,11886.56
2020-04-07,11822.66
2020-04-08,12366.91
2020-04-09,12843.58
2020-04-13,12480.77
2020-04-14,12891.11
2020-04-15,12532.74
2020-04-16,12568.2
2020-04-17,12900.19
2020-04-20,12587.46
2020-04-21,12326.73
2020-04-22,12554.02
2020-04-23,12401.44
2020-04-24,12497.93
2020-04-27,12673.06
2020-04-28,12679.28
2020-04-29,12682.89
2020-04-30,12526.72
2020-05-01,12269.76
2020-05-04,12311.35
2020-05-05,12470.07
2020-05-06,12240.19
2020-05-07,12339.81
2020-05-08,12519.79
2020-05-11,12521.83
2020-05-12,12278.64
2020-05-13,12161.76
2020-05-14,12208.47
2020-05-15,12206.01
2020-05-18,12564.35
2020-05-19,12398.61
2020-05-20,12486.37
2020-05-21,12353.89
2020-05-22,12456.22
2020-05-26,12547.39
2020-05-27,12693.46
2020-05-28,12913.43
2020-05-29,13006.65
2020-06-01,13116.29
2020-06-02,13183.91
2020-06-03,13297.21
2020-06-04,13128.73
2020-06-05,13366.23
2020-06-08,13604.01
2020-06-09,13427.07
2020-06-10,13343.02
2020-06-11,12729.47
2020-06-12,12854.03
2020-06-15,12968.73
2020-06-16,13152.43
2020-06-17,13111.22
2020-06-18,13083.66
2020-06-19,12911.5
2020-06-22,12961.48
2020-06-23,12901.63
2020-06-24,12660.21
2020-06-25,12719.32
2020-06-26,12578.14
2020-06-29,12751
2020-06-30,12905
2020-07-01,13082.34
2020-07-02,13110.03
2020-07-06,13118.84
2020-07-07,13042.72
2020-07-08,13072.06
2020-07-09,12994.76
2020-07-10,13099.66
2020-07-13,12997.81
2020-07-14,13179.16
2020-07-15,13208.25
2020-07-16,13198.87
2020-07-17,13383.26
2020-07-20,13307.96
2020-07-21,13328.78
2020-07-22,13492.84
2020-07-23,13471.58
2020-07-24,13413.01
2020-07-27,13448.85
2020-07-28,13538.46
2020-07-29,13684.6
2020-07-30,13647.44
2020-07-31,13686.43
2020-08-03,13607.15
2020-08-04,13718.9
2020-08-05,13632.03
2020-08-06,13643.89
2020-08-07,13783.01
2020-08-10,13765.75
2020-08-11,13547.28
2020-08-12,13723.56
2020-08-13,13686.37
2020-08-14,13657.83
2020-08-17,13749.07
2020-08-18,13737.34
2020-08-19,13607.59
2020-08-20,13610.13
2020-08-21,13609.22
2020-08-24,13690.31
2020-08-25,13676.5
2020-08-26,13642.96
2020-08-27,13734.72
2020-08-28,13774.3
2020-08-31,13775.73
2020-09-01,13704.62
2020-09-02,14015.62
2020-09-03,13741.66
2020-09-04,13650.54
2020-09-08,13452.77
2020-09-09,13659.72
2020-09-10,13444.91
2020-09-11,13436.24
2020-09-14,13632.22
2020-09-15,13664.62
2020-09-16,13671.82
2020-09-17,13540.15
2020-09-18,13356.19
2020-09-21,13203.71
2020-09-22,13321.69
2020-09-23,13046.59
2020-09-24,13132.96
2020-09-25,13345.68
2020-09-28,13470.84
2020-09-29,13420.3
2020-09-30,13524.53
2020-10-01,13634.22
2020-10-02,13677.75
2020-10-05,13818.57
2020-10-06,13762.3
2020-10-07,13858.34
2020-10-08,14015.85
2020-10-09,14070.35
2020-10-12,14190.54
2020-10-13,14114.25
2020-10-14,14053.07
2020-10-15,14068.67
2020-10-16,14075.78
2020-10-19,13886.66
2020-10-20,13934.71
2020-10-21,13941.95
2020-10-22,13971.33
2020-10-23,14020.37
2020-10-26,13892.95
2020-10-27,13819.18
2020-10-28,13417.88
2020-10-29,13435.63
2020-10-30,13359.6
2020-11-02,13610.96
2020-11-03,13832.32
2020-11-04,13892.87
2020-11-05,14008.63
2020-11-06,13982.36
2020-11-09,14039.58
2020-11-10,14203.81
2020-11-11,14302.95
2020-11-12,14154.03
2020-11-13,14337.29
2020-11-16,14429.27
2020-11-17,14299.87
2020-11-18,14067.14
2020-11-19,14063.36
2020-11-20,14023.5
2020-11-23,13997.67
2020-11-24,14044.63
2020-11-25,14061.7
2020-11-27,14046.01
2020-11-30,14012.85
2020-12-01,14114.01
2020-12-02,14058.02
2020-12-03,14058.36
2020-12-04,14105.73
2020-12-07,14120.17
2020-12-08,14115.5
2020-12-09,14031.67
2020-12-10,13974.82
2020-12-11,13979.22
2020-12-14,13951.6
2020-12-15,14120.8
2020-12-16,14103.34
2020-12-17,14256
2020-12-18,14190.77
2020-12-21,14035.58
2020-12-22,14044.11
2020-12-23,13992.49
2020-12-24,14082.86
2020-12-28,14128.37
2020-12-29,14084.16
2020-12-30,14113.63
2020-12-31,14279.44
2021-01-04,14020.13
2021-01-05,14025.44
2021-01-06,14104.08
2021-01-07,14074
2021-01-08,14155.06
2021-01-11,14046.53
2021-01-12,13977.34
2021-01-13,14097.66
2021-01-14,14015.38
2021-01-15,14112.74
2021-01-19,14080.36
2021-01-20,14223.43
2021-01-21,14166.55
2021-01-22,14172.57
2021-01-25,14351.67
2021-01-26,14404.26
2021-01-27,14203.45
2021-01-28,14186.79
2021-01-29,14046.7
2021-02-01,14173
2021-02-02,14243.43
2021-02-03,14180.62
2021-02-04,14280.29
2021-02-05,14330.49
2021-02-08,14341.96
2021-02-09,14342.68
2021-02-10,14395.59
