Date,S&P 500 Low Rate-Sensitivity Index (USD) TR
2016-07-06,10555.41
2016-07-07,10525.18
2016-07-08,10690.7
2016-07-11,10721.29
2016-07-12,10778.48
2016-07-13,10790.76
2016-07-14,10811.97
2016-07-15,10805.5
2016-07-18,10821.69
2016-07-19,10806.16
2016-07-20,10835.5
2016-07-21,10805.24
2016-07-22,10878.58
2016-07-25,10865.27
2016-07-26,10871.53
2016-07-27,10808.07
2016-07-28,10845.62
2016-07-29,10871.22
2016-08-01,10852.62
2016-08-02,10752.74
2016-08-03,10775.57
2016-08-04,10771.63
2016-08-05,10825.5
2016-08-08,10815.73
2016-08-09,10807.76
2016-08-10,10796.61
2016-08-11,10851.66
2016-08-12,10853.31
2016-08-15,10873.45
2016-08-16,10789.78
2016-08-17,10820.69
2016-08-18,10871.2
2016-08-19,10853.52
2016-08-22,10856.9
2016-08-23,10875.91
2016-08-24,10807.79
2016-08-25,10793.82
2016-08-26,10734.74
2016-08-29,10801.34
2016-08-30,10759.8
2016-08-31,10733.67
2016-09-01,10725.87
2016-09-02,10786.5
2016-09-06,10829.96
2016-09-07,10846.88
2016-09-08,10816.89
2016-09-09,10500.5
2016-09-12,10663.82
2016-09-13,10487.71
2016-09-14,10479.38
2016-09-15,10576.23
2016-09-16,10547.79
2016-09-19,10576.86
2016-09-20,10563.45
2016-09-21,10703.74
2016-09-22,10791.06
2016-09-23,10750.11
2016-09-26,10680.88
2016-09-27,10706.47
2016-09-28,10753.9
2016-09-29,10643.46
2016-09-30,10705.7
2016-10-03,10644.91
2016-10-04,10547.86
2016-10-05,10565.48
2016-10-06,10569.83
2016-10-07,10529.62
2016-10-10,10582.86
2016-10-11,10434.84
2016-10-12,10469.02
2016-10-13,10464.05
2016-10-14,10444.06
2016-10-17,10419.6
2016-10-18,10483.76
2016-10-19,10512.45
2016-10-20,10495.55
2016-10-21,10481.19
2016-10-24,10513.79
2016-10-25,10463.31
2016-10-26,10435.17
2016-10-27,10356.53
2016-10-28,10369.56
2016-10-31,10414.04
2016-11-01,10310.58
2016-11-02,10234.13
2016-11-03,10192.63
2016-11-04,10197.17
2016-11-07,10403.34
2016-11-08,10454.27
2016-11-09,10484.61
2016-11-10,10485.16
2016-11-11,10475.92
2016-11-14,10551.1
2016-11-15,10622.85
2016-11-16,10587.21
2016-11-17,10619.87
2016-11-18,10586.44
2016-11-21,10662.46
2016-11-22,10708.12
2016-11-23,10709.53
2016-11-25,10763.51
2016-11-28,10741.53
2016-11-29,10757.8
2016-11-30,10667.55
2016-12-01,10602.4
2016-12-02,10634.02
2016-12-05,10695.45
2016-12-06,10731.77
2016-12-07,10882.19
2016-12-08,10916.26
2016-12-09,10958.48
2016-12-12,10939.42
2016-12-13,10989.47
2016-12-14,10861.85
2016-12-15,10898.51
2016-12-16,10909.92
2016-12-19,10934.23
2016-12-20,10962.96
2016-12-21,10929.64
2016-12-22,10895.03
2016-12-23,10917.41
2016-12-27,10944.2
2016-12-28,10841.28
2016-12-29,10875.02
2016-12-30,10839.06
2017-01-03,10909.39
2017-01-04,11010.85
2017-01-05,10989.89
2017-01-06,11011.06
2017-01-09,10943.82
2017-01-10,10950.06
2017-01-11,10974.88
2017-01-12,10966.16
2017-01-13,10979.18
2017-01-17,10989.3
2017-01-18,11008.41
2017-01-19,10948.61
2017-01-20,10990.24
2017-01-23,10963.83
2017-01-24,11035.59
2017-01-25,11086.98
2017-01-26,11063.37
2017-01-27,11032.51
2017-01-30,10980.61
2017-01-31,11016.24
2017-02-01,10968.68
2017-02-02,11019.41
2017-02-03,11081.7
2017-02-06,11055.63
2017-02-07,11051.06
2017-02-08,11097.21
2017-02-09,11156.61
2017-02-10,11212.06
2017-02-13,11248.77
2017-02-14,11259.18
2017-02-15,11304.97
2017-02-16,11300.28
2017-02-17,11335.75
2017-02-21,11420.09
2017-02-22,11398.33
2017-02-23,11402.42
2017-02-24,11455.06
2017-02-27,11459.39
2017-02-28,11424.62
2017-03-01,11510.35
2017-03-02,11468.32
2017-03-03,11454.97
2017-03-06,11399.83
2017-03-07,11353
2017-03-08,11311.51
2017-03-09,11291.89
2017-03-10,11335.49
2017-03-13,11348.78
2017-03-14,11305.91
2017-03-15,11444.49
2017-03-16,11403.64
2017-03-17,11414.35
2017-03-20,11383.79
2017-03-21,11289.75
2017-03-22,11313.28
2017-03-23,11316.22
2017-03-24,11322.45
2017-03-27,11309.56
2017-03-28,11373.68
2017-03-29,11399.04
2017-03-30,11402.06
2017-03-31,11398.36
2017-04-03,11367.19
2017-04-04,11351.75
2017-04-05,11339.32
2017-04-06,11383.57
2017-04-07,11375.67
2017-04-10,11406.29
2017-04-11,11414.47
2017-04-12,11380.39
2017-04-13,11318.78
2017-04-17,11412.18
2017-04-18,11399
2017-04-19,11397.02
2017-04-20,11461.06
2017-04-21,11430.46
2017-04-24,11516.22
2017-04-25,11565.12
2017-04-26,11552
2017-04-27,11556.23
2017-04-28,11509.77
2017-05-01,11495.74
2017-05-02,11519.71
2017-05-03,11466.63
2017-05-04,11489.85
2017-05-05,11559.21
2017-05-08,11530.77
2017-05-09,11519.67
2017-05-10,11556.81
2017-05-11,11516.9
2017-05-12,11476.52
2017-05-15,11536.73
2017-05-16,11486.1
2017-05-17,11366.83
2017-05-18,11399.72
2017-05-19,11474.29
2017-05-22,11541.5
2017-05-23,11539.57
2017-05-24,11578.31
2017-05-25,11634.75
2017-05-26,11631.29
2017-05-30,11612.53
2017-05-31,11632.74
2017-06-01,11750.04
2017-06-02,11783.97
2017-06-05,11748.74
2017-06-06,11704.11
2017-06-07,11725.49
2017-06-08,11703.85
2017-06-09,11729.64
2017-06-12,11748.91
2017-06-13,11806.1
2017-06-14,11810.37
2017-06-15,11804.6
2017-06-16,11785.28
2017-06-19,11848.37
2017-06-20,11773.09
2017-06-21,11754.28
2017-06-22,11758.87
2017-06-23,11785.76
2017-06-26,11821.56
2017-06-27,11723.48
2017-06-28,11785.41
2017-06-29,11682.91
2017-06-30,11710.07
2017-07-03,11743.92
2017-07-05,11714.06
2017-07-06,11584.13
2017-07-07,11653.58
2017-07-10,11626.77
2017-07-11,11610.98
2017-07-12,11707.43
2017-07-13,11726.84
2017-07-14,11794.84
2017-07-17,11814.04
2017-07-18,11794.52
2017-07-19,11865.97
2017-07-20,11872.62
2017-07-21,11894.57
2017-07-24,11857.93
2017-07-25,11889.95
2017-07-26,11896.7
2017-07-27,11903.01
2017-07-28,11885.54
2017-07-31,11881.57
2017-08-01,11897.44
2017-08-02,11871.35
2017-08-03,11853.3
2017-08-04,11858.53
2017-08-07,11882.45
2017-08-08,11854.71
2017-08-09,11841.92
2017-08-10,11705.69
2017-08-11,11704.33
2017-08-14,11813.8
2017-08-15,11781.09
2017-08-16,11821.81
2017-08-17,11670.61
2017-08-18,11636.75
2017-08-21,11667.19
2017-08-22,11750.69
2017-08-23,11729.66
2017-08-24,11696.95
2017-08-25,11737.54
2017-08-28,11724.71
2017-08-29,11717.79
2017-08-30,11762.2
2017-08-31,11818.96
2017-09-01,11849.56
2017-09-05,11798.91
2017-09-06,11827.24
2017-09-07,11849.78
2017-09-08,11861.32
2017-09-11,11968.42
2017-09-12,11969.64
2017-09-13,11957.03
2017-09-14,11971.61
2017-09-15,11992.83
2017-09-18,11973.31
2017-09-19,11934.77
2017-09-20,11920.56
2017-09-21,11883.77
2017-09-22,11890.44
2017-09-25,11919.45
2017-09-26,11924.35
2017-09-27,11917.29
2017-09-28,11937.98
2017-09-29,11969.66
2017-10-02,12004.08
2017-10-03,12014.97
2017-10-04,12061.5
2017-10-05,12099.86
2017-10-06,12075.19
2017-10-09,12036.91
2017-10-10,12081.12
2017-10-11,12097.23
2017-10-12,12117.9
2017-10-13,12121.1
2017-10-16,12108.25
2017-10-17,12120.62
2017-10-18,12118.17
2017-10-19,12136.52
2017-10-20,12197.91
2017-10-23,12161.8
2017-10-24,12156.04
2017-10-25,12080.82
2017-10-26,12085.77
2017-10-27,12103.64
2017-10-30,12057.1
2017-10-31,12075.75
2017-11-01,12066.51
2017-11-02,12066.97
2017-11-03,12083.07
2017-11-06,12106.83
2017-11-07,12138.58
2017-11-08,12175.98
2017-11-09,12159.12
2017-11-10,12165.81
2017-11-13,12206.41
2017-11-14,12223.48
2017-11-15,12146.55
2017-11-16,12248.79
2017-11-17,12248.03
2017-11-20,12251.17
2017-11-21,12293.96
2017-11-22,12289.12
2017-11-24,12304.33
2017-11-27,12302.59
2017-11-28,12407.96
2017-11-29,12460.95
2017-11-30,12547.95
2017-12-01,12516.04
2017-12-04,12525.12
2017-12-05,12443.42
2017-12-06,12438.47
2017-12-07,12476.24
2017-12-08,12549.37
2017-12-11,12565.61
2017-12-12,12547.41
2017-12-13,12551.11
2017-12-14,12490.98
2017-12-15,12601.58
2017-12-18,12660.75
2017-12-19,12588.87
2017-12-20,12560.2
2017-12-21,12552.22
2017-12-22,12572.1
2017-12-26,12586.62
2017-12-27,12599.12
2017-12-28,12632.43
2017-12-29,12579.25
2018-01-02,12644.19
2018-01-03,12694.39
2018-01-04,12688.84
2018-01-05,12751.35
2018-01-08,12794.75
2018-01-09,12766.56
2018-01-10,12706.4
2018-01-11,12780.55
2018-01-12,12829.77
2018-01-16,12771.24
2018-01-17,12880.4
2018-01-18,12839.7
2018-01-19,12918.59
2018-01-22,13001.52
2018-01-23,13062.75
2018-01-24,13044.25
2018-01-25,13067.92
2018-01-26,13167.8
2018-01-29,13069.32
2018-01-30,12955.94
2018-01-31,12989.45
2018-02-01,12916.25
2018-02-02,12688.78
2018-02-05,12256.95
2018-02-06,12370.36
2018-02-07,12334.66
2018-02-08,11952.39
2018-02-09,12131.02
2018-02-12,12261.46
2018-02-13,12303.98
2018-02-14,12419.8
2018-02-15,12583.68
2018-02-16,12606.78
2018-02-20,12498.67
2018-02-21,12396.24
2018-02-22,12412.74
2018-02-23,12613.98
2018-02-26,12694.78
2018-02-27,12511.14
2018-02-28,12405.17
2018-03-01,12290.96
2018-03-02,12357.14
2018-03-05,12512.9
2018-03-06,12540.62
2018-03-07,12530.44
2018-03-08,12583.62
2018-03-09,12744.23
2018-03-12,12742.8
2018-03-13,12713.51
2018-03-14,12662.12
2018-03-15,12635.39
2018-03-16,12692.38
2018-03-19,12556.11
2018-03-20,12548.39
2018-03-21,12511.5
2018-03-22,12299.72
2018-03-23,12096.75
2018-03-26,12335.96
2018-03-27,12242.92
2018-03-28,12267.05
2018-03-29,12391.93
2018-04-02,12152.1
2018-04-03,12279.24
2018-04-04,12419.47
2018-04-05,12485.82
2018-04-06,12262.75
2018-04-09,12275.91
2018-04-10,12391.38
2018-04-11,12352.06
2018-04-12,12366.86
2018-04-13,12361.82
2018-04-16,12483.18
2018-04-17,12596.32
2018-04-18,12606.61
2018-04-19,12496.01
2018-04-20,12390.22
2018-04-23,12415.53
2018-04-24,12330.34
2018-04-25,12360.64
2018-04-26,12471.47
2018-04-27,12543.02
2018-04-30,12436.2
2018-05-01,12457.43
2018-05-02,12349.03
2018-05-03,12315.49
2018-05-04,12457.58
2018-05-07,12466.56
2018-05-08,12412.22
2018-05-09,12482.08
2018-05-10,12593.96
2018-05-11,12604.65
2018-05-14,12589.03
2018-05-15,12495.21
2018-05-16,12539.74
2018-05-17,12528.44
2018-05-18,12510.89
2018-05-21,12586.83
2018-05-22,12552.17
2018-05-23,12606.53
2018-05-24,12609.22
2018-05-25,12615.12
2018-05-29,12529.87
2018-05-30,12678.88
2018-05-31,12576.69
2018-06-01,12650.4
2018-06-04,12698.15
2018-06-05,12702.82
2018-06-06,12755.52
2018-06-07,12768.62
2018-06-08,12835.55
2018-06-11,12855.95
2018-06-12,12916.07
2018-06-13,12822.89
2018-06-14,12890.15
2018-06-15,12912.8
2018-06-18,12883.44
2018-06-19,12864.23
2018-06-20,12908.22
2018-06-21,12871.86
2018-06-22,12921.54
2018-06-25,12847.87
2018-06-26,12859.29
2018-06-27,12770.35
2018-06-28,12835.88
2018-06-29,12844.81
2018-07-02,12846.95
2018-07-03,12855.58
2018-07-05,12976.21
2018-07-06,13072.88
2018-07-09,13085.36
2018-07-10,13127.65
2018-07-11,13061.3
2018-07-12,13129.67
2018-07-13,13142.5
2018-07-16,13090.49
2018-07-17,13123.35
2018-07-18,13117.32
2018-07-19,13156.38
2018-07-20,13103.56
2018-07-23,13091.05
2018-07-24,13081.51
2018-07-25,13193.36
2018-07-26,13244.83
2018-07-27,13151.8
2018-07-30,13091.93
2018-07-31,13210.8
2018-08-01,13135.9
2018-08-02,13196.41
2018-08-03,13287.46
2018-08-06,13306.33
2018-08-07,13313.87
2018-08-08,13283.84
2018-08-09,13284.27
2018-08-10,13198.63
2018-08-13,13154.28
2018-08-14,13249.92
2018-08-15,13211.91
2018-08-16,13320.23
2018-08-17,13396.45
2018-08-20,13442.86
2018-08-21,13444.99
2018-08-22,13397.64
2018-08-23,13374.63
2018-08-24,13438.29
2018-08-27,13481.79
2018-08-28,13499.88
2018-08-29,13553.86
2018-08-30,13478.8
2018-08-31,13488.88
2018-09-04,13466.66
2018-09-05,13500.56
2018-09-06,13497.62
2018-09-07,13434.41
2018-09-10,13486.01
2018-09-11,13490.88
2018-09-12,13516.4
2018-09-13,13584.07
2018-09-14,13568.17
2018-09-17,13539.92
2018-09-18,13575.96
2018-09-19,13523.8
2018-09-20,13611.94
2018-09-21,13635.2
2018-09-24,13514.6
2018-09-25,13470.75
2018-09-26,13416.29
2018-09-27,13435.17
2018-09-28,13497.75
2018-10-01,13479.81
2018-10-02,13471.36
2018-10-03,13423.52
2018-10-04,13341.37
2018-10-05,13316.35
2018-10-08,13354.33
2018-10-09,13315.16
2018-10-10,12989.49
2018-10-11,12712.51
2018-10-12,12819.3
2018-10-15,12828.39
2018-10-16,13083.2
2018-10-17,13062.32
2018-10-18,12935.12
2018-10-19,12944.97
2018-10-22,12858.35
2018-10-23,12811.41
2018-10-24,12581.72
2018-10-25,12694.73
2018-10-26,12483.53
2018-10-29,12513.19
2018-10-30,12755.66
2018-10-31,12777.17
2018-11-01,12940.74
2018-11-02,12880.65
2018-11-05,12978.71
2018-11-06,13059.62
2018-11-07,13250.32
2018-11-08,13238.11
2018-11-09,13154.44
2018-11-12,12982.1
2018-11-13,12982.14
2018-11-14,12899.61
2018-11-15,12966.38
2018-11-16,13036.53
2018-11-19,12892.93
2018-11-20,12727.69
2018-11-21,12765.59
2018-11-23,12748.27
2018-11-26,12885.08
2018-11-27,12915.26
2018-11-28,13118.25
2018-11-29,13090.82
2018-11-30,13187.36
2018-12-03,13312.56
2018-12-04,12979.38
2018-12-06,13005.4
2018-12-07,12768.56
2018-12-10,12764.88
2018-12-11,12772.62
2018-12-12,12787.03
2018-12-13,12765.42
2018-12-14,12609.62
2018-12-17,12299.17
2018-12-18,12298.52
2018-12-19,12136.09
2018-12-20,11974.07
2018-12-21,11778.63
2018-12-24,11429.16
2018-12-26,11886.45
2018-12-27,11984.54
2018-12-28,11967.3
2018-12-31,12047.2
2019-01-02,11976.66
2019-01-03,11803.02
2019-01-04,12127.47
2019-01-07,12222.56
2019-01-08,12364.75
2019-01-09,12413.5
2019-01-10,12518.95
2019-01-11,12526.94
2019-01-14,12432.46
2019-01-15,12545.33
2019-01-16,12561.18
2019-01-17,12660.44
2019-01-18,12814.03
2019-01-22,12671.02
2019-01-23,12691.94
2019-01-24,12738.31
2019-01-25,12831.96
2019-01-28,12803.82
2019-01-29,12828.25
2019-01-30,12960.03
2019-01-31,13075.19
2019-02-01,13085.77
2019-02-04,13147.35
2019-02-05,13205.97
2019-02-06,13181.56
2019-02-07,13142.35
2019-02-08,13182.25
2019-02-11,13210.33
2019-02-12,13332.78
2019-02-13,13372.71
2019-02-14,13349.81
2019-02-15,13465.77
2019-02-19,13490.04
2019-02-20,13508.61
2019-02-21,13488.52
2019-02-22,13555.72
2019-02-25,13531.17
2019-02-26,13505.51
2019-02-27,13498.05
2019-02-28,13501.55
2019-03-01,13582.56
2019-03-04,13527.43
2019-03-05,13495.67
2019-03-06,13398.46
2019-03-07,13332.14
2019-03-08,13311.97
2019-03-11,13477.18
2019-03-12,13520.98
2019-03-13,13594.29
2019-03-14,13577.62
2019-03-15,13618.88
2019-03-18,13642
2019-03-19,13612.67
2019-03-20,13558.13
2019-03-21,13756.41
2019-03-22,13563.54
2019-03-25,13571.15
2019-03-26,13673.21
2019-03-27,13623.63
2019-03-28,13675.43
2019-03-29,13754.23
2019-04-01,13856.87
2019-04-02,13864.68
2019-04-03,13884.79
2019-04-04,13902.92
2019-04-05,13996.67
2019-04-08,13987.23
2019-04-09,13907.6
2019-04-10,13976.16
2019-04-11,13989.33
2019-04-12,14073.18
2019-04-15,14049.72
2019-04-16,13975.3
2019-04-17,13875.13
2019-04-18,13916.66
2019-04-22,13868.22
2019-04-23,13993.99
2019-04-24,14017.01
2019-04-25,13964.55
2019-04-26,14053.78
2019-04-29,14026.18
2019-04-30,14112.86
2019-05-01,13986.32
2019-05-02,14003.37
2019-05-03,14124.51
2019-05-06,14072.9
2019-05-07,13870.73
2019-05-08,13841.3
2019-05-09,13835.65
2019-05-10,13913.38
2019-05-13,13676.89
2019-05-14,13769.32
2019-05-15,13821.47
2019-05-16,13910.92
2019-05-17,13853.76
2019-05-20,13763.62
2019-05-21,13886.2
2019-05-22,13867.32
2019-05-23,13770.33
2019-05-24,13787.43
2019-05-28,13632.27
2019-05-29,13508.15
2019-05-30,13548.49
2019-05-31,13461.12
2019-06-03,13532.12
2019-06-04,13747.74
2019-06-05,13917.59
2019-06-06,13982.32
2019-06-07,14069.32
2019-06-10,14086.57
2019-06-11,14059.51
2019-06-12,14077.82
2019-06-13,14145.15
2019-06-14,14134.44
2019-06-17,14136.02
2019-06-18,14211.21
2019-06-19,14292.22
2019-06-20,14399.75
2019-06-21,14358.06
2019-06-24,14312.93
2019-06-25,14218.47
2019-06-26,14106.45
2019-06-27,14193.98
2019-06-28,14302.32
2019-07-01,14372.2
2019-07-02,14435.75
2019-07-03,14577.5
2019-07-05,14539.19
2019-07-08,14490.98
2019-07-09,14496.05
2019-07-10,14530.91
2019-07-11,14526.88
2019-07-12,14581.04
2019-07-15,14584.51
2019-07-16,14556.27
2019-07-17,14479.29
2019-07-18,14546.13
2019-07-19,14421.91
2019-07-22,14416.34
2019-07-23,14516.48
2019-07-24,14577.73
2019-07-25,14506.33
2019-07-26,14581.82
2019-07-29,14583.29
2019-07-30,14567.85
2019-07-31,14434.08
2019-08-01,14336.3
2019-08-02,14272.79
2019-08-05,13909.6
2019-08-06,14076.15
2019-08-07,14139.64
2019-08-08,14368
2019-08-09,14279.39
2019-08-12,14146
2019-08-13,14291.13
2019-08-14,13935.9
2019-08-15,14001.96
2019-08-16,14178.07
2019-08-19,14324.4
2019-08-20,14222.37
2019-08-21,14330.55
2019-08-22,14342.56
2019-08-23,14014.4
2019-08-26,14149.79
2019-08-27,14101.04
2019-08-28,14186.76
2019-08-29,14336.69
2019-08-30,14353.39
2019-09-03,14331.6
2019-09-04,14460.31
2019-09-05,14572.21
2019-09-06,14603.77
2019-09-09,14588.52
2019-09-10,14601.52
2019-09-11,14701.57
2019-09-12,14732.52
2019-09-13,14692.87
2019-09-16,14690.1
2019-09-17,14750.72
2019-09-18,14740.7
2019-09-19,14726.67
2019-09-20,14694.13
2019-09-23,14699.64
2019-09-24,14641.72
2019-09-25,14692.85
2019-09-26,14700.53
2019-09-27,14631.89
2019-09-30,14701.95
2019-10-01,14529.78
2019-10-02,14294.43
2019-10-03,14398.62
2019-10-04,14571.34
2019-10-07,14500.17
2019-10-08,14291.22
2019-10-09,14401.13
2019-10-10,14476.48
2019-10-11,14596.44
2019-10-14,14565.73
2019-10-15,14651.49
2019-10-16,14642.33
2019-10-17,14696.6
2019-10-18,14701.83
2019-10-21,14778.6
2019-10-22,14744.31
2019-10-23,14783.78
2019-10-24,14806.7
2019-10-25,14800.12
2019-10-28,14805.05
2019-10-29,14841.72
2019-10-30,14889.4
2019-10-31,14839.69
2019-11-01,14953.01
2019-11-04,14941.5
2019-11-05,14889.16
2019-11-06,14917.29
2019-11-07,14899.6
2019-11-08,14914.56
2019-11-11,14886.69
2019-11-12,14900.22
2019-11-13,14948.64
2019-11-14,14990.81
2019-11-15,15087.89
2019-11-18,15090.29
2019-11-19,15099.25
2019-11-20,15070.06
2019-11-21,15004.88
2019-11-22,15029.54
2019-11-25,15124.34
2019-11-26,15187.53
2019-11-27,15243.68
2019-11-29,15182.48
2019-12-02,15054.9
2019-12-03,14993.34
2019-12-04,15093.1
2019-12-05,15113.33
2019-12-06,15206.54
2019-12-09,15166.28
2019-12-10,15142.42
2019-12-11,15164.55
2019-12-12,15233.51
2019-12-13,15229.88
2019-12-16,15327.36
2019-12-17,15310.69
2019-12-18,15340.57
2019-12-19,15399.61
2019-12-20,15494.98
2019-12-23,15469.22
2019-12-24,15480.11
2019-12-26,15510.07
2019-12-27,15519.45
2019-12-30,15462.8
2019-12-31,15525.35
2020-01-02,15515.02
2020-01-03,15470.37
2020-01-06,15500.92
2020-01-07,15462.48
2020-01-08,15511.81
2020-01-09,15582.88
2020-01-10,15571.36
2020-01-13,15674.1
2020-01-14,15692.89
2020-01-15,15759.63
2020-01-16,15898.77
2020-01-17,15944.67
2020-01-21,15942.29
2020-01-22,15936.62
2020-01-23,15991.76
2020-01-24,15870
2020-01-27,15694.2
2020-01-28,15809.2
2020-01-29,15762.09
2020-01-30,15803.89
2020-01-31,15547.99
2020-02-03,15637.74
2020-02-04,15795.83
2020-02-05,15959.31
2020-02-06,15973.11
2020-02-07,15874.1
2020-02-10,15962.17
2020-02-11,16032.41
2020-02-12,16105.97
2020-02-13,16130.78
2020-02-14,16192.81
2020-02-18,16164.99
2020-02-19,16169.93
2020-02-20,16169.29
2020-02-21,16074.53
2020-02-24,15682.83
2020-02-25,15219.35
2020-02-26,15098.16
2020-02-27,14479.89
2020-02-28,14229.59
2020-03-02,14844.46
2020-03-03,14562.35
2020-03-04,15181.53
2020-03-05,14735.98
2020-03-06,14504.58
2020-03-09,13486.73
2020-03-10,14028.14
2020-03-11,13317.37
2020-03-12,12058.75
2020-03-13,12932.44
2020-03-16,11399.71
2020-03-17,12170.49
2020-03-18,11396.45
2020-03-19,11347.37
2020-03-20,10760.84
2020-03-23,10343.28
2020-03-24,11347.53
2020-03-25,11602.71
2020-03-26,12336.03
2020-03-27,12052.19
2020-03-30,12389.03
2020-03-31,12124.7
2020-04-01,11561.39
2020-04-02,11748.31
2020-04-03,11582.85
2020-04-06,12411.22
2020-04-07,12442.79
2020-04-08,12964.19
2020-04-09,13307.55
2020-04-13,13004.19
2020-04-14,13384.81
2020-04-15,13000.41
2020-04-16,13032.67
2020-04-17,13457.63
2020-04-20,13158.24
2020-04-21,12803.81
2020-04-22,13048.83
2020-04-23,13012.27
2020-04-24,13177.3
2020-04-27,13471.22
2020-04-28,13551.67
2020-04-29,13831.15
2020-04-30,13560.9
2020-05-01,13176.73
2020-05-04,13201.8
2020-05-05,13322.59
2020-05-06,13145.7
2020-05-07,13321.72
2020-05-08,13601.67
2020-05-11,13534.86
2020-05-12,13222.96
2020-05-13,12950.8
2020-05-14,13090.82
2020-05-15,13124.12
2020-05-18,13669.94
2020-05-19,13509.09
2020-05-20,13703.71
2020-05-21,13615.97
2020-05-22,13673.31
2020-05-26,13944.32
2020-05-27,14212.96
2020-05-28,14221.07
2020-05-29,14265.8
2020-06-01,14377.21
2020-06-02,14514.33
2020-06-03,14792.91
2020-06-04,14751.6
2020-06-05,15151.42
2020-06-08,15418.84
2020-06-09,15121.71
2020-06-10,14903.23
2020-06-11,14017.1
2020-06-12,14231.41
2020-06-15,14378.39
2020-06-16,14635.43
2020-06-17,14548.25
2020-06-18,14534.54
2020-06-19,14394.68
2020-06-22,14437.71
2020-06-23,14438.51
2020-06-24,14042.37
2020-06-25,14157.04
2020-06-26,13917.02
2020-06-29,14158.03
2020-06-30,14350.62
2020-07-01,14403.27
2020-07-02,14473.13
2020-07-06,14600.33
2020-07-07,14427.8
2020-07-08,14469.09
2020-07-09,14310.18
2020-07-10,14475.28
2020-07-13,14381.2
2020-07-14,14613.12
2020-07-15,14847.86
2020-07-16,14833.04
2020-07-17,14945.09
2020-07-20,14884.2
2020-07-21,14969.71
2020-07-22,15111.43
2020-07-23,15069.75
2020-07-24,14970.95
2020-07-27,15043.51
2020-07-28,14997.19
2020-07-29,15209.82
2020-07-30,15125.49
2020-07-31,15127.88
2020-08-03,15150.94
2020-08-04,15224.93
2020-08-05,15269.77
2020-08-06,15282.16
2020-08-07,15411.5
2020-08-10,15493.49
2020-08-11,15402.41
2020-08-12,15538.98
2020-08-13,15495.11
2020-08-14,15498.4
2020-08-17,15543.33
2020-08-18,15505.55
2020-08-19,15421.38
2020-08-20,15379.83
2020-08-21,15376.13
2020-08-24,15541.92
2020-08-25,15548.25
2020-08-26,15544.55
2020-08-27,15614.89
2020-08-28,15709.34
2020-08-31,15638.62
2020-09-01,15662.36
2020-09-02,15972.66
2020-09-03,15590.24
2020-09-04,15508.89
2020-09-08,15223.59
2020-09-09,15449.2
2020-09-10,15232.32
2020-09-11,15276.58
2020-09-14,15512.29
2020-09-15,15554.86
2020-09-16,15604.98
2020-09-17,15506.88
2020-09-18,15324.66
2020-09-21,15029.71
2020-09-22,15140.2
2020-09-23,14828.16
2020-09-24,14868.01
2020-09-25,15077.37
2020-09-28,15307.23
2020-09-29,15222.72
2020-09-30,15325.25
2020-10-01,15394.56
2020-10-02,15427.96
2020-10-05,15658.21
2020-10-06,15522.65
2020-10-07,15741.97
2020-10-08,15937.89
2020-10-09,15992.5
2020-10-12,16120.83
2020-10-13,15998.37
2020-10-14,15947.25
2020-10-15,15976.76
2020-10-16,15983.09
2020-10-19,15766.42
2020-10-20,15836.23
2020-10-21,15810.24
2020-10-22,15926.34
2020-10-23,16002.31
2020-10-26,15715.38
2020-10-27,15579.75
2020-10-28,15106.06
2020-10-29,15205.51
2020-10-30,15130.82
2020-11-02,15437.08
2020-11-03,15728.93
2020-11-04,15816.86
2020-11-05,16048.48
2020-11-06,16024.25
2020-11-09,16398.6
2020-11-10,16516.41
2020-11-11,16549.65
2020-11-12,16332.2
2020-11-13,16631.14
2020-11-16,16860.87
2020-11-17,16775.33
2020-11-18,16563.93
2020-11-19,16619.81
2020-11-20,16545.96
2020-11-23,16669.47
2020-11-24,16893.61
2020-11-25,16829.74
2020-11-27,16837.96
2020-11-30,16737.06
2020-12-01,16880.79
2020-12-02,16869.66
2020-12-03,16914.74
2020-12-04,17106.99
2020-12-07,17050.31
2020-12-08,17086.94
2020-12-09,17014.67
2020-12-10,16986.88
2020-12-11,16939.77
2020-12-14,16860.1
2020-12-15,17100.94
2020-12-16,17072.36
2020-12-17,17214.16
2020-12-18,17175.66
2020-12-21,17028.5
2020-12-22,16994.92
2020-12-23,17028.25
2020-12-24,17094.59
2020-12-28,17145.24
2020-12-29,17071.26
2020-12-30,17146.34
2020-12-31,17298.75
2021-01-04,17019.4
2021-01-05,17126.21
2021-01-06,17406.83
2021-01-07,17521.89
2021-01-08,17582.93
2021-01-11,17529.8
2021-01-12,17583.44
2021-01-13,17581.82
2021-01-14,17576.32
2021-01-15,17531.35
2021-01-19,17583.66
2021-01-20,17736.26
2021-01-21,17658.43
2021-01-22,17607.96
2021-01-25,17673.9
2021-01-26,17653.8
2021-01-27,17292.79
2021-01-28,17394.59
2021-01-29,17140.95
2021-02-01,17349.58
2021-02-02,17529.37
2021-02-03,17503.51
2021-02-04,17677.14
2021-02-05,17769.04
2021-02-08,17895.51
2021-02-09,17905.04
2021-02-10,17953.41
2021-02-11,17951.18
2021-02-12,18018.3
2021-02-16,17935.56
2021-02-17,17950.47
2021-02-18,17917.1
2021-02-19,17919.76
