Date,S&P 500 ESG Quality Index (USD) TR
2020-02-11,417.47
2020-02-12,419.83
2020-02-13,419.04
2020-02-14,420.31
2020-02-18,418.09
2020-02-19,420.32
2020-02-20,419.97
2020-02-21,415.94
2020-02-24,402.55
2020-02-25,389.16
2020-02-26,387.6
2020-02-27,369.62
2020-02-28,366.39
2020-03-02,383.65
2020-03-03,372.56
2020-03-04,386.65
2020-03-05,373.47
2020-03-06,368.07
2020-03-09,339.1
2020-03-10,356.3
2020-03-11,339.55
2020-03-12,307.4
2020-03-13,336.82
2020-03-16,296.87
2020-03-17,314.49
2020-03-18,299.51
2020-03-19,300.26
2020-03-20,285.28
2020-03-23,274.73
2020-03-24,302.25
2020-03-25,307.15
2020-03-26,326.39
2020-03-27,316.4
2020-03-30,326.59
2020-03-31,320.79
2020-04-01,306.85
2020-04-02,315.05
2020-04-03,310.05
2020-04-06,332.58
2020-04-07,331.38
2020-04-08,342.82
2020-04-09,347.13
2020-04-13,342.76
2020-04-14,353.4
2020-04-15,343.55
2020-04-16,344.09
2020-04-17,355.45
2020-04-20,348.57
2020-04-21,338.11
2020-04-22,345.88
2020-04-23,344.68
2020-04-24,349.53
2020-04-27,355.99
2020-04-28,355.55
2020-04-29,366.3
2020-04-30,360.76
2020-05-01,350.9
2020-05-04,351.85
2020-05-05,355.07
2020-05-06,352.25
2020-05-07,357.26
2020-05-08,363.62
2020-05-11,363.61
2020-05-12,354.82
2020-05-13,348.6
2020-05-14,353.39
2020-05-15,354.81
2020-05-18,366.32
2020-05-19,361.24
2020-05-20,367.32
2020-05-21,364.79
2020-05-22,365.06
2020-05-26,370.8
2020-05-27,375.94
2020-05-28,374.94
2020-05-29,376.73
2020-06-01,377.52
2020-06-02,380.29
2020-06-03,385.7
2020-06-04,384.85
2020-06-05,395.75
2020-06-08,399.98
2020-06-09,396.09
2020-06-10,393.32
2020-06-11,370.33
2020-06-12,374.71
2020-06-15,377.01
2020-06-16,384.25
2020-06-17,382.63
2020-06-18,382.34
2020-06-19,380.17
2020-06-22,382.48
2020-06-23,384.13
2020-06-24,374.16
2020-06-25,378.49
2020-06-26,370.48
2020-06-29,375.88
2020-06-30,381.59
2020-07-01,383.14
2020-07-02,385.64
2020-07-06,390.53
2020-07-07,386.58
2020-07-08,389.22
2020-07-09,387.68
2020-07-10,391
2020-07-13,387.79
2020-07-14,393.26
2020-07-15,397.29
2020-07-16,396.04
2020-07-17,398.27
2020-07-20,400.37
2020-07-21,401.13
2020-07-22,403.67
2020-07-23,398.91
2020-07-24,396.78
2020-07-27,400.39
2020-07-28,397.84
2020-07-29,402.3
2020-07-30,400.54
2020-07-31,402.79
2020-08-03,406.8
2020-08-04,407.89
2020-08-05,409.96
2020-08-06,412.61
2020-08-07,412.82
2020-08-10,413.74
2020-08-11,411.14
2020-08-12,417.65
2020-08-13,416.93
2020-08-14,416.93
2020-08-17,419.77
2020-08-18,420.01
2020-08-19,420.23
2020-08-20,422.04
2020-08-21,424.53
2020-08-24,428.44
2020-08-25,429.87
2020-08-26,432.88
2020-08-27,433.64
2020-08-28,436.68
2020-08-31,435.22
2020-09-01,437.66
2020-09-02,444.44
2020-09-03,428.04
2020-09-04,424.29
2020-09-08,412.42
2020-09-09,421.96
2020-09-10,414.74
2020-09-11,415.5
2020-09-14,421.97
2020-09-15,423.53
2020-09-16,420.81
2020-09-17,417.7
2020-09-18,413.34
2020-09-21,408.97
2020-09-22,412.93
2020-09-23,403.84
2020-09-24,405.77
2020-09-25,412.1
2020-09-28,418.5
2020-09-29,416.24
2020-09-30,420.34
2020-10-01,422.27
2020-10-02,417.89
2020-10-05,425.6
2020-10-06,420.16
2020-10-07,426.56
2020-10-08,429.06
2020-10-09,432.72
2020-10-12,438.91
2020-10-13,436.38
2020-10-14,433.83
2020-10-15,432.83
2020-10-16,433.99
2020-10-19,426.54
2020-10-20,429.16
2020-10-21,428.07
2020-10-22,430.39
2020-10-23,431.7
2020-10-26,423.31
2020-10-27,421.6
2020-10-28,407.19
2020-10-29,410.9
2020-10-30,406.91
2020-11-02,413.1
2020-11-03,420.46
2020-11-04,429.11
2020-11-05,436.95
2020-11-06,436.95
2020-11-09,439.47
2020-11-10,438.7
2020-11-11,441.52
2020-11-12,436.92
2020-11-13,443.5
2020-11-16,447.51
2020-11-17,445.16
2020-11-18,440.47
2020-11-19,442.86
2020-11-20,439.79
2020-11-23,442.83
2020-11-24,448.49
2020-11-25,447.97
2020-11-27,449.44
2020-11-30,448.19
2020-12-01,451.9
2020-12-02,452.51
2020-12-03,451.06
2020-12-04,455.16
2020-12-07,453.77
2020-12-08,454.75
2020-12-09,452.43
2020-12-10,451.02
2020-12-11,450.18
2020-12-14,448.72
2020-12-15,454.74
2020-12-16,454.92
2020-12-17,456.94
2020-12-18,455.91
2020-12-21,454.56
2020-12-22,453.58
2020-12-23,453.87
2020-12-24,455.63
2020-12-28,458.78
2020-12-29,457.44
2020-12-30,458.13
2020-12-31,460.84
2021-01-04,454.78
2021-01-05,457.74
2021-01-06,460.51
2021-01-07,467.29
2021-01-08,469.88
2021-01-11,468.42
2021-01-12,468.1
2021-01-13,468.57
2021-01-14,465.71
2021-01-15,462.99
2021-01-19,465.93
2021-01-20,472.56
2021-01-21,472.73
2021-01-22,472.19
2021-01-25,474.15
2021-01-26,473.48
2021-01-27,461.49
2021-01-28,466.46
2021-01-29,458.69
2021-02-01,465.19
2021-02-02,470.92
2021-02-03,472.03
2021-02-04,477.17
2021-02-05,480.93
2021-02-08,484.75
2021-02-09,483.89
2021-02-10,484.37
2021-02-11,485.39
2021-02-12,487.41
2021-02-16,487.12
2021-02-17,487.24
2021-02-18,485.64
2021-02-19,484.46
2021-02-22,480.56
2021-02-23,480.41
2021-02-24,484.33
2021-02-25,473.03
2021-02-26,470.69
2021-03-01,481.15
2021-03-02,477.58
2021-03-03,471.22
2021-03-04,465.08
2021-03-05,474.24
2021-03-08,472.32
2021-03-09,478.43
2021-03-10,480.46
2021-03-11,484.75
2021-03-12,485.32
2021-03-15,488.63
2021-03-16,488.74
2021-03-17,489.4
2021-03-18,483.63
2021-03-19,482.7
2021-03-22,486.45
2021-03-23,483.73
2021-03-24,481.73
2021-03-25,485.51
2021-03-26,495.02
2021-03-29,494.83
2021-03-30,492.48
2021-03-31,493.77
2021-04-01,499.94
2021-04-05,507.22
2021-04-06,506.26
2021-04-07,506.77
2021-04-08,508.26
2021-04-09,512.49
2021-04-12,513.14
2021-04-13,515.12
2021-04-14,514.46
2021-04-15,520.8
2021-04-16,523.07
2021-04-19,520.71
2021-04-20,517.22
2021-04-21,521.55
2021-04-22,517.61
2021-04-23,523.21
2021-04-26,522.58
2021-04-27,522.39
2021-04-28,521.09
2021-04-29,523.8
2021-04-30,519.81
2021-05-03,522.98
2021-05-04,519.68
2021-05-05,520.68
2021-05-06,525.57
2021-05-07,530.17
2021-05-10,526.43
2021-05-11,521.15
2021-05-12,509.75
2021-05-13,516.98
2021-05-14,523.85
2021-05-17,521.94
2021-05-18,517.07
2021-05-19,516.05
2021-05-20,521.92
2021-05-21,522.23
2021-05-24,526.9
2021-05-25,526.18
2021-05-26,526.98
2021-05-27,526.1
2021-05-28,527.77
2021-06-01,526.09
2021-06-02,527.75
2021-06-03,527.35
2021-06-04,532.31
2021-06-07,533.56
2021-06-08,533.78
2021-06-09,532.97
2021-06-10,535.85
2021-06-11,537.8
2021-06-14,538.78
2021-06-15,537.18
2021-06-16,533.66
2021-06-17,533.4
2021-06-18,526.94
2021-06-21,535.87
2021-06-22,538.27
2021-06-23,537.21
2021-06-24,541.33
2021-06-25,543.68
2021-06-28,544.17
2021-06-29,544.33
2021-06-30,545.29
2021-07-01,548.25
2021-07-02,552.09
2021-07-06,549.52
2021-07-07,551.39
2021-07-08,546.8
2021-07-09,553.45
2021-07-12,555.45
2021-07-13,553.67
2021-07-14,554.45
2021-07-15,552.57
2021-07-16,549.78
2021-07-19,540.53
2021-07-20,549.5
2021-07-21,554.55
2021-07-22,554.56
2021-07-23,559.96
2021-07-26,561.01
2021-07-27,557.11
2021-07-28,555.9
2021-07-29,559.92
2021-07-30,558.28
2021-08-02,557.82
2021-08-03,562.82
2021-08-04,560.01
2021-08-05,562.02
2021-08-06,563.24
2021-08-09,562.83
2021-08-10,565.38
2021-08-11,566.33
2021-08-12,567.3
2021-08-13,568.3
2021-08-16,570.03
2021-08-17,566.58
2021-08-18,560.71
2021-08-19,561.01
2021-08-20,564.59
2021-08-23,568.95
2021-08-24,569.54
2021-08-25,570.86
2021-08-26,567.36
2021-08-27,571.86
2021-08-30,572.62
2021-08-31,571.41
2021-09-01,571.09
2021-09-02,572.94
2021-09-03,572.32
2021-09-07,569.46
2021-09-08,569
2021-09-09,566.27
2021-09-10,562.66
2021-09-13,564.84
2021-09-14,561.13
2021-09-15,566.27
2021-09-16,565.73
2021-09-17,560.96
2021-09-20,552.01
2021-09-21,551.27
2021-09-22,556.99
2021-09-23,564.55
2021-09-24,565.97
2021-09-27,565.46
2021-09-28,555.29
2021-09-29,556.56
2021-09-30,548.31
2021-10-01,554.86
2021-10-04,548.83
2021-10-05,554.09
2021-10-06,555.06
2021-10-07,560.54
2021-10-08,561.21
2021-10-11,558.24
2021-10-12,556.86
2021-10-13,557.75
2021-10-14,567.56
2021-10-15,571.25
2021-10-18,573.32
2021-10-19,577.38
2021-10-20,580.3
2021-10-21,581.03
2021-10-22,583.57
2021-10-25,586.62
2021-10-26,587.57
2021-10-27,583.13
2021-10-28,588
2021-10-29,589.79
2021-11-01,590.82
2021-11-02,592.18
2021-11-03,594.22
2021-11-04,596.62
2021-11-05,600.72
2021-11-08,599.79
2021-11-09,597.44
2021-11-10,595.82
2021-11-11,596.65
2021-11-12,600.37
2021-11-15,600.25
2021-11-16,602.94
2021-11-17,600.82
2021-11-18,600.97
2021-11-19,597.63
2021-11-22,596.15
2021-11-23,598.4
2021-11-24,599.61
2021-11-26,585.92
2021-11-29,591.12
2021-11-30,580.4
2021-12-01,575.54
2021-12-02,583.03
2021-12-03,579.85
