Date,S&P 500 High Rate-Sensitivity 100 Index (USD) TR
2016-06-30,7123.61
2016-07-01,7140.63
2016-07-05,6923.75
2016-07-06,6962.23
2016-07-07,6990.93
2016-07-08,7160.31
2016-07-11,7197.88
2016-07-12,7414.06
2016-07-13,7380.29
2016-07-14,7450.46
2016-07-15,7443.04
2016-07-18,7475.68
2016-07-19,7426.46
2016-07-20,7484.79
2016-07-21,7458.64
2016-07-22,7503.66
2016-07-25,7472.44
2016-07-26,7554.8
2016-07-27,7525.03
2016-07-28,7521.27
2016-07-29,7525.39
2016-08-01,7441.75
2016-08-02,7338.79
2016-08-03,7459.47
2016-08-04,7435.96
2016-08-05,7588.69
2016-08-08,7616.52
2016-08-09,7589.16
2016-08-10,7524.96
2016-08-11,7604.91
2016-08-12,7575.73
2016-08-15,7666.11
2016-08-16,7645.45
2016-08-17,7642.03
2016-08-18,7714.36
2016-08-19,7724.16
2016-08-22,7692.91
2016-08-23,7771.31
2016-08-24,7717.6
2016-08-25,7746.16
2016-08-26,7773.12
2016-08-29,7813.11
2016-08-30,7836.5
2016-08-31,7791.25
2016-09-01,7761.17
2016-09-02,7810.08
2016-09-06,7798.35
2016-09-07,7835.73
2016-09-08,7872.36
2016-09-09,7681.04
2016-09-12,7806.53
2016-09-13,7650.27
2016-09-14,7620.8
2016-09-15,7727.67
2016-09-16,7673.7
2016-09-19,7682.68
2016-09-20,7642.45
2016-09-21,7759.12
2016-09-22,7821.69
2016-09-23,7750.52
2016-09-26,7673.22
2016-09-27,7727.24
2016-09-28,7860.33
2016-09-29,7790.29
2016-09-30,7903.42
2016-10-03,7892.6
2016-10-04,7889.14
2016-10-05,8027.37
2016-10-06,8026.7
2016-10-07,7962.24
2016-10-10,8008.57
2016-10-11,7872.32
2016-10-12,7863.44
2016-10-13,7781.36
2016-10-14,7792.84
2016-10-17,7747.13
2016-10-18,7842.03
2016-10-19,7932.5
2016-10-20,7940.33
2016-10-21,7935.65
2016-10-24,7941.26
2016-10-25,7891.05
2016-10-26,7942.35
2016-10-27,7917.94
2016-10-28,7896.58
2016-10-31,7873.05
2016-11-01,7813.81
2016-11-02,7711.53
2016-11-03,7722.96
2016-11-04,7683.55
2016-11-07,7885.6
2016-11-08,7901.76
2016-11-09,8169.21
2016-11-10,8354.26
2016-11-11,8364.75
2016-11-14,8488.53
2016-11-15,8590.88
2016-11-16,8508.26
2016-11-17,8589.76
2016-11-18,8583.54
2016-11-21,8685.78
2016-11-22,8705.74
2016-11-23,8773.01
2016-11-25,8770.73
2016-11-28,8638.8
2016-11-29,8604.74
2016-11-30,8809.18
2016-12-01,8861.44
2016-12-02,8839.2
2016-12-05,8953.15
2016-12-06,9027.8
2016-12-07,9175.64
2016-12-08,9257.48
2016-12-09,9263.25
2016-12-12,9167.9
2016-12-13,9196
2016-12-14,9083.45
2016-12-15,9138.95
2016-12-16,9064.9
2016-12-19,9060.91
2016-12-20,9134.28
2016-12-21,9112.41
2016-12-22,9070.26
2016-12-23,9090.39
2016-12-27,9139.63
2016-12-28,9007.58
2016-12-29,8956.73
2016-12-30,8929.22
2017-01-03,9068.32
2017-01-04,9181.13
2017-01-05,9134.5
2017-01-06,9164.3
2017-01-09,9085.13
2017-01-10,9123.24
2017-01-11,9189.04
2017-01-12,9129.99
2017-01-13,9164.64
2017-01-17,9037.24
2017-01-18,9091.75
2017-01-19,9026.42
2017-01-20,9073.66
2017-01-23,9031.68
2017-01-24,9185.36
2017-01-25,9308.7
2017-01-26,9300.35
2017-01-27,9253.53
2017-01-30,9157.29
2017-01-31,9130.88
2017-02-01,9160.55
2017-02-02,9114.25
2017-02-03,9244.14
2017-02-06,9188.09
2017-02-07,9160.93
2017-02-08,9129.01
2017-02-09,9243.45
2017-02-10,9293.49
2017-02-13,9365.9
2017-02-14,9446.55
2017-02-15,9472.96
2017-02-16,9425.3
2017-02-17,9406.38
2017-02-21,9476.92
2017-02-22,9433.43
2017-02-23,9393.59
2017-02-24,9359.45
2017-02-27,9429.88
2017-02-28,9368.25
2017-03-01,9591.01
2017-03-02,9447.79
2017-03-03,9461.97
2017-03-06,9412.85
2017-03-07,9364.23
2017-03-08,9316.28
2017-03-09,9310.88
2017-03-10,9333.16
2017-03-13,9369.63
2017-03-14,9318.52
2017-03-15,9398.08
2017-03-16,9407.14
2017-03-17,9350.48
2017-03-20,9297.92
2017-03-21,9048.7
2017-03-22,9066.29
2017-03-23,9072.53
2017-03-24,9058.37
2017-03-27,9030.87
2017-03-28,9174.13
2017-03-29,9219.91
2017-03-30,9314.05
2017-03-31,9286.3
2017-04-03,9230.19
2017-04-04,9235.93
2017-04-05,9159.78
2017-04-06,9248.27
2017-04-07,9223.13
2017-04-10,9235.07
2017-04-11,9229.57
2017-04-12,9107.4
2017-04-13,9001.22
2017-04-17,9109.79
2017-04-18,9037.63
2017-04-19,9029.35
2017-04-20,9143.85
2017-04-21,9098.67
2017-04-24,9242
2017-04-25,9305.27
2017-04-26,9306.45
2017-04-27,9265.92
2017-04-28,9203.43
2017-05-01,9222.82
2017-05-02,9187.36
2017-05-03,9209.16
2017-05-04,9173.4
2017-05-05,9242.65
2017-05-08,9246.79
2017-05-09,9226.01
2017-05-10,9286.72
2017-05-11,9231.46
2017-05-12,9171.15
2017-05-15,9260.6
2017-05-16,9271.21
2017-05-17,8956.25
2017-05-18,8992.23
2017-05-19,9114.43
2017-05-22,9138.23
2017-05-23,9173.33
2017-05-24,9152.7
2017-05-25,9155.38
2017-05-26,9151.22
2017-05-30,9102.42
2017-05-31,9062.13
2017-06-01,9182.72
2017-06-02,9138.05
2017-06-05,9136.45
2017-06-06,9128.57
2017-06-07,9139.73
2017-06-08,9231.85
2017-06-09,9330.08
2017-06-12,9352.41
2017-06-13,9420.19
2017-06-14,9340.74
2017-06-15,9275.03
2017-06-16,9288.73
2017-06-19,9378.72
2017-06-20,9270.27
2017-06-21,9211.4
2017-06-22,9197.94
2017-06-23,9201.36
2017-06-26,9239.56
2017-06-27,9220.97
2017-06-28,9361.57
2017-06-29,9367.36
2017-06-30,9378.65
2017-07-03,9482.71
2017-07-05,9474.36
2017-07-06,9385.65
2017-07-07,9441.45
2017-07-10,9494.32
2017-07-11,9489.7
2017-07-12,9527.19
2017-07-13,9576.75
2017-07-14,9604.19
2017-07-17,9604.96
2017-07-18,9580.28
2017-07-19,9661.79
2017-07-20,9631.89
2017-07-21,9614.11
2017-07-24,9628.85
2017-07-25,9752.31
2017-07-26,9701.4
2017-07-27,9670.87
2017-07-28,9660.93
2017-07-31,9662.58
2017-08-01,9667.07
2017-08-02,9652.39
2017-08-03,9615.58
2017-08-04,9672.02
2017-08-07,9652.27
2017-08-08,9641.32
2017-08-09,9587.58
2017-08-10,9367.8
2017-08-11,9354.38
2017-08-14,9446.8
2017-08-15,9430.59
2017-08-16,9409.46
2017-08-17,9217.67
2017-08-18,9216.12
2017-08-21,9180.79
2017-08-22,9295.05
2017-08-23,9296
2017-08-24,9315.65
2017-08-25,9338.42
2017-08-28,9322.08
2017-08-29,9274.23
2017-08-30,9317.17
2017-08-31,9356.28
2017-09-01,9445.7
2017-09-05,9309.45
2017-09-06,9366.13
2017-09-07,9286.39
2017-09-08,9284.91
2017-09-11,9419.24
2017-09-12,9523.5
2017-09-13,9565.61
2017-09-14,9538.78
2017-09-15,9590.11
2017-09-18,9670.6
2017-09-19,9707.71
2017-09-20,9779.28
2017-09-21,9794.68
2017-09-22,9825.44
2017-09-25,9831.05
2017-09-26,9858.24
2017-09-27,9992.04
2017-09-28,9993.92
2017-09-29,10036.59
2017-10-02,10093.79
2017-10-03,10125.9
2017-10-04,10112.14
2017-10-05,10178.4
2017-10-06,10149.08
2017-10-09,10124.03
2017-10-10,10131.35
2017-10-11,10105.66
2017-10-12,10063.59
2017-10-13,10070.55
2017-10-16,10125.25
2017-10-17,10077.33
2017-10-18,10116.54
2017-10-19,10131.04
2017-10-20,10222.02
2017-10-23,10169.72
2017-10-24,10229.59
2017-10-25,10102
2017-10-26,10170.69
2017-10-27,10182.52
2017-10-30,10136.33
2017-10-31,10163.98
2017-11-01,10212.16
2017-11-02,10243.07
2017-11-03,10238.75
2017-11-06,10368.06
2017-11-07,10229.43
2017-11-08,10200.77
2017-11-09,10157.49
2017-11-10,10139.46
2017-11-13,10144.82
2017-11-14,10087.25
2017-11-15,10053.1
2017-11-16,10103.01
2017-11-17,10172.2
2017-11-20,10204.3
2017-11-21,10213.87
2017-11-22,10226.67
2017-11-24,10208.15
2017-11-27,10161.13
2017-11-28,10357.49
2017-11-29,10491.1
2017-11-30,10565.45
2017-12-01,10604.68
2017-12-04,10691.47
2017-12-05,10604.28
2017-12-06,10529.39
2017-12-07,10617.77
2017-12-08,10717.7
2017-12-11,10706.67
2017-12-12,10754.75
2017-12-13,10687.51
2017-12-14,10602.9
2017-12-15,10703.1
2017-12-18,10843.28
2017-12-19,10841.21
2017-12-20,10908
2017-12-21,11034.54
2017-12-22,11036.45
2017-12-26,11068.59
2017-12-27,11036.31
2017-12-28,11077.97
2017-12-29,11003.34
2018-01-02,11132.88
2018-01-03,11205.44
2018-01-04,11307.25
2018-01-05,11339.15
2018-01-08,11372.24
2018-01-09,11405.06
2018-01-10,11462.96
2018-01-11,11653.96
2018-01-12,11770.28
2018-01-16,11642.14
2018-01-17,11731.49
2018-01-18,11699.48
2018-01-19,11791.79
2018-01-22,11917.31
2018-01-23,11941.27
2018-01-24,11968.7
2018-01-25,11883.93
2018-01-26,12012.42
2018-01-29,11936.73
2018-01-30,11721.64
2018-01-31,11708.76
2018-02-01,11770.5
2018-02-02,11445.23
2018-02-05,10954.3
2018-02-06,11179.82
2018-02-07,11121.33
2018-02-08,10635.46
2018-02-09,10736.58
2018-02-12,10910.46
2018-02-13,10923.71
2018-02-14,11221.84
2018-02-15,11259.54
2018-02-16,11247.51
2018-02-20,11243.85
2018-02-21,11202.64
2018-02-22,11188.08
2018-02-23,11385.41
2018-02-26,11462.68
2018-02-27,11317.98
2018-02-28,11156.8
2018-03-01,11044.46
2018-03-02,11133.37
2018-03-05,11304.02
2018-03-06,11392.17
2018-03-07,11366.79
2018-03-08,11376.22
2018-03-09,11615.34
2018-03-12,11571.19
2018-03-13,11477.45
2018-03-14,11361.53
2018-03-15,11305.72
2018-03-16,11396.93
2018-03-19,11276.86
2018-03-20,11309.91
2018-03-21,11424.31
2018-03-22,11039.15
2018-03-23,10745.57
2018-03-26,11062.41
2018-03-27,10839.04
2018-03-28,10777.1
2018-03-29,10980.69
2018-04-02,10701.67
2018-04-03,10865.5
2018-04-04,10983.7
2018-04-05,11106.57
2018-04-06,10804.65
2018-04-09,10833.52
2018-04-10,11101.05
2018-04-11,11049.46
2018-04-12,11203.64
2018-04-13,11132.32
2018-04-16,11211.52
2018-04-17,11242.19
2018-04-18,11327.52
2018-04-19,11355.8
2018-04-20,11322.16
2018-04-23,11347.65
2018-04-24,11227.64
2018-04-25,11219.7
2018-04-26,11276.21
2018-04-27,11290.75
2018-04-30,11186.99
2018-05-01,11166.13
2018-05-02,11088.93
2018-05-03,11024.17
2018-05-04,11143.45
2018-05-07,11194.75
2018-05-08,11256.41
2018-05-09,11444.26
2018-05-10,11549.1
2018-05-11,11528.65
2018-05-14,11545.19
2018-05-15,11581.3
2018-05-16,11668.7
2018-05-17,11727.41
2018-05-18,11658.46
2018-05-21,11726.65
2018-05-22,11720.74
2018-05-23,11694.12
2018-05-24,11660.49
2018-05-25,11556.76
2018-05-29,11291.34
2018-05-30,11503.67
2018-05-31,11401.69
2018-06-01,11566.59
2018-06-04,11568.38
2018-06-05,11596.7
2018-06-06,11779.28
2018-06-07,11774.38
2018-06-08,11815.5
2018-06-11,11837.71
2018-06-12,11820.92
2018-06-13,11786.61
2018-06-14,11757.92
2018-06-15,11695.15
2018-06-18,11755.29
2018-06-19,11665.51
2018-06-20,11706.49
2018-06-21,11609.88
2018-06-22,11606.53
2018-06-25,11379.4
2018-06-26,11390.84
2018-06-27,11279.23
2018-06-28,11312.79
2018-06-29,11296.14
2018-07-02,11312.16
2018-07-03,11247.14
2018-07-05,11292.67
2018-07-06,11387.12
2018-07-09,11628.72
2018-07-10,11622.36
2018-07-11,11456.53
2018-07-12,11479.68
2018-07-13,11453.39
2018-07-16,11463.55
2018-07-17,11513.34
2018-07-18,11615.63
2018-07-19,11515.85
2018-07-20,11470.4
2018-07-23,11548.89
2018-07-24,11569.41
2018-07-25,11628.7
2018-07-26,11685.77
2018-07-27,11671.17
2018-07-30,11671.41
2018-07-31,11659.42
2018-08-01,11577.96
2018-08-02,11613.13
2018-08-03,11638.11
2018-08-06,11695.99
2018-08-07,11743.72
2018-08-08,11730.82
2018-08-09,11673.06
2018-08-10,11583.21
2018-08-13,11485.26
2018-08-14,11608.81
2018-08-15,11403.28
2018-08-16,11513.91
2018-08-17,11566.36
2018-08-20,11647.67
2018-08-21,11741.74
2018-08-22,11757.08
2018-08-23,11698.18
2018-08-24,11784.67
2018-08-27,11939.65
2018-08-28,11913.52
2018-08-29,11941.78
2018-08-30,11844.09
2018-08-31,11826.72
2018-09-04,11849.07
2018-09-05,11821.88
2018-09-06,11698.54
2018-09-07,11654.19
2018-09-10,11703.08
2018-09-11,11743.6
2018-09-12,11732.17
2018-09-13,11695.7
2018-09-14,11804.33
2018-09-17,11744.02
2018-09-18,11796.61
2018-09-19,11917.78
2018-09-20,12000.96
2018-09-21,12008.06
2018-09-24,11951.57
2018-09-25,11941.08
2018-09-26,11833.9
2018-09-27,11799.4
2018-09-28,11745.92
2018-10-01,11799.57
2018-10-02,11747.29
2018-10-03,11874.03
2018-10-04,11844.32
2018-10-05,11740.14
2018-10-08,11739.71
2018-10-09,11693.46
2018-10-10,11272.54
2018-10-11,10978.13
2018-10-12,11033.69
2018-10-15,10983.99
2018-10-16,11174.79
2018-10-17,11151.44
2018-10-18,10925.68
2018-10-19,10847.95
2018-10-22,10710.01
2018-10-23,10573.13
2018-10-24,10116.83
2018-10-25,10319.39
2018-10-26,10152.18
2018-10-29,10154.23
2018-10-30,10383.08
2018-10-31,10524.96
2018-11-01,10694.8
2018-11-02,10684.26
2018-11-05,10777.24
2018-11-06,10864.17
2018-11-07,11029.6
2018-11-08,10966.67
2018-11-09,10831
2018-11-12,10595.7
2018-11-13,10572.13
2018-11-14,10490.67
2018-11-15,10635.47
2018-11-16,10615.42
2018-11-19,10474.33
2018-11-20,10196.31
2018-11-21,10292.26
2018-11-23,10182.66
2018-11-26,10429.4
2018-11-27,10388.14
2018-11-28,10569.14
2018-11-29,10493.64
2018-11-30,10541.93
2018-12-03,10691.87
2018-12-04,10185.34
2018-12-06,10044.55
2018-12-07,9818.72
2018-12-10,9681.03
2018-12-11,9612.84
2018-12-12,9719.65
2018-12-13,9596.64
2018-12-14,9437.37
2018-12-17,9292.57
2018-12-18,9224.77
2018-12-19,9032.9
2018-12-20,8897.09
2018-12-21,8720.67
2018-12-24,8504.26
2018-12-26,8971.33
2018-12-27,9031.57
2018-12-28,8990.82
2018-12-31,9076.52
2019-01-02,9189.66
2019-01-03,9013.93
2019-01-04,9396.71
2019-01-07,9522.85
2019-01-08,9607.06
2019-01-09,9718.44
2019-01-10,9747.28
2019-01-11,9773.27
2019-01-14,9796.68
2019-01-15,9829.25
2019-01-16,9954.58
2019-01-17,10059.08
2019-01-18,10256.7
2019-01-22,10063.99
2019-01-23,10007.15
2019-01-24,10080.92
2019-01-25,10251.92
2019-01-28,10164.75
2019-01-29,10129.36
2019-01-30,10226.66
2019-01-31,10226.7
2019-02-01,10286.5
2019-02-04,10347.32
2019-02-05,10336.46
2019-02-06,10326.14
2019-02-07,10176.08
2019-02-08,10182.42
2019-02-11,10233.08
2019-02-12,10417.28
2019-02-13,10489.42
2019-02-14,10441.12
2019-02-15,10622.22
2019-02-19,10680.71
2019-02-20,10767.69
2019-02-21,10662.28
2019-02-22,10706.95
2019-02-25,10728.2
2019-02-26,10681.57
2019-02-27,10736.65
2019-02-28,10668.46
2019-03-01,10758.92
2019-03-04,10701.04
2019-03-05,10663.61
2019-03-06,10510.52
2019-03-07,10359.91
2019-03-08,10287.29
2019-03-11,10442.21
2019-03-12,10493.66
2019-03-13,10575.25
2019-03-14,10575.33
2019-03-15,10626.86
2019-03-18,10753
2019-03-19,10686.77
2019-03-20,10533.75
2019-03-21,10572.26
2019-03-22,10181.95
2019-03-25,10183.98
2019-03-26,10331.66
2019-03-27,10291.88
2019-03-28,10381.13
2019-03-29,10417.47
2019-04-01,10685.25
2019-04-02,10667.08
2019-04-03,10717.05
2019-04-04,10808.4
2019-04-05,10895.06
2019-04-08,10916.68
2019-04-09,10752.27
2019-04-10,10852.93
2019-04-11,10876.79
2019-04-12,11096.25
2019-04-15,10998.4
2019-04-16,11133.81
2019-04-17,11138.67
2019-04-18,11120.81
2019-04-22,11130.97
2019-04-23,11215.48
2019-04-24,11145.8
2019-04-25,11065.59
2019-04-26,11116.58
2019-04-29,11181.62
2019-04-30,11119.59
2019-05-01,10976.36
2019-05-02,10930.41
2019-05-03,11043.33
2019-05-06,10970.34
2019-05-07,10773.59
2019-05-08,10748.26
2019-05-09,10739.36
2019-05-10,10778.68
2019-05-13,10382.13
2019-05-14,10532.7
2019-05-15,10502.05
2019-05-16,10596.52
2019-05-17,10480.49
2019-05-20,10465.12
2019-05-21,10597.48
2019-05-22,10451.27
2019-05-23,10191.16
2019-05-24,10241.19
2019-05-28,10129.62
2019-05-29,10100.61
2019-05-30,10016.67
2019-05-31,9801.07
2019-06-03,9913.04
2019-06-04,10239.08
2019-06-05,10209.96
2019-06-06,10258.59
2019-06-07,10259.39
2019-06-10,10342.25
2019-06-11,10376.62
2019-06-12,10267.44
2019-06-13,10361.41
2019-06-14,10303.11
2019-06-17,10267.24
2019-06-18,10461.96
2019-06-19,10416.59
2019-06-20,10546.88
2019-06-21,10536.18
2019-06-24,10458.01
2019-06-25,10411.62
2019-06-26,10490.79
2019-06-27,10559.68
2019-06-28,10703.52
2019-07-01,10783.33
2019-07-02,10664.02
2019-07-03,10739.09
2019-07-05,10786.33
2019-07-08,10689.21
2019-07-09,10715.01
2019-07-10,10683.33
2019-07-11,10742
2019-07-12,10844.27
2019-07-15,10772.32
2019-07-16,10750.97
2019-07-17,10604.32
2019-07-18,10641.8
2019-07-19,10696.13
2019-07-22,10698.68
2019-07-23,10841.27
2019-07-24,10992.07
2019-07-25,10861.3
2019-07-26,10925.73
2019-07-29,10818.15
2019-07-30,10919
2019-07-31,10835.99
2019-08-01,10445.92
2019-08-02,10282.2
2019-08-05,9930.28
2019-08-06,9998.74
2019-08-07,9900.3
2019-08-08,10127.4
2019-08-09,9962.4
2019-08-12,9736.06
2019-08-13,9871.03
2019-08-14,9419.81
2019-08-15,9345.96
2019-08-16,9571.58
2019-08-19,9749.56
2019-08-20,9609.59
2019-08-21,9691.25
2019-08-22,9718.23
2019-08-23,9365.04
2019-08-26,9438.68
2019-08-27,9340.26
2019-08-28,9484.73
2019-08-29,9681.34
2019-08-30,9709.83
2019-09-03,9550.6
2019-09-04,9712.82
2019-09-05,9990.92
2019-09-06,9993.37
2019-09-09,10304.43
2019-09-10,10481.98
2019-09-11,10583.37
2019-09-12,10555.04
2019-09-13,10661.21
2019-09-16,10804.79
2019-09-17,10635.52
2019-09-18,10598.97
2019-09-19,10534.08
2019-09-20,10473.52
2019-09-23,10491.88
2019-09-24,10297.08
2019-09-25,10394.37
2019-09-26,10298.15
2019-09-27,10308.3
2019-09-30,10305.6
2019-10-01,10016.2
2019-10-02,9775.11
2019-10-03,9838.84
2019-10-04,9927.01
2019-10-07,9876.11
2019-10-08,9634.66
2019-10-09,9726
2019-10-10,9863.42
2019-10-11,10127.14
2019-10-14,10106.36
2019-10-15,10239.89
2019-10-16,10174.28
2019-10-17,10182.59
2019-10-18,10176.54
2019-10-21,10356.23
2019-10-22,10458.04
2019-10-23,10534.04
2019-10-24,10453.01
2019-10-25,10566.99
2019-10-28,10653.23
2019-10-29,10669.34
2019-10-30,10524.18
2019-10-31,10424.05
2019-11-01,10688.1
2019-11-04,10954.3
2019-11-05,11014.06
2019-11-06,10901.08
2019-11-07,11034.73
2019-11-08,11066.44
2019-11-11,11009.04
2019-11-12,11003.99
2019-11-13,10852.84
2019-11-14,10882.73
2019-11-15,10985.75
2019-11-18,10929.18
2019-11-19,10847.75
2019-11-20,10802.64
2019-11-21,10839.61
2019-11-22,10934.24
2019-11-25,11083.56
2019-11-26,11005.27
2019-11-27,11073.62
2019-11-29,10991.96
2019-12-02,10920.78
2019-12-03,10701.78
2019-12-04,10843.97
2019-12-05,10861.76
2019-12-06,11053.62
2019-12-09,11043.91
2019-12-10,11054.83
2019-12-11,11084.25
2019-12-12,11393.29
2019-12-13,11265.67
2019-12-16,11356.42
2019-12-17,11425.57
2019-12-18,11439.91
2019-12-19,11447.31
2019-12-20,11480.59
2019-12-23,11558.23
2019-12-24,11555.34
2019-12-26,11587.96
2019-12-27,11518.09
2019-12-30,11482.94
2019-12-31,11545.84
2020-01-02,11598.57
2020-01-03,11472.2
2020-01-06,11490.65
2020-01-07,11516.82
2020-01-08,11504.6
2020-01-09,11559.73
2020-01-10,11465.18
2020-01-13,11537.52
2020-01-14,11565.64
2020-01-15,11466.58
2020-01-16,11577.63
2020-01-17,11596.06
2020-01-21,11427.09
2020-01-22,11376.74
2020-01-23,11348.96
2020-01-24,11136
2020-01-27,10833.11
2020-01-28,10952.08
2020-01-29,10881.64
2020-01-30,10942.05
2020-01-31,10673.85
2020-02-03,10722.78
2020-02-04,10962.82
2020-02-05,11279.16
2020-02-06,11186.71
2020-02-07,11069.6
2020-02-10,11058.77
2020-02-11,11190.06
2020-02-12,11305.85
2020-02-13,11233.89
2020-02-14,11165.02
2020-02-18,11062.53
2020-02-19,11188.48
2020-02-20,11265.43
2020-02-21,11083.67
2020-02-24,10572.64
2020-02-25,10095.41
2020-02-26,9901.2
2020-02-27,9479.43
2020-02-28,9429.64
2020-03-02,9722.09
2020-03-03,9326.94
2020-03-04,9529.17
2020-03-05,9025.63
2020-03-06,8621.29
2020-03-09,7347.06
2020-03-10,7819.11
2020-03-11,7272.45
2020-03-12,6342.23
2020-03-13,7095.8
2020-03-16,6023.38
2020-03-17,6256.33
2020-03-18,5713.1
2020-03-19,5943.54
2020-03-20,5711.79
2020-03-23,5438.66
2020-03-24,6233.06
2020-03-25,6441.15
2020-03-26,6827.46
2020-03-27,6488.57
2020-03-30,6547.78
2020-03-31,6430.83
2020-04-01,6013.15
2020-04-02,6127.95
2020-04-03,6005.2
2020-04-06,6557.68
2020-04-07,6718.04
2020-04-08,7098.96
2020-04-09,7349.69
2020-04-13,7147.29
2020-04-14,7175.56
2020-04-15,6775.25
2020-04-16,6613.42
2020-04-17,7077.42
2020-04-20,6903.19
2020-04-21,6713.63
2020-04-22,6834.46
2020-04-23,7007.02
2020-04-24,7098.75
2020-04-27,7405.3
2020-04-28,7670.1
2020-04-29,8284.94
2020-04-30,7953.1
2020-05-01,7462.67
2020-05-04,7500.95
2020-05-05,7382.38
2020-05-06,7194.07
2020-05-07,7426.54
2020-05-08,7781.53
2020-05-11,7519.42
2020-05-12,7286.12
2020-05-13,6891.6
2020-05-14,7068.31
2020-05-15,7057.8
2020-05-18,7753.05
2020-05-19,7520.61
2020-05-20,7762.63
2020-05-21,7755.79
2020-05-22,7690.91
2020-05-26,8239.15
2020-05-27,8598.04
2020-05-28,8268.85
2020-05-29,8066.02
2020-06-01,8309.24
2020-06-02,8491.34
2020-06-03,8927.45
2020-06-04,9218.71
2020-06-05,9859.32
2020-06-08,10430.17
2020-06-09,9944.78
2020-06-10,9353.16
2020-06-11,8367.49
2020-06-12,8780.18
2020-06-15,8870.23
2020-06-16,9122.9
2020-06-17,8845.99
2020-06-18,8866.86
2020-06-19,8711.06
2020-06-22,8674.69
2020-06-23,8716.06
2020-06-24,8178.77
2020-06-25,8382.72
2020-06-26,8016.28
2020-06-29,8249.76
2020-06-30,8389.02
2020-07-01,8187.2
2020-07-02,8260.96
2020-07-06,8396.87
2020-07-07,8089.94
2020-07-08,8164.72
2020-07-09,7818.63
2020-07-10,8148.82
2020-07-13,8155.44
2020-07-14,8258.98
2020-07-15,8649.84
2020-07-16,8584.06
2020-07-17,8446.7
2020-07-20,8343.03
2020-07-21,8638.69
2020-07-22,8613.74
2020-07-23,8655.19
2020-07-24,8596.31
2020-07-27,8542.49
2020-07-28,8447.29
2020-07-29,8688.09
2020-07-30,8507.6
2020-07-31,8468.44
2020-08-03,8488.47
2020-08-04,8559.03
2020-08-05,8772.73
2020-08-06,8727.92
2020-08-07,8908.83
2020-08-10,9208.17
2020-08-11,9276.82
2020-08-12,9261.05
2020-08-13,9136.28
2020-08-14,9240.01
2020-08-17,9122.52
2020-08-18,8978.45
2020-08-19,8961.25
2020-08-20,8811.75
2020-08-21,8748.48
2020-08-24,9083.87
2020-08-25,9072.58
2020-08-26,8956.22
2020-08-27,9096.59
2020-08-28,9240.68
2020-08-31,9048.44
2020-09-01,9098.75
2020-09-02,9203.32
2020-09-03,9099.72
2020-09-04,9220.94
2020-09-08,8927.06
2020-09-09,8963.06
2020-09-10,8778.8
2020-09-11,8845.88
2020-09-14,9053.8
2020-09-15,8948.45
2020-09-16,9152.43
2020-09-17,9121.08
2020-09-18,9016.2
2020-09-21,8579.33
2020-09-22,8535.59
2020-09-23,8293.11
2020-09-24,8290.87
2020-09-25,8372.85
2020-09-28,8627.31
2020-09-29,8468.48
2020-09-30,8539.03
2020-10-01,8510.65
2020-10-02,8658.36
2020-10-05,8905.49
2020-10-06,8763.47
2020-10-07,9021.27
2020-10-08,9203.99
2020-10-09,9141.52
2020-10-12,9174.03
2020-10-13,8966.56
2020-10-14,8951.82
2020-10-15,9062.41
2020-10-16,8991.58
2020-10-19,8881.3
2020-10-20,9007.58
2020-10-21,8901.41
2020-10-22,9205.66
2020-10-23,9260.99
2020-10-26,8912.87
2020-10-27,8706.77
2020-10-28,8380.29
2020-10-29,8599.06
2020-10-30,8666.58
2020-11-02,8950.6
2020-11-03,9127.97
2020-11-04,8890.13
2020-11-05,9164.93
2020-11-06,8980.21
2020-11-09,10171.86
2020-11-10,10250.04
2020-11-11,10070.84
2020-11-12,9790.15
2020-11-13,10164.23
2020-11-16,10638.1
2020-11-17,10690.64
2020-11-18,10590.26
2020-11-19,10692.6
2020-11-20,10578.85
2020-11-23,11051.79
2020-11-24,11612.86
2020-11-25,11443.64
2020-11-27,11369.34
2020-11-30,10969.39
2020-12-01,11137.48
2020-12-02,11351.16
2020-12-03,11553.97
2020-12-04,11935.47
2020-12-07,11781.6
2020-12-08,11836.68
2020-12-09,11848.22
2020-12-10,11973.26
2020-12-11,11787.13
2020-12-14,11545.27
2020-12-15,11781.06
2020-12-16,11739.45
2020-12-17,11739.02
2020-12-18,11595.32
2020-12-21,11555.42
2020-12-22,11392.19
2020-12-23,11690.2
2020-12-24,11631.69
2020-12-28,11666.31
2020-12-29,11579.04
2020-12-30,11771.08
2020-12-31,11791.08
2021-01-04,11652.34
2021-01-05,11971.18
2021-01-06,12530.85
2021-01-07,12750.24
2021-01-08,12658.27
2021-01-11,12737.53
2021-01-12,13092.68
2021-01-13,12937.14
2021-01-14,13250.18
2021-01-15,12905.86
2021-01-19,13009.05
2021-01-20,12977.07
2021-01-21,12805.06
2021-01-22,12761.19
2021-01-25,12580.32
2021-01-26,12413.61
2021-01-27,12072.57
2021-01-28,12327.57
2021-01-29,11957.11
2021-02-01,12108.89
2021-02-02,12323.3
2021-02-03,12619.61
2021-02-04,12894.53
2021-02-05,12967.71
2021-02-08,13296.27
2021-02-09,13219.91
2021-02-10,13323.81
2021-02-11,13258.83
2021-02-12,13419.74
2021-02-16,13751.41
